<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,1.93,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,54.64 ± 3.67 / 66.36 ± 2.29,43.59 ± 2.22 / 43.59 ± 2.22,49.21 ± 3.28 / 73.38 ± 1.41,68.34 ± 1.27 / 48.95 ± 1.42,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,1.93,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,51.79 ± 1.50 / 61.32 ± 1.15,62.69 ± 1.23 / 62.69 ± 1.23,31.61 ± 2.86 / 59.71 ± 1.78,55.82 ± 0.34 / 36.09 ± 0.60,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,1.93,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,50.97 ± 1.19 / 65.35 ± 0.97,56.11 ± 1.38 / 56.11 ± 1.38,36.82 ± 2.27 / 65.03 ± 2.04,65.91 ± 1.61 / 45.57 ± 1.78,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,1.95,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,53.22 ± 1.04 / 66.54 ± 1.35,59.69 ± 0.73 / 59.69 ± 0.73,22.82 ± 3.29 / 52.31 ± 4.35,69.28 ± 1.27 / 47.91 ± 1.15,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,1.96,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,52.27 ± 1.09 / 66.94 ± 1.06,54.95 ± 0.97 / 54.95 ± 0.97,37.88 ± 0.73 / 68.46 ± 0.51,64.74 ± 1.09 / 45.19 ± 1.07,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,1.97,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,63.13 ± 1.59 / 69.54 ± 2.15,66.78 ± 1.13 / 66.78 ± 1.13,0.00 ± 0.00 / 33.36 ± 0.27,72.01 ± 1.54 / 50.16 ± 1.61,16.5.0.dev0,16.4.0.dev0,16.5.0.dev0,16.4.0.dev0
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,1.98,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,66.93 ± 1.32 / 76.23 ± 1.47,61.98 ± 1.64 / 61.98 ± 1.64,0.00 ± 0.00 / 33.36 ± 0.27,72.21 ± 2.06 / 50.22 ± 2.15,16.5.0.dev0,16.4.0.dev0,16.5.0.dev0,16.4.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.00,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,54.67 ± 1.10 / 64.95 ± 1.19,55.07 ± 1.50 / 55.07 ± 1.50,27.98 ± 1.64 / 63.58 ± 0.79,69.59 ± 1.37 / 47.11 ± 1.39,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.00,?,?,200000.0,✓,✗,✗,✓,54.32 ± 2.34 / 64.82 ± 1.89,50.37 ± 1.77 / 50.37 ± 1.77,41.01 ± 2.02 / 69.89 ± 1.05,58.71 ± 1.52 / 29.93 ± 1.59,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.01,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,52.13 ± 1.23 / 62.76 ± 2.50,56.11 ± 1.24 / 56.11 ± 1.24,24.63 ± 1.94 / 52.82 ± 1.81,69.43 ± 1.34 / 49.89 ± 1.45,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.01,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,44.01 ± 6.16 / 55.51 ± 6.98,54.03 ± 0.85 / 54.03 ± 0.85,40.24 ± 5.25 / 65.08 ± 4.73,66.24 ± 1.08 / 45.42 ± 1.68,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,2.02,?,?,400000.0,✓,✗,✗,✓,46.54 ± 1.26 / 54.44 ± 0.78,48.32 ± 1.15 / 48.32 ± 1.15,49.85 ± 2.24 / 74.45 ± 1.18,56.63 ± 0.62 / 32.62 ± 0.72,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0</a>,📝,2.03,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,62.23 ± 1.13 / 71.23 ± 1.35,59.92 ± 0.87 / 59.92 ± 0.87,54.55 ± 1.40 / 75.76 ± 1.26,19.83 ± 0.83 / 0.00 ± 0.00,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,2.03,?,?,400000.0,✓,✗,✗,✓,51.39 ± 1.53 / 56.49 ± 1.11,48.05 ± 1.50 / 48.05 ± 1.50,43.53 ± 1.58 / 70.88 ± 0.78,62.48 ± 0.58 / 40.42 ± 0.76,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,2.04,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,68.04 ± 1.66 / 77.09 ± 1.81,56.61 ± 1.33 / 56.61 ± 1.33,0.00 ± 0.00 / 33.36 ± 0.27,73.83 ± 2.60 / 57.09 ± 2.42,16.5.0.dev0,16.4.0.dev0,16.5.0.dev0,16.4.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.05,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,55.99 ± 0.83 / 64.99 ± 0.93,51.33 ± 1.34 / 51.33 ± 1.34,26.27 ± 1.95 / 61.17 ± 0.96,67.49 ± 1.90 / 45.87 ± 2.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.06,?,?,400000.0,✓,✗,✗,✓,47.81 ± 1.40 / 53.28 ± 0.99,46.34 ± 0.80 / 46.34 ± 0.80,53.85 ± 1.93 / 76.82 ± 0.97,56.29 ± 0.47 / 32.26 ± 0.64,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.06,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,54.45 ± 2.00 / 67.45 ± 2.13,43.40 ± 1.13 / 43.40 ± 1.13,39.68 ± 2.02 / 63.96 ± 2.98,66.49 ± 1.66 / 49.02 ± 1.51,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.07,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,45.61 ± 1.01 / 54.32 ± 0.67,60.29 ± 1.12 / 60.29 ± 1.12,32.45 ± 1.87 / 64.92 ± 1.27,56.79 ± 0.81 / 37.31 ± 0.87,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.07,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,53.90 ± 1.38 / 68.42 ± 1.10,58.91 ± 1.68 / 58.91 ± 1.68,15.26 ± 1.97 / 39.64 ± 1.76,69.42 ± 0.98 / 48.70 ± 1.86,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.08,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,52.94 ± 1.76 / 64.67 ± 1.55,50.39 ± 1.27 / 50.39 ± 1.27,34.76 ± 1.91 / 65.63 ± 1.60,60.85 ± 1.24 / 41.09 ± 1.12,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.08,?,?,1047576.0,✓,✗,✗,✓,54.61 ± 2.03 / 61.87 ± 1.60,50.26 ± 1.33 / 50.26 ± 1.33,40.21 ± 1.73 / 61.91 ± 1.31,53.36 ± 1.46 / 27.45 ± 1.80,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.08,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,58.80 ± 1.12 / 67.64 ± 1.06,54.21 ± 0.89 / 54.21 ± 0.89,52.67 ± 2.32 / 73.61 ± 1.93,27.59 ± 1.88 / 0.08 ± 0.06,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.08,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,50.91 ± 1.39 / 60.20 ± 0.72,61.09 ± 1.25 / 61.09 ± 1.25,29.53 ± 2.05 / 56.30 ± 1.55,51.92 ± 0.60 / 32.18 ± 0.79,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.09,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,54.79 ± 1.72 / 61.21 ± 2.55,53.06 ± 1.38 / 53.06 ± 1.38,52.55 ± 1.90 / 72.72 ± 1.72,33.53 ± 3.87 / 15.56 ± 3.30,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.11,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,47.84 ± 1.03 / 49.17 ± 0.48,52.61 ± 1.73 / 52.61 ± 1.73,26.31 ± 5.32 / 50.00 ± 3.99,69.07 ± 1.07 / 46.83 ± 1.33,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.12,?,256128.0,1048576.0,✓,✗,✗,✓,55.02 ± 2.36 / 65.24 ± 1.37,47.53 ± 1.46 / 47.53 ± 1.46,34.66 ± 2.22 / 58.51 ± 1.96,59.33 ± 1.49 / 38.22 ± 1.46,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct</a>,📝,2.12,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,64.49 ± 1.34 / 73.10 ± 1.54,56.28 ± 1.48 / 56.28 ± 1.48,43.87 ± 1.83 / 70.92 ± 1.59,24.58 ± 0.93 / 0.08 ± 0.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.15,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,53.04 ± 2.56 / 66.08 ± 4.74,53.22 ± 1.09 / 53.22 ± 1.09,22.08 ± 2.41 / 50.13 ± 2.95,66.64 ± 1.43 / 45.59 ± 1.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.16,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,49.79 ± 1.18 / 63.20 ± 1.05,52.96 ± 1.31 / 52.96 ± 1.31,29.06 ± 1.30 / 64.19 ± 0.92,59.33 ± 1.35 / 35.63 ± 1.72,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.17,559890946.0,250002.0,512.0,✓,✗,(✓),✗,61.12 ± 1.76 / 73.61 ± 1.08,54.27 ± 2.79 / 54.27 ± 2.79,41.61 ± 7.51 / 69.70 ± 3.62,29.81 ± 1.57 / 21.39 ± 1.68,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.17,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,51.75 ± 1.39 / 65.44 ± 1.48,53.34 ± 1.67 / 53.34 ± 1.67,27.12 ± 2.18 / 57.10 ± 3.43,56.78 ± 3.65 / 38.68 ± 4.24,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.17,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,50.01 ± 2.48 / 62.03 ± 5.52,53.48 ± 1.01 / 53.48 ± 1.01,20.92 ± 1.93 / 51.39 ± 2.89,66.58 ± 1.71 / 47.02 ± 2.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.17,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,52.33 ± 0.72 / 60.84 ± 0.76,50.23 ± 1.07 / 50.23 ± 1.07,23.85 ± 1.47 / 61.39 ± 1.04,63.18 ± 1.02 / 38.58 ± 1.31,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.19,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,62.41 ± 1.46 / 73.91 ± 0.94,50.61 ± 1.42 / 50.61 ± 1.42,0.00 ± 0.00 / 32.87 ± 0.49,73.65 ± 0.92 / 55.84 ± 0.91,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.21,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,49.58 ± 1.81 / 61.07 ± 1.54,61.50 ± 2.15 / 61.50 ± 2.15,13.47 ± 1.99 / 43.65 ± 1.23,58.03 ± 0.94 / 38.34 ± 1.25,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.22,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,58.02 ± 2.05 / 63.88 ± 3.15,55.10 ± 1.22 / 55.10 ± 1.22,0.00 ± 0.00 / 33.36 ± 0.27,70.32 ± 1.56 / 51.80 ± 1.92,16.5.0.dev0,16.4.0.dev0,16.5.0.dev0,16.4.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.22,561192082.0,250002.0,512.0,✓,✗,(✓),✓,54.98 ± 1.68 / 68.72 ± 1.13,63.89 ± 2.06 / 63.89 ± 2.06,28.11 ± 18.84 / 57.90 ± 12.34,28.91 ± 2.28 / 20.95 ± 2.03,16.5.0.dev0,16.6.0.dev0,16.5.0.dev0,16.6.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.23,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,55.05 ± 1.21 / 61.42 ± 1.33,47.87 ± 1.92 / 47.87 ± 1.92,48.49 ± 2.63 / 73.75 ± 1.38,34.09 ± 1.08 / 23.74 ± 1.01,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.24,?,128000.0,4096.0,✓,✗,(✓),✓,30.96 ± 5.93 / 39.55 ± 6.45,49.86 ± 1.41 / 49.86 ± 1.41,33.63 ± 4.55 / 58.63 ± 4.89,69.75 ± 1.24 / 50.94 ± 1.68,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.24,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,65.40 ± 1.42 / 76.72 ± 0.98,48.17 ± 0.92 / 48.17 ± 0.92,0.00 ± 0.00 / 33.36 ± 0.27,72.14 ± 2.18 / 53.45 ± 2.33,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.24,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,47.79 ± 2.15 / 56.59 ± 2.58,47.60 ± 1.38 / 47.60 ± 1.38,24.25 ± 1.87 / 57.85 ± 2.14,67.09 ± 1.24 / 47.65 ± 1.28,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Base-2512'>mistralai/Ministral-3-14B-Base-2512 (val)</a>,🧠,2.24,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,60.32 ± 2.09 / 73.09 ± 1.37,53.02 ± 0.87 / 53.02 ± 0.87,0.00 ± 0.00 / 32.87 ± 0.49,69.89 ± 1.26 / 48.34 ± 1.67,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.26,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,49.95 ± 1.13 / 60.05 ± 1.63,52.26 ± 1.43 / 52.26 ± 1.43,19.45 ± 1.64 / 52.66 ± 3.84,61.98 ± 1.48 / 42.11 ± 1.51,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.28,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,47.58 ± 1.54 / 64.21 ± 1.16,46.15 ± 1.50 / 46.15 ± 1.50,21.43 ± 2.56 / 58.72 ± 1.70,68.69 ± 0.96 / 46.67 ± 0.96,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.30,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,47.85 ± 1.99 / 63.41 ± 1.38,39.41 ± 2.01 / 39.41 ± 2.01,33.75 ± 1.60 / 65.14 ± 1.02,63.24 ± 0.85 / 39.91 ± 1.35,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.33,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,55.35 ± 1.26 / 69.63 ± 0.97,50.40 ± 1.73 / 50.40 ± 1.73,0.00 ± 0.00 / 33.36 ± 0.27,71.07 ± 2.14 / 54.33 ± 1.80,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.33,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,41.59 ± 2.09 / 54.65 ± 1.99,54.89 ± 1.17 / 54.89 ± 1.17,21.32 ± 1.95 / 60.51 ± 0.98,59.01 ± 1.06 / 41.66 ± 0.98,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.36,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,42.53 ± 1.99 / 61.55 ± 1.23,44.38 ± 1.64 / 44.38 ± 1.64,30.02 ± 3.35 / 64.23 ± 1.73,60.51 ± 0.72 / 36.71 ± 0.94,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.36,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,50.36 ± 1.02 / 65.91 ± 1.08,49.95 ± 1.67 / 49.95 ± 1.67,9.97 ± 2.40 / 48.77 ± 3.54,64.47 ± 0.89 / 40.55 ± 1.30,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.37,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,65.92 ± 0.94 / 75.54 ± 1.35,42.07 ± 2.54 / 42.07 ± 2.54,0.00 ± 0.00 / 33.36 ± 0.27,67.29 ± 1.89 / 49.15 ± 2.19,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.38,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,16.72 ± 1.85 / 33.28 ± 1.20,60.04 ± 1.28 / 60.04 ± 1.28,24.34 ± 2.81 / 53.56 ± 4.59,73.22 ± 0.71 / 53.15 ± 1.76,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.38,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,49.62 ± 2.74 / 53.30 ± 1.93,42.74 ± 2.55 / 42.74 ± 2.55,23.90 ± 3.62 / 61.44 ± 1.84,60.68 ± 1.64 / 41.07 ± 2.21,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.39,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,44.38 ± 1.28 / 47.42 ± 0.74,36.91 ± 1.57 / 36.91 ± 1.57,26.81 ± 2.87 / 58.20 ± 3.13,67.46 ± 1.18 / 46.33 ± 1.48,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.39,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,53.81 ± 1.27 / 60.99 ± 1.91,55.78 ± 1.15 / 55.78 ± 1.15,30.77 ± 2.20 / 62.63 ± 1.90,26.87 ± 1.03 / 0.12 ± 0.08,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.42,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,55.14 ± 1.07 / 64.43 ± 0.86,50.67 ± 1.19 / 50.67 ± 1.19,0.00 ± 0.00 / 32.87 ± 0.49,62.97 ± 1.30 / 39.78 ± 1.36,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.42,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,51.47 ± 1.28 / 66.66 ± 1.06,50.11 ± 1.51 / 50.11 ± 1.51,9.57 ± 2.44 / 36.26 ± 1.44,57.75 ± 1.46 / 37.35 ± 2.24,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.42,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,49.39 ± 2.86 / 52.92 ± 2.09,42.37 ± 2.71 / 42.37 ± 2.71,20.76 ± 4.58 / 59.01 ± 2.25,60.22 ± 1.51 / 41.57 ± 1.45,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.43,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,63.31 ± 1.08 / 70.97 ± 1.45,39.19 ± 3.75 / 39.19 ± 3.75,0.00 ± 0.00 / 33.36 ± 0.27,69.91 ± 1.80 / 47.56 ± 2.65,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
