<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.18,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,43.38 ± 0.86 / 55.17 ± 1.02,60.35 ± 1.24 / 60.35 ± 1.24,16.88 ± 1.02 / 57.55 ± 0.45,68.20 ± 1.53 / 48.12 ± 1.64,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,2.20,?,?,?,✓,✗,✗,✓,47.19 ± 2.25 / 54.62 ± 2.24,68.55 ± 2.48 / 68.55 ± 2.48,12.32 ± 2.53 / 39.94 ± 1.26,57.77 ± 0.77 / 30.83 ± 1.36,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.20,?,?,1047576.0,✓,✗,✗,✓,45.92 ± 1.39 / 54.94 ± 1.45,57.12 ± 1.68 / 57.12 ± 1.68,28.89 ± 3.22 / 62.30 ± 1.62,54.90 ± 0.72 / 28.34 ± 1.04,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,2.20,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,42.54 ± 0.68 / 50.79 ± 0.82,63.42 ± 1.11 / 63.42 ± 1.11,21.74 ± 2.50 / 57.73 ± 1.22,58.21 ± 1.02 / 35.95 ± 0.78,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.21,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,45.38 ± 1.53 / 60.20 ± 1.89,61.40 ± 1.01 / 61.40 ± 1.01,19.05 ± 1.11 / 52.04 ± 2.41,61.31 ± 1.25 / 34.70 ± 1.98,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.22,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,41.38 ± 0.89 / 49.62 ± 0.93,63.39 ± 0.77 / 63.39 ± 0.77,24.93 ± 1.48 / 58.44 ± 0.86,54.78 ± 0.97 / 28.93 ± 1.25,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.22,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,46.28 ± 1.49 / 61.18 ± 1.75,57.61 ± 2.25 / 57.61 ± 2.25,12.76 ± 2.41 / 51.29 ± 4.89,70.52 ± 1.88 / 51.50 ± 3.46,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.22,?,128000.0,4096.0,✓,✗,(✓),✓,31.30 ± 1.42 / 43.46 ± 0.61,55.47 ± 1.96 / 55.47 ± 1.96,26.23 ± 2.60 / 61.47 ± 1.46,71.40 ± 1.68 / 51.70 ± 1.98,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.25,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,41.84 ± 1.01 / 47.27 ± 1.68,61.98 ± 0.91 / 61.98 ± 0.91,17.33 ± 2.38 / 56.67 ± 2.49,61.59 ± 2.40 / 39.36 ± 3.42,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.27,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,48.96 ± 1.38 / 63.80 ± 1.07,45.00 ± 2.64 / 45.00 ± 2.64,16.93 ± 2.32 / 55.14 ± 2.51,70.36 ± 2.57 / 48.66 ± 3.11,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.27,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,47.70 ± 1.81 / 62.00 ± 1.67,61.81 ± 1.25 / 61.81 ± 1.25,13.25 ± 1.29 / 54.04 ± 1.50,55.02 ± 1.43 / 31.14 ± 1.29,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.28,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,46.63 ± 1.43 / 59.33 ± 1.47,59.72 ± 2.60 / 59.72 ± 2.60,5.93 ± 1.86 / 41.77 ± 4.63,72.09 ± 1.61 / 52.93 ± 2.33,16.7.1.dev0,16.3.0.dev0,16.5.0.dev0,16.3.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.28,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,41.56 ± 1.57 / 54.26 ± 0.99,62.58 ± 0.81 / 62.58 ± 0.81,20.01 ± 1.28 / 55.38 ± 1.00,56.85 ± 1.80 / 31.85 ± 2.02,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.28,?,100256.0,272000.0,✓,✗,✗,✓,40.95 ± 1.82 / 48.42 ± 1.32,61.49 ± 1.86 / 61.49 ± 1.86,21.58 ± 3.12 / 59.74 ± 1.65,56.53 ± 0.76 / 31.29 ± 1.33,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.28,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,46.13 ± 1.71 / 59.61 ± 1.84,56.75 ± 1.41 / 56.75 ± 1.41,17.46 ± 2.19 / 51.22 ± 4.59,60.53 ± 1.67 / 37.36 ± 1.87,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.28,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,39.43 ± 2.13 / 58.96 ± 1.33,55.99 ± 1.43 / 55.99 ± 1.43,22.37 ± 4.18 / 59.88 ± 1.90,65.26 ± 1.97 / 41.51 ± 2.18,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.30,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,43.98 ± 1.12 / 58.25 ± 1.61,58.67 ± 0.93 / 58.67 ± 0.93,17.42 ± 1.50 / 54.71 ± 1.70,60.38 ± 1.51 / 37.36 ± 1.73,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.31,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,43.89 ± 0.80 / 54.67 ± 1.04,60.55 ± 1.49 / 60.55 ± 1.49,32.06 ± 4.05 / 59.39 ± 4.90,36.32 ± 1.64 / 19.19 ± 1.26,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.31,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,44.95 ± 1.49 / 55.18 ± 2.20,56.29 ± 1.21 / 56.29 ± 1.21,10.35 ± 0.93 / 53.51 ± 0.67,69.09 ± 1.63 / 46.66 ± 2.12,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.31,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,42.59 ± 3.34 / 59.83 ± 2.75,57.91 ± 2.35 / 57.91 ± 2.35,14.53 ± 5.29 / 55.43 ± 2.83,65.78 ± 1.60 / 42.71 ± 2.05,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.32,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,49.20 ± 1.50 / 64.42 ± 0.83,58.83 ± 0.98 / 58.83 ± 0.98,6.07 ± 1.91 / 51.32 ± 1.02,66.19 ± 1.11 / 39.82 ± 1.57,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.34,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,45.67 ± 1.13 / 59.29 ± 2.08,61.64 ± 1.59 / 61.64 ± 1.59,16.28 ± 2.33 / 54.14 ± 3.45,50.13 ± 5.34 / 17.40 ± 4.15,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.36,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,39.18 ± 2.21 / 61.12 ± 1.84,65.31 ± 1.40 / 65.31 ± 1.40,0.00 ± 0.00 / 32.87 ± 0.49,77.79 ± 0.80 / 58.78 ± 0.82,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.38,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,43.64 ± 1.02 / 52.13 ± 1.25,58.55 ± 1.40 / 58.55 ± 1.40,8.28 ± 1.54 / 47.78 ± 0.81,65.94 ± 1.61 / 45.52 ± 2.02,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.39,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,41.10 ± 1.01 / 47.62 ± 1.23,59.48 ± 1.89 / 59.48 ± 1.89,14.78 ± 2.08 / 49.18 ± 1.53,59.00 ± 1.41 / 35.20 ± 2.68,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.39,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,47.92 ± 1.35 / 60.97 ± 1.69,53.53 ± 2.72 / 53.53 ± 2.72,4.25 ± 1.52 / 40.03 ± 1.88,68.69 ± 2.21 / 50.18 ± 2.50,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.40,?,?,400000.0,✓,✗,✗,✓,49.50 ± 1.29 / 60.37 ± 1.11,51.21 ± 0.86 / 51.21 ± 0.86,14.52 ± 2.74 / 57.16 ± 1.37,57.90 ± 0.61 / 32.01 ± 0.43,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.41,?,?,?,✓,✗,(✓),✓,44.90 ± 1.64 / 63.20 ± 1.09,54.75 ± 1.77 / 54.75 ± 1.77,6.29 ± 2.22 / 41.66 ± 4.57,68.20 ± 1.11 / 46.50 ± 0.78,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.42,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,45.01 ± 1.62 / 60.27 ± 1.49,57.81 ± 1.45 / 57.81 ± 1.45,6.00 ± 2.03 / 48.02 ± 2.46,66.97 ± 1.10 / 45.02 ± 1.22,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.43,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,41.00 ± 0.93 / 51.51 ± 1.39,51.95 ± 2.42 / 51.95 ± 2.42,11.00 ± 0.79 / 54.08 ± 0.96,68.08 ± 1.07 / 50.23 ± 1.35,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,2.44,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,39.78 ± 1.19 / 54.87 ± 0.77,58.84 ± 1.56 / 58.84 ± 1.56,7.73 ± 1.25 / 53.03 ± 0.74,66.85 ± 0.58 / 46.07 ± 1.17,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.44,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,39.82 ± 1.48 / 55.49 ± 1.44,58.79 ± 2.38 / 58.79 ± 2.38,8.44 ± 1.50 / 53.56 ± 1.07,66.35 ± 0.77 / 46.97 ± 0.98,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.45,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,32.30 ± 1.73 / 44.09 ± 0.90,58.06 ± 2.51 / 58.06 ± 2.51,11.00 ± 4.35 / 39.33 ± 4.63,70.17 ± 1.81 / 51.57 ± 2.43,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.45,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,20.88 ± 3.38 / 34.77 ± 2.29,58.17 ± 3.24 / 58.17 ± 3.24,19.06 ± 4.66 / 49.53 ± 4.21,73.70 ± 1.88 / 54.68 ± 2.62,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.46,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,40.61 ± 0.72 / 48.82 ± 0.89,57.93 ± 0.49 / 57.93 ± 0.49,17.17 ± 1.52 / 48.46 ± 1.25,51.00 ± 1.05 / 28.03 ± 0.95,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.46,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,50.51 ± 3.08 / 64.26 ± 2.62,45.87 ± 1.66 / 45.87 ± 1.66,4.29 ± 4.96 / 42.14 ± 4.66,69.60 ± 2.32 / 49.40 ± 2.37,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.47,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,43.48 ± 1.38 / 58.11 ± 1.14,50.97 ± 1.31 / 50.97 ± 1.31,11.60 ± 1.18 / 55.37 ± 0.71,64.03 ± 0.96 / 43.14 ± 1.41,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.49,?,?,1047576.0,✓,✗,✗,✓,41.03 ± 1.50 / 46.53 ± 1.28,58.26 ± 1.26 / 58.26 ± 1.26,17.64 ± 5.27 / 51.70 ± 2.55,45.34 ± 0.95 / 17.26 ± 1.00,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.49,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,42.65 ± 1.33 / 58.50 ± 1.10,50.97 ± 1.58 / 50.97 ± 1.58,11.99 ± 1.68 / 55.47 ± 1.05,62.68 ± 1.19 / 43.29 ± 1.70,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.52,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,44.70 ± 2.17 / 63.47 ± 1.05,52.98 ± 2.10 / 52.98 ± 2.10,5.85 ± 2.41 / 49.14 ± 1.50,61.81 ± 0.98 / 43.11 ± 0.98,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.53,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,34.44 ± 5.27 / 46.19 ± 3.73,52.75 ± 1.39 / 52.75 ± 1.39,13.23 ± 2.22 / 50.77 ± 2.36,65.43 ± 1.37 / 45.58 ± 1.66,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.54,?,256128.0,1048576.0,✓,✗,✗,✓,44.55 ± 1.77 / 50.32 ± 1.63,58.55 ± 2.05 / 58.55 ± 2.05,0.00 ± 0.00 / 32.87 ± 0.96,61.38 ± 0.44 / 38.98 ± 1.13,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.54,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,31.38 ± 4.85 / 52.66 ± 5.78,54.60 ± 1.74 / 54.60 ± 1.74,8.26 ± 1.70 / 49.26 ± 2.73,70.98 ± 1.32 / 53.38 ± 1.98,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.55,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,41.72 ± 1.23 / 51.84 ± 1.12,63.43 ± 1.31 / 63.43 ± 1.31,4.83 ± 3.07 / 35.79 ± 1.18,50.64 ± 0.90 / 29.55 ± 1.31,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.56,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,43.74 ± 1.28 / 62.35 ± 0.91,52.02 ± 1.68 / 52.02 ± 1.68,7.79 ± 1.19 / 50.45 ± 0.73,58.08 ± 0.88 / 33.43 ± 0.93,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.56,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,44.00 ± 1.18 / 51.52 ± 1.38,61.03 ± 0.68 / 61.03 ± 0.68,19.48 ± 1.48 / 48.66 ± 1.05,28.87 ± 1.01 / 19.73 ± 0.95,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.58,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,37.71 ± 3.26 / 55.94 ± 4.02,56.89 ± 0.84 / 56.89 ± 0.84,6.13 ± 0.94 / 46.05 ± 1.79,60.74 ± 1.20 / 40.86 ± 1.71,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.58,561192082.0,250002.0,512.0,✓,✗,(✓),✓,26.63 ± 9.28 / 48.09 ± 9.81,77.90 ± 1.00 / 77.90 ± 1.00,14.94 ± 8.89 / 52.02 ± 7.19,34.53 ± 1.34 / 23.75 ± 1.54,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.59,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,39.03 ± 1.37 / 58.78 ± 0.99,55.95 ± 1.11 / 55.95 ± 1.11,6.61 ± 1.96 / 48.77 ± 1.08,58.06 ± 1.10 / 35.95 ± 1.08,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.59,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,41.44 ± 1.04 / 55.27 ± 1.04,55.16 ± 1.17 / 55.16 ± 1.17,7.64 ± 1.08 / 48.02 ± 2.79,58.22 ± 1.53 / 37.36 ± 2.19,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.59,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,37.11 ± 2.75 / 53.92 ± 2.07,47.90 ± 2.20 / 47.90 ± 2.20,7.79 ± 2.24 / 52.93 ± 1.12,65.70 ± 1.25 / 43.95 ± 1.19,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.62,?,?,?,✓,✗,(✓),✓,45.88 ± 1.67 / 62.03 ± 1.54,53.05 ± 1.49 / 53.05 ± 1.49,1.73 ± 1.65 / 34.01 ± 0.77,59.48 ± 1.36 / 36.08 ± 1.19,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.62,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,40.49 ± 5.77 / 61.80 ± 3.21,49.43 ± 3.54 / 49.43 ± 3.54,7.58 ± 4.63 / 44.30 ± 3.75,59.48 ± 1.50 / 36.33 ± 1.49,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.65,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,44.50 ± 1.65 / 58.48 ± 2.28,58.02 ± 1.34 / 58.02 ± 1.34,18.05 ± 1.07 / 56.84 ± 0.97,24.83 ± 1.97 / 3.98 ± 0.95,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.66,307537161.0,256000.0,8192.0,✓,✗,(✓),✓,15.97 ± 5.10 / 42.36 ± 5.65,69.15 ± 2.20 / 69.15 ± 2.20,25.86 ± 7.17 / 61.84 ± 3.86,33.48 ± 2.12 / 21.83 ± 2.30,16.7.1.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.66,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,39.73 ± 0.81 / 54.68 ± 1.62,56.33 ± 1.36 / 56.33 ± 1.36,8.85 ± 1.35 / 45.71 ± 1.80,49.52 ± 1.84 / 26.85 ± 2.06,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.67,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,26.06 ± 2.05 / 41.02 ± 1.37,58.29 ± 3.35 / 58.29 ± 3.35,7.20 ± 2.54 / 39.04 ± 3.88,64.15 ± 1.84 / 46.97 ± 2.88,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.68,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,31.74 ± 2.49 / 43.83 ± 1.27,54.31 ± 2.14 / 54.31 ± 2.14,2.77 ± 1.48 / 34.32 ± 0.72,67.07 ± 1.22 / 47.55 ± 1.68,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.71,559890946.0,250002.0,512.0,✓,✗,(✓),✗,27.79 ± 4.96 / 49.73 ± 5.39,78.56 ± 1.19 / 78.56 ± 1.19,3.20 ± 2.50 / 49.20 ± 1.84,35.89 ± 1.90 / 23.52 ± 2.60,16.7.1.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.73,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,39.04 ± 1.22 / 45.82 ± 1.54,44.36 ± 2.70 / 44.36 ± 2.70,8.97 ± 0.94 / 49.19 ± 2.92,56.07 ± 1.44 / 36.40 ± 1.65,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
