<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.00,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,89.46 ± 0.84 / 91.42 ± 0.64,50.02 ± 1.18 / 36.12 ± 2.20,38.18 ± 1.82 / 66.31 ± 1.67,60.17 ± 2.31 / 35.16 ± 1.54,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.01,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,87.01 ± 0.84 / 87.60 ± 0.84,65.83 ± 1.08 / 61.57 ± 0.83,42.18 ± 1.57 / 68.51 ± 0.96,41.21 ± 0.61 / 23.83 ± 0.60,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,2.01,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,87.97 ± 1.44 / 88.82 ± 1.68,53.61 ± 1.43 / 45.27 ± 1.83,49.44 ± 0.62 / 74.62 ± 0.33,46.86 ± 1.34 / 21.02 ± 1.20,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,2.01,?,?,400000.0,✓,✗,✗,✓,77.16 ± 0.94 / 74.49 ± 0.99,60.97 ± 1.15 / 43.15 ± 0.94,55.49 ± 1.63 / 77.53 ± 0.82,42.67 ± 0.67 / 22.05 ± 0.75,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.02,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,86.63 ± 0.63 / 87.63 ± 0.66,60.98 ± 1.41 / 49.25 ± 1.56,43.88 ± 2.71 / 71.02 ± 1.34,44.62 ± 0.45 / 21.37 ± 0.45,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.02,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,89.04 ± 1.10 / 90.51 ± 1.03,59.91 ± 1.97 / 50.29 ± 2.60,41.64 ± 2.11 / 68.87 ± 1.18,44.18 ± 0.56 / 19.84 ± 0.84,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.02,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,88.22 ± 1.04 / 90.02 ± 0.79,52.17 ± 0.86 / 46.60 ± 1.12,42.98 ± 3.01 / 71.33 ± 1.55,51.87 ± 1.58 / 24.09 ± 0.81,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.02,575922690.0,250300.0,512.0,✓,✗,(✓),✓,96.37 ± 0.49 / 97.59 ± 0.32,65.88 ± 1.90 / 65.43 ± 1.31,19.47 ± 13.25 / 53.20 ± 10.67,53.11 ± 2.04 / 30.98 ± 1.67,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.02,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,83.24 ± 0.88 / 82.96 ± 1.05,69.57 ± 2.09 / 52.34 ± 3.72,34.62 ± 2.33 / 64.09 ± 1.68,47.27 ± 0.97 / 26.61 ± 0.57,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.02,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,88.85 ± 1.17 / 89.81 ± 1.13,61.57 ± 0.89 / 44.83 ± 2.30,38.14 ± 2.04 / 68.66 ± 1.07,48.26 ± 1.23 / 24.39 ± 0.67,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.03,?,?,1047576.0,✓,✗,✗,✓,79.01 ± 1.98 / 77.59 ± 2.30,57.14 ± 1.38 / 40.04 ± 1.23,53.77 ± 3.46 / 75.59 ± 1.92,42.04 ± 0.63 / 20.07 ± 1.22,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.03,470927360.0,501153.0,512.0,✓,✗,(✓),✗,92.49 ± 0.81 / 95.37 ± 0.49,75.85 ± 2.05 / 73.55 ± 1.73,30.49 ± 9.62 / 64.18 ± 4.58,36.69 ± 2.51 / 19.26 ± 1.86,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.04,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,92.05 ± 1.39 / 93.50 ± 1.12,51.24 ± 1.72 / 43.38 ± 1.48,31.62 ± 4.33 / 65.34 ± 2.18,58.93 ± 1.38 / 29.36 ± 1.63,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.04,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,89.46 ± 1.49 / 90.53 ± 1.70,56.66 ± 0.89 / 39.75 ± 2.19,42.51 ± 1.43 / 70.21 ± 1.19,46.91 ± 1.19 / 21.87 ± 0.66,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.04,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,70.88 ± 2.25 / 77.64 ± 1.91,54.80 ± 1.26 / 49.14 ± 1.45,33.57 ± 2.84 / 59.75 ± 2.46,65.76 ± 1.28 / 41.37 ± 1.49,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,2.05,?,?,200000.0,✓,✗,✗,✓,86.92 ± 1.50 / 87.77 ± 1.40,44.75 ± 2.30 / 34.77 ± 2.31,63.65 ± 2.19 / 81.61 ± 1.18,43.38 ± 0.90 / 22.66 ± 1.36,16.3.0.dev0,16.2.2.dev0,16.3.0.dev0,16.2.2.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.06,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,90.28 ± 1.28 / 92.31 ± 0.96,53.45 ± 0.90 / 44.94 ± 1.55,26.98 ± 3.52 / 62.46 ± 2.10,59.18 ± 4.87 / 33.68 ± 4.80,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.06,?,100256.0,272000.0,✓,✗,✗,✓,79.09 ± 1.41 / 77.63 ± 1.18,58.15 ± 0.98 / 44.89 ± 1.62,49.73 ± 2.59 / 74.16 ± 1.28,45.10 ± 0.89 / 25.80 ± 1.25,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.06,278810882.0,251000.0,512.0,✓,✗,(✓),✓,94.02 ± 0.30 / 96.27 ± 0.19,55.89 ± 3.23 / 56.94 ± 2.56,45.94 ± 2.64 / 70.75 ± 2.05,40.06 ± 1.34 / 21.01 ± 0.84,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.07,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,92.97 ± 0.72 / 94.19 ± 0.66,49.31 ± 0.57 / 38.04 ± 1.86,37.38 ± 1.41 / 67.16 ± 1.13,53.51 ± 1.99 / 28.70 ± 1.19,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.08,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,94.70 ± 0.96 / 95.78 ± 0.83,45.89 ± 0.73 / 36.57 ± 1.71,28.09 ± 3.27 / 61.18 ± 2.92,61.78 ± 1.87 / 38.12 ± 1.29,16.5.0.dev0,16.2.2.dev0,16.5.0.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,2.10,81324862720.0,151936.0,262144.0,✓,✗,✗,✓,85.31 ± 0.85 / 85.57 ± 0.98,68.95 ± 1.04 / 57.42 ± 1.59,34.58 ± 1.91 / 60.86 ± 1.24,40.41 ± 0.49 / 23.15 ± 0.49,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.11,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,90.10 ± 1.17 / 91.13 ± 1.17,49.73 ± 1.41 / 36.30 ± 2.05,43.08 ± 1.26 / 71.44 ± 0.62,49.54 ± 0.78 / 24.76 ± 0.68,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.12,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,93.21 ± 1.10 / 94.00 ± 0.98,43.58 ± 1.16 / 27.21 ± 0.60,41.39 ± 1.39 / 70.28 ± 0.72,51.11 ± 1.20 / 29.66 ± 1.03,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.13,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,86.15 ± 0.94 / 86.32 ± 1.11,55.41 ± 1.45 / 43.99 ± 2.50,32.54 ± 3.46 / 59.18 ± 2.84,53.18 ± 2.43 / 30.70 ± 1.40,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,2.13,?,?,400000.0,✓,✗,✗,✓,78.27 ± 0.76 / 76.06 ± 0.79,56.44 ± 1.39 / 40.52 ± 1.37,47.79 ± 1.50 / 73.59 ± 0.80,43.34 ± 0.70 / 23.15 ± 0.82,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.14,?,?,200000.0,✓,✗,✗,✓,84.85 ± 1.80 / 85.86 ± 1.55,41.66 ± 2.45 / 27.16 ± 1.76,53.53 ± 3.14 / 76.69 ± 1.56,45.66 ± 0.78 / 20.56 ± 1.10,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.14,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,82.93 ± 1.19 / 83.81 ± 1.47,50.52 ± 1.41 / 40.08 ± 1.93,32.80 ± 1.59 / 64.88 ± 1.48,59.43 ± 1.85 / 32.31 ± 1.89,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.15,?,128000.0,4096.0,✓,✗,(✓),✓,80.33 ± 4.24 / 84.36 ± 3.63,41.23 ± 1.64 / 33.05 ± 1.31,36.12 ± 3.36 / 66.42 ± 2.93,63.69 ± 2.14 / 39.09 ± 1.10,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.17,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,82.90 ± 1.51 / 87.39 ± 1.15,60.15 ± 1.27 / 53.84 ± 1.37,9.37 ± 3.53 / 37.26 ± 2.21,67.13 ± 1.46 / 41.75 ± 0.94,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.17,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,93.93 ± 0.66 / 94.97 ± 0.54,53.77 ± 1.11 / 37.55 ± 1.60,57.38 ± 1.56 / 78.37 ± 0.76,23.78 ± 2.26 / 0.04 ± 0.05,16.10.0,16.10.0,16.10.0,16.10.0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.18,?,?,400000.0,✓,✗,✗,✓,81.37 ± 0.76 / 80.30 ± 0.78,50.35 ± 1.41 / 34.76 ± 0.98,49.30 ± 1.15 / 74.49 ± 0.56,43.73 ± 0.54 / 21.86 ± 0.71,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.18,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,88.45 ± 0.97 / 90.19 ± 0.90,50.83 ± 0.74 / 34.89 ± 2.42,37.00 ± 3.00 / 66.14 ± 1.81,46.76 ± 1.76 / 21.57 ± 0.70,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.19,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,86.16 ± 1.16 / 87.79 ± 1.09,56.62 ± 1.62 / 50.96 ± 1.83,47.87 ± 2.33 / 73.71 ± 1.33,33.09 ± 2.65 / 0.02 ± 0.02,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.20,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,84.53 ± 1.27 / 85.02 ± 1.20,36.44 ± 1.85 / 29.07 ± 1.62,45.76 ± 4.41 / 68.85 ± 2.71,55.44 ± 1.77 / 29.89 ± 1.70,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.20,?,?,1047576.0,✓,✗,✗,✓,77.53 ± 1.25 / 75.56 ± 1.34,47.75 ± 2.14 / 28.99 ± 1.15,51.56 ± 2.58 / 75.70 ± 1.28,44.77 ± 0.78 / 23.45 ± 1.38,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.22,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,88.90 ± 3.50 / 90.01 ± 3.93,48.84 ± 1.26 / 36.60 ± 1.83,16.89 ± 5.05 / 46.75 ± 6.85,63.61 ± 2.67 / 39.55 ± 1.65,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.23,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,90.00 ± 0.99 / 90.82 ± 1.05,62.56 ± 2.01 / 58.27 ± 2.18,22.71 ± 1.80 / 54.43 ± 1.52,44.63 ± 0.82 / 24.37 ± 0.48,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.23,?,?,200000.0,✓,✗,✗,✓,80.13 ± 1.82 / 79.81 ± 1.88,54.36 ± 1.82 / 47.50 ± 2.11,39.46 ± 3.59 / 67.31 ± 1.89,46.57 ± 0.79 / 17.66 ± 1.19,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.24,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,89.27 ± 0.98 / 90.37 ± 1.04,52.95 ± 0.67 / 42.56 ± 1.67,48.00 ± 2.23 / 68.08 ± 1.79,29.73 ± 2.56 / 0.25 ± 0.17,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.26,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,80.10 ± 0.65 / 78.26 ± 1.00,49.31 ± 1.20 / 31.19 ± 2.34,55.16 ± 3.93 / 75.52 ± 3.33,34.36 ± 2.43 / 15.35 ± 2.09,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.27,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,89.10 ± 1.33 / 90.03 ± 1.29,44.76 ± 0.78 / 31.84 ± 0.86,39.63 ± 1.83 / 68.32 ± 1.46,43.52 ± 1.05 / 26.68 ± 0.58,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,🤔,2.27,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,84.22 ± 1.18 / 84.52 ± 1.49,51.30 ± 1.09 / 34.02 ± 1.88,33.75 ± 1.24 / 66.55 ± 0.73,45.97 ± 0.57 / 24.79 ± 0.60,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.27,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,98.75 ± 0.35 / 98.98 ± 0.28,48.00 ± 1.03 / 41.03 ± 1.06,15.00 ± 3.71 / 40.93 ± 2.20,57.18 ± 1.15 / 37.74 ± 0.82,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.27,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,91.43 ± 0.96 / 92.82 ± 0.86,51.10 ± 2.03 / 35.62 ± 1.34,22.83 ± 1.89 / 47.88 ± 1.55,52.22 ± 1.05 / 30.48 ± 0.81,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,2.27,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,91.40 ± 0.96 / 92.40 ± 0.88,59.69 ± 1.30 / 50.34 ± 1.99,46.23 ± 1.87 / 72.82 ± 0.96,23.62 ± 0.67 / 0.00 ± 0.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.28,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,91.77 ± 1.01 / 92.48 ± 0.93,50.55 ± 2.15 / 44.30 ± 1.53,50.55 ± 2.03 / 74.85 ± 1.06,29.45 ± 0.63 / 19.98 ± 0.68,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.29,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,95.46 ± 0.72 / 96.45 ± 0.59,44.28 ± 1.13 / 35.23 ± 1.80,18.24 ± 6.00 / 42.45 ± 4.87,58.59 ± 2.89 / 36.79 ± 1.61,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.29,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,85.21 ± 1.17 / 86.25 ± 1.33,38.79 ± 0.99 / 26.99 ± 1.69,31.50 ± 4.11 / 60.77 ± 3.73,58.18 ± 1.45 / 31.58 ± 0.68,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.30,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,91.64 ± 0.97 / 92.76 ± 0.92,47.55 ± 1.09 / 35.37 ± 1.24,22.51 ± 2.28 / 58.94 ± 1.74,53.55 ± 1.49 / 27.29 ± 1.49,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.31,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,81.09 ± 1.00 / 80.22 ± 1.35,45.93 ± 0.59 / 32.67 ± 1.52,38.04 ± 2.54 / 61.61 ± 2.15,48.09 ± 1.63 / 25.76 ± 0.62,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.31,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,86.39 ± 1.43 / 89.19 ± 1.12,45.76 ± 1.00 / 38.46 ± 1.44,29.60 ± 3.18 / 62.31 ± 2.61,52.47 ± 1.89 / 26.42 ± 0.97,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.31,278044162.0,250002.0,512.0,✓,✗,(✓),✗,92.56 ± 0.99 / 95.52 ± 0.63,72.25 ± 1.14 / 71.20 ± 1.03,22.32 ± 8.48 / 58.86 ± 3.63,27.95 ± 1.53 / 12.47 ± 1.45,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.32,?,256128.0,1048576.0,✓,✗,✗,✓,77.33 ± 1.71 / 75.18 ± 2.02,49.46 ± 1.19 / 31.11 ± 1.46,42.56 ± 3.04 / 69.01 ± 1.74,43.10 ± 1.13 / 20.62 ± 1.49,16.3.0.dev0,16.2.2.dev0,16.3.0.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.32,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,88.22 ± 1.09 / 89.97 ± 1.05,44.41 ± 0.73 / 28.46 ± 1.90,31.70 ± 1.38 / 65.63 ± 0.69,50.02 ± 1.38 / 27.24 ± 0.72,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.33,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,85.33 ± 1.53 / 86.93 ± 1.26,46.75 ± 2.21 / 38.50 ± 2.33,36.21 ± 2.60 / 67.18 ± 1.41,40.76 ± 0.40 / 22.41 ± 0.25,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.34,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,86.81 ± 0.80 / 87.52 ± 0.92,36.64 ± 1.63 / 20.46 ± 1.49,41.88 ± 2.04 / 70.08 ± 1.40,47.69 ± 1.57 / 22.41 ± 0.73,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,2.35,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,81.20 ± 1.00 / 80.79 ± 1.44,43.61 ± 1.22 / 26.78 ± 2.05,35.12 ± 1.45 / 66.61 ± 0.80,49.97 ± 0.86 / 25.76 ± 0.64,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.35,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,90.01 ± 0.60 / 91.71 ± 0.54,44.81 ± 0.84 / 28.63 ± 1.43,33.17 ± 2.59 / 62.23 ± 1.61,44.28 ± 0.86 / 22.09 ± 0.58,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
