<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,~~~<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>~~~,,~~~<a id=14 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>~~~,,<a id=16 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=17 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,~~~<a id=18 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>~~~,,<a id=20 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,,,,
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.24,N/A,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,16.22 ± 3.82 / 36.31 ± 1.91,46.66 ± 1.14 / 33.34 ± 2.20,53.06 ± 1.84 / 38.55 ± 2.10,7.71 ± 3.58 / 38.64 ± 2.98,3.25 ± 2.75 / 36.02 ± 0.89,68.14 ± 1.40 / 45.34 ± 1.93,18.98 ± 0.71 / 19.50 ± 0.67,14.23 ± 1.01 / 27.03 ± 1.08,1.38 ± 1.49 / 25.20 ± 0.62,37.72 ± 1.81 / 42.19 ± 1.86,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.25,5.13,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,36.88 ± 1.29 / 56.73 ± 0.96,52.45 ± 2.36 / 44.32 ± 2.34,49.60 ± 0.99 / 41.24 ± 2.46,9.53 ± 1.92 / 46.48 ± 3.48,4.43 ± 1.68 / 43.99 ± 2.37,48.40 ± 2.57 / 25.21 ± 2.98,21.27 ± 0.70 / 22.08 ± 0.85,11.47 ± 1.01 / 34.39 ± 0.75,-1.60 ± 0.91 / 24.10 ± 0.66,16.50 ± 1.17 / 33.08 ± 0.91,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.28,?,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,44.06 ± 2.27 / 61.18 ± 1.82,60.93 ± 1.19 / 55.07 ± 1.25,57.81 ± 1.45 / 52.87 ± 1.12,11.64 ± 2.59 / 55.26 ± 1.34,7.02 ± 3.15 / 50.02 ± 1.25,38.20 ± 0.99 / 0.00 ± 0.00,23.13 ± 0.19 / 26.92 ± 0.20,0.00 ± 0.00 / 20.20 ± 0.82,0.00 ± 0.00 / 24.61 ± 0.59,0.00 ± 0.00 / 22.66 ± 1.46,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.31,?,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,42.19 ± 1.47 / 59.29 ± 0.99,61.82 ± 1.57 / 58.19 ± 2.12,58.97 ± 1.59 / 55.20 ± 1.36,16.73 ± 1.78 / 56.32 ± 1.07,3.77 ± 2.65 / 43.64 ± 1.57,11.12 ± 0.99 / 4.91 ± 0.55,17.29 ± 0.60 / 19.46 ± 0.68,18.32 ± 1.36 / 38.95 ± 1.16,3.04 ± 1.07 / 27.23 ± 0.79,47.02 ± 1.55 / 56.72 ± 1.26,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/NbAiLab/borealis-1b-instruct-preview'>NbAiLab/borealis-1b-instruct-preview (val)</a>,📝,3.33,3.6,999885952.0,262144.0,32768.0,✓,✗,(✓),✗,37.76 ± 3.48 / 53.16 ± 2.82,32.97 ± 1.66 / 32.69 ± 2.01,44.69 ± 3.37 / 41.31 ± 3.39,9.16 ± 3.75 / 52.27 ± 1.86,7.82 ± 4.99 / 48.78 ± 3.01,41.73 ± 2.67 / 21.96 ± 2.63,24.85 ± 0.49 / 26.33 ± 0.66,7.97 ± 2.90 / 24.06 ± 1.18,0.50 ± 3.22 / 24.73 ± 1.35,4.36 ± 6.40 / 23.75 ± 3.47,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.35,N/A,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,31.30 ± 1.48 / 35.77 ± 1.85,27.13 ± 1.84 / 27.66 ± 1.75,31.21 ± 2.04 / 31.37 ± 2.11,1.34 ± 2.62 / 33.74 ± 0.76,3.20 ± 2.57 / 33.96 ± 0.74,60.28 ± 3.96 / 38.26 ± 4.19,22.47 ± 1.09 / 24.02 ± 0.97,13.77 ± 2.05 / 30.46 ± 1.52,0.99 ± 0.91 / 26.16 ± 0.67,17.82 ± 2.31 / 29.01 ± 1.72,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.36,8.47,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,25.56 ± 0.69 / 36.27 ± 0.49,42.35 ± 1.94 / 30.24 ± 1.48,44.44 ± 2.04 / 31.90 ± 2.16,8.30 ± 1.72 / 48.81 ± 4.22,5.82 ± 0.94 / 49.02 ± 2.70,48.30 ± 3.45 / 27.77 ± 2.99,22.13 ± 0.38 / 24.67 ± 0.40,10.05 ± 1.11 / 34.55 ± 0.74,-0.91 ± 0.57 / 24.53 ± 0.57,22.10 ± 1.16 / 36.56 ± 1.11,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.38,?,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,30.00 ± 1.75 / 52.29 ± 1.67,36.12 ± 1.92 / 28.34 ± 2.10,35.31 ± 1.30 / 28.60 ± 2.11,5.45 ± 1.38 / 45.14 ± 2.09,4.99 ± 1.92 / 46.48 ± 2.98,36.11 ± 2.50 / 8.96 ± 2.63,26.14 ± 0.33 / 29.75 ± 0.38,7.41 ± 0.83 / 31.81 ± 1.07,1.28 ± 1.73 / 25.66 ± 1.15,18.36 ± 2.24 / 33.20 ± 1.99,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.45,N/A,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,30.16 ± 1.28 / 39.76 ± 0.93,44.48 ± 1.37 / 34.43 ± 0.92,49.69 ± 1.19 / 37.38 ± 0.95,0.79 ± 0.79 / 33.55 ± 0.85,0.90 ± 1.66 / 36.17 ± 1.50,55.04 ± 2.11 / 35.01 ± 2.38,17.60 ± 0.55 / 19.07 ± 0.77,9.26 ± 1.47 / 31.17 ± 1.11,-0.46 ± 1.15 / 24.84 ± 0.77,9.13 ± 2.66 / 18.28 ± 2.48,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.45,?,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,32.26 ± 3.75 / 51.86 ± 4.89,41.65 ± 1.94 / 37.29 ± 3.14,38.22 ± 1.89 / 35.72 ± 2.27,9.88 ± 1.14 / 52.54 ± 1.67,6.83 ± 1.51 / 51.66 ± 2.00,14.72 ± 1.95 / 0.01 ± 0.02,28.07 ± 0.12 / 31.41 ± 0.17,4.66 ± 1.90 / 27.67 ± 1.04,2.23 ± 1.21 / 26.84 ± 0.82,6.63 ± 1.27 / 25.11 ± 0.90,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.51,8.84,751632384.0,151936.0,40960.0,✓,✗,✗,✓,15.80 ± 3.71 / 31.68 ± 4.53,35.50 ± 1.98 / 25.53 ± 2.44,35.85 ± 1.16 / 26.67 ± 2.18,2.35 ± 2.10 / 39.59 ± 2.95,0.89 ± 0.81 / 38.75 ± 2.89,34.92 ± 2.33 / 14.09 ± 1.07,26.61 ± 0.83 / 29.79 ± 1.05,3.59 ± 1.62 / 26.92 ± 0.92,1.24 ± 1.40 / 26.02 ± 0.99,11.06 ± 2.27 / 28.25 ± 1.83,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.52,?,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,32.81 ± 1.28 / 52.59 ± 0.89,43.65 ± 1.32 / 37.11 ± 1.51,39.96 ± 1.16 / 33.88 ± 1.43,11.95 ± 2.84 / 54.81 ± 1.40,7.98 ± 3.42 / 51.02 ± 1.72,32.93 ± 0.56 / 0.00 ± 0.00,22.03 ± 0.45 / 25.48 ± 0.50,0.00 ± 0.00 / 20.20 ± 0.82,0.00 ± 0.00 / 24.61 ± 0.59,0.00 ± 0.00 / 22.66 ± 1.46,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.56,?,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,15.85 ± 2.06 / 36.56 ± 1.56,42.90 ± 1.39 / 39.23 ± 1.30,45.27 ± 2.49 / 42.13 ± 2.19,8.71 ± 2.60 / 48.22 ± 1.28,11.03 ± 1.27 / 46.57 ± 0.68,28.53 ± 1.48 / 12.55 ± 1.16,22.67 ± 0.26 / 27.58 ± 0.30,3.90 ± 1.79 / 21.60 ± 0.91,4.11 ± 2.47 / 26.25 ± 1.25,6.64 ± 3.47 / 24.53 ± 1.71,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.63,N/A,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,14.00 ± 2.76 / 41.15 ± 2.16,26.89 ± 1.49 / 25.22 ± 1.61,34.66 ± 2.13 / 29.02 ± 2.51,9.85 ± 3.25 / 53.08 ± 1.90,-2.05 ± 3.48 / 46.82 ± 1.73,54.79 ± 1.89 / 29.66 ± 1.98,17.95 ± 0.29 / 19.31 ± 0.36,11.00 ± 1.66 / 33.75 ± 1.29,-1.13 ± 1.26 / 24.88 ± 1.03,8.01 ± 4.64 / 26.88 ± 3.58,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.68,N/A,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,28.78 ± 4.13 / 43.49 ± 4.00,39.20 ± 2.65 / 39.64 ± 3.37,37.79 ± 2.34 / 39.31 ± 2.01,2.64 ± 1.96 / 48.49 ± 2.36,2.35 ± 1.73 / 43.74 ± 3.32,43.49 ± 4.26 / 25.34 ± 2.83,17.36 ± 0.97 / 19.06 ± 1.30,0.39 ± 0.97 / 24.22 ± 0.47,0.05 ± 0.83 / 26.02 ± 0.70,0.95 ± 1.01 / 19.88 ± 0.57,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.73,N/A,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,19.00 ± 1.80 / 44.61 ± 1.92,30.35 ± 2.61 / 28.71 ± 2.12,30.77 ± 3.76 / 28.95 ± 3.34,-0.56 ± 1.67 / 42.80 ± 3.76,0.58 ± 1.64 / 45.61 ± 2.95,31.10 ± 4.93 / 17.60 ± 2.43,22.20 ± 0.93 / 25.25 ± 1.05,1.70 ± 1.20 / 28.40 ± 0.91,0.47 ± 0.74 / 25.67 ± 0.56,0.81 ± 1.46 / 20.75 ± 1.10,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.75,0.64,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-3.61 ± 3.27 / 18.39 ± 3.75,18.85 ± 3.65 / 18.45 ± 2.76,21.45 ± 3.36 / 20.41 ± 3.19,2.12 ± 1.89 / 41.08 ± 2.86,0.75 ± 2.21 / 36.66 ± 3.45,51.11 ± 2.58 / 27.68 ± 3.15,26.83 ± 0.29 / 30.95 ± 0.28,-0.14 ± 0.58 / 30.37 ± 0.65,-0.92 ± 0.98 / 25.04 ± 0.82,-1.69 ± 1.70 / 18.92 ± 1.14,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,16.15.0.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.78,N/A,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,14.97 ± 3.02 / 38.75 ± 2.37,14.09 ± 1.71 / 14.70 ± 1.57,20.63 ± 2.43 / 19.58 ± 1.92,3.29 ± 2.62 / 49.22 ± 1.28,4.20 ± 2.46 / 48.67 ± 1.55,43.53 ± 1.95 / 22.84 ± 1.57,16.33 ± 0.60 / 17.29 ± 0.71,5.90 ± 1.79 / 29.45 ± 1.28,3.10 ± 1.81 / 27.19 ± 1.41,21.09 ± 2.13 / 36.41 ± 1.73,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.83,?,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,2.89 ± 3.29 / 25.42 ± 4.07,37.34 ± 2.67 / 28.43 ± 2.54,39.53 ± 2.66 / 30.16 ± 2.45,1.27 ± 1.83 / 46.91 ± 2.84,1.79 ± 1.97 / 45.60 ± 4.32,8.88 ± 2.53 / 0.10 ± 0.16,26.23 ± 0.40 / 28.37 ± 0.58,0.92 ± 1.69 / 26.17 ± 0.76,-0.07 ± 0.95 / 24.92 ± 0.77,1.15 ± 1.39 / 20.82 ± 1.13,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.87,N/A,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,20.09 ± 6.23 / 39.77 ± 6.24,36.31 ± 2.33 / 35.37 ± 3.37,38.11 ± 2.46 / 37.40 ± 2.68,0.03 ± 0.60 / 33.37 ± 0.27,0.25 ± 1.04 / 33.35 ± 0.27,23.07 ± 3.70 / 12.99 ± 1.98,16.22 ± 1.34 / 17.48 ± 1.69,1.72 ± 1.61 / 28.33 ± 1.44,0.96 ± 1.34 / 25.81 ± 0.58,0.05 ± 1.36 / 19.91 ± 1.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.88,0.01,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,8.02 ± 2.33 / 36.49 ± 2.16,35.45 ± 2.60 / 31.70 ± 3.10,34.04 ± 0.92 / 30.97 ± 1.51,-0.34 ± 0.97 / 41.62 ± 4.17,-3.15 ± 0.96 / 41.08 ± 3.70,10.22 ± 1.16 / 1.46 ± 0.81,24.31 ± 0.66 / 27.63 ± 0.72,-0.19 ± 0.49 / 24.21 ± 0.52,-0.77 ± 0.71 / 25.92 ± 0.61,0.48 ± 0.93 / 19.92 ± 0.56,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.89,0.03,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,5.92 ± 2.70 / 31.83 ± 3.01,30.69 ± 1.97 / 27.44 ± 1.86,33.58 ± 1.63 / 29.90 ± 1.72,1.25 ± 1.98 / 44.89 ± 4.13,2.20 ± 1.39 / 44.64 ± 3.20,8.89 ± 1.02 / 0.36 ± 0.47,23.79 ± 0.22 / 27.52 ± 0.24,1.75 ± 1.37 / 28.44 ± 0.96,0.36 ± 0.94 / 25.55 ± 0.60,1.08 ± 1.53 / 20.73 ± 1.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.96,N/A,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,2.11 ± 2.41 / 20.38 ± 3.41,7.78 ± 3.33 / 9.08 ± 2.59,18.39 ± 5.38 / 18.66 ± 4.78,-0.07 ± 0.88 / 35.25 ± 2.01,0.63 ± 1.56 / 37.56 ± 2.50,48.77 ± 2.54 / 29.71 ± 2.17,18.37 ± 2.20 / 19.39 ± 2.33,5.95 ± 1.59 / 25.15 ± 0.68,-0.51 ± 0.75 / 24.95 ± 0.59,0.82 ± 1.66 / 20.45 ± 1.26,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,16.15.0.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.98,N/A,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,19.27 ± 2.69 / 31.40 ± 2.05,30.17 ± 3.31 / 30.95 ± 3.40,29.79 ± 4.00 / 29.99 ± 4.48,-0.28 ± 0.81 / 33.47 ± 0.41,-1.48 ± 1.16 / 35.63 ± 2.77,10.24 ± 1.16 / 2.78 ± 0.71,18.07 ± 0.92 / 20.01 ± 1.21,-0.02 ± 0.98 / 25.02 ± 0.76,0.33 ± 0.49 / 25.73 ± 0.53,0.24 ± 1.54 / 20.52 ± 0.89,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.00,5.67,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,6.50 ± 6.00 / 26.63 ± 4.68,19.58 ± 5.34 / 20.36 ± 4.07,9.48 ± 4.36 / 9.75 ± 4.14,0.71 ± 1.85 / 40.19 ± 5.50,0.68 ± 1.04 / 40.03 ± 4.36,6.32 ± 0.53 / 0.00 ± 0.00,25.57 ± 0.52 / 29.14 ± 0.73,0.36 ± 0.49 / 25.75 ± 1.83,0.17 ± 0.34 / 25.77 ± 0.67,0.90 ± 1.39 / 20.38 ± 0.68,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/NbAiLab/borealis-270m-instruct-preview'>NbAiLab/borealis-270m-instruct-preview (val)</a>,📝,4.00,2.14,268098176.0,262144.0,32768.0,✓,✗,(✓),✗,4.49 ± 4.67 / 26.31 ± 3.84,16.05 ± 4.88 / 17.51 ± 4.97,13.75 ± 6.02 / 13.31 ± 6.02,0.81 ± 7.11 / 41.79 ± 3.86,-2.84 ± 3.18 / 40.75 ± 4.18,12.62 ± 1.34 / 3.29 ± 0.87,23.66 ± 0.58 / 26.67 ± 0.80,2.02 ± 2.59 / 28.52 ± 3.11,-0.47 ± 2.61 / 25.74 ± 2.10,-1.35 ± 3.08 / 17.34 ± 3.67,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.03,1.01,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,10.25 ± 1.74 / 26.75 ± 2.15,23.10 ± 2.19 / 22.64 ± 2.09,21.98 ± 0.89 / 21.34 ± 0.82,-0.40 ± 1.28 / 43.19 ± 3.05,1.36 ± 1.67 / 44.25 ± 3.49,4.50 ± 0.24 / 0.16 ± 0.09,21.66 ± 0.68 / 24.22 ± 0.85,4.98 ± 1.55 / 27.51 ± 0.73,1.78 ± 0.88 / 25.13 ± 0.74,-0.68 ± 0.68 / 19.44 ± 0.72,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.10,14.14,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,2.37 ± 1.67 / 23.53 ± 3.42,25.39 ± 1.52 / 25.13 ± 2.21,25.47 ± 2.48 / 25.18 ± 2.66,-0.22 ± 0.43 / 33.30 ± 0.27,0.52 ± 1.01 / 33.55 ± 0.59,6.16 ± 0.67 / 0.01 ± 0.02,20.58 ± 1.44 / 22.71 ± 1.76,0.55 ± 1.11 / 24.23 ± 0.61,0.95 ± 0.70 / 26.03 ± 0.70,-1.83 ± 1.26 / 18.85 ± 1.07,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.15,N/A,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,5.86 ± 2.29 / 17.46 ± 4.49,28.44 ± 1.96 / 28.76 ± 2.40,28.17 ± 1.15 / 29.59 ± 1.36,0.08 ± 1.01 / 36.74 ± 3.31,0.88 ± 1.21 / 36.53 ± 3.27,7.73 ± 0.84 / 1.66 ± 0.68,16.40 ± 1.06 / 17.83 ± 1.32,-1.39 ± 0.98 / 26.28 ± 1.16,1.19 ± 1.01 / 26.12 ± 0.60,-0.71 ± 1.07 / 19.49 ± 0.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.18,N/A,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,4.33 ± 4.28 / 24.72 ± 3.44,25.93 ± 2.50 / 27.98 ± 2.25,24.57 ± 1.61 / 26.71 ± 1.42,0.05 ± 0.77 / 38.64 ± 3.99,0.34 ± 1.22 / 37.35 ± 2.90,2.35 ± 0.84 / 0.35 ± 0.25,16.85 ± 1.78 / 18.00 ± 1.97,0.65 ± 1.58 / 24.56 ± 0.60,1.78 ± 1.07 / 25.66 ± 0.75,1.15 ± 1.44 / 21.00 ± 1.10,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
