<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,~~~<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>~~~,,<a id=18 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,,
<a href='https://hf.co/NbAiLab/borealis-4b-instruct-preview'>NbAiLab/borealis-4b-instruct-preview (val)</a>,📝,2.56,26.13,3880263168.0,262144.0,8192.0,✓,✗,(✓),✗,48.88 ± 2.32 / 60.12 ± 1.62,52.29 ± 1.09 / 39.27 ± 1.99,0.00 ± 0.00 / 33.74 ± 0.90,72.56 ± 1.45 / 55.10 ± 2.04,29.16 ± 0.48 / 29.64 ± 0.52,39.25 ± 5.76 / 53.12 ± 4.79,47.11 ± 5.16 / 64.33 ± 3.69,28.75 ± 2.80 / 45.39 ± 1.80,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.56,0.94,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,49.21 ± 2.35 / 63.09 ± 2.15,38.66 ± 2.45 / 26.03 ± 2.17,11.16 ± 4.80 / 39.86 ± 2.34,65.10 ± 0.88 / 49.51 ± 1.41,36.72 ± 0.20 / 41.00 ± 0.20,12.56 ± 3.87 / 27.19 ± 4.06,47.02 ± 3.69 / 63.78 ± 2.39,16.41 ± 3.31 / 35.66 ± 2.98,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.57,N/A,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,48.09 ± 2.99 / 64.53 ± 2.19,33.16 ± 4.81 / 28.05 ± 2.82,9.38 ± 4.36 / 51.09 ± 3.40,78.67 ± 0.99 / 66.30 ± 1.22,35.94 ± 0.34 / 37.55 ± 0.41,27.33 ± 4.14 / 39.84 ± 3.24,47.74 ± 6.23 / 64.44 ± 3.70,10.37 ± 4.19 / 29.38 ± 1.43,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.58,N/A,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,36.05 ± 2.19 / 56.33 ± 1.41,32.78 ± 2.68 / 27.42 ± 2.21,32.31 ± 3.04 / 65.18 ± 1.65,72.23 ± 1.15 / 55.27 ± 1.23,25.77 ± 0.91 / 26.60 ± 1.04,58.69 ± 3.57 / 69.84 ± 2.96,80.27 ± 3.19 / 86.89 ± 2.11,22.41 ± 3.01 / 41.60 ± 2.26,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.65,N/A,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,44.25 ± 1.65 / 62.29 ± 1.91,43.20 ± 1.97 / 23.87 ± 2.18,14.53 ± 2.85 / 53.08 ± 3.96,76.42 ± 0.83 / 62.41 ± 0.90,30.76 ± 0.99 / 32.44 ± 1.25,25.75 ± 1.56 / 44.12 ± 1.18,28.60 ± 2.48 / 52.17 ± 1.53,17.11 ± 0.98 / 37.40 ± 0.72,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.74,14.24,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,50.01 ± 1.76 / 65.48 ± 1.26,45.18 ± 2.58 / 35.50 ± 2.21,5.94 ± 2.09 / 34.81 ± 0.85,16.14 ± 0.58 / 0.00 ± 0.00,36.41 ± 0.19 / 39.51 ± 0.13,14.86 ± 3.52 / 35.40 ± 2.44,44.75 ± 2.95 / 62.34 ± 2.26,24.58 ± 2.02 / 42.75 ± 1.61,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.80,0.78,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,38.53 ± 2.59 / 57.46 ± 2.80,42.03 ± 3.12 / 32.51 ± 2.25,19.54 ± 1.75 / 58.38 ± 1.06,61.61 ± 1.91 / 44.14 ± 2.06,31.73 ± 0.37 / 35.82 ± 0.23,10.08 ± 1.85 / 32.39 ± 1.29,22.75 ± 3.40 / 45.45 ± 2.43,12.44 ± 0.97 / 33.99 ± 0.71,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.83,12.84,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,40.99 ± 0.92 / 51.34 ± 0.78,36.87 ± 1.26 / 29.62 ± 1.33,5.57 ± 2.18 / 36.32 ± 1.51,61.90 ± 0.80 / 44.75 ± 1.01,34.10 ± 0.19 / 38.63 ± 0.18,14.51 ± 4.07 / 37.97 ± 3.24,16.33 ± 2.77 / 42.89 ± 2.06,12.28 ± 1.70 / 34.06 ± 1.22,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.85,N/A,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,39.60 ± 3.13 / 56.43 ± 4.00,42.55 ± 2.12 / 30.65 ± 3.05,-0.05 ± 0.11 / 33.41 ± 0.30,66.16 ± 1.43 / 49.37 ± 1.39,30.58 ± 0.70 / 32.26 ± 0.97,18.28 ± 1.73 / 37.46 ± 1.13,41.92 ± 3.01 / 61.07 ± 1.75,11.63 ± 2.19 / 32.46 ± 1.70,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.87,0.3,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,37.94 ± 2.47 / 56.91 ± 2.76,40.97 ± 3.03 / 31.57 ± 2.19,17.46 ± 1.24 / 57.49 ± 0.86,53.13 ± 4.22 / 33.32 ± 4.32,31.40 ± 0.39 / 35.74 ± 0.28,9.56 ± 1.15 / 31.92 ± 0.94,20.92 ± 3.07 / 44.59 ± 2.40,11.52 ± 0.86 / 33.33 ± 0.66,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,2.93,1.89,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,31.63 ± 2.87 / 47.70 ± 3.25,41.52 ± 1.71 / 34.45 ± 2.10,14.32 ± 1.49 / 56.63 ± 0.85,25.47 ± 0.74 / 1.03 ± 0.18,35.69 ± 0.24 / 39.93 ± 0.19,9.15 ± 0.94 / 31.47 ± 0.80,34.99 ± 3.46 / 56.80 ± 2.19,16.58 ± 1.70 / 37.11 ± 1.27,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.97,20.51,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,38.39 ± 2.00 / 57.47 ± 1.99,34.91 ± 2.03 / 22.16 ± 1.23,6.88 ± 1.85 / 51.65 ± 2.68,61.79 ± 1.30 / 45.85 ± 1.67,28.20 ± 0.38 / 30.88 ± 0.47,13.96 ± 2.71 / 35.77 ± 1.85,28.76 ± 3.12 / 52.53 ± 1.98,12.18 ± 1.85 / 33.82 ± 1.40,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.08,?,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,43.84 ± 2.31 / 61.31 ± 1.64,51.55 ± 1.81 / 44.88 ± 1.47,23.41 ± 1.68 / 59.12 ± 0.73,11.83 ± 0.87 / 7.84 ± 0.69,20.32 ± 0.98 / 22.27 ± 1.07,15.74 ± 4.48 / 35.47 ± 3.26,40.61 ± 3.45 / 61.00 ± 2.22,25.85 ± 1.61 / 44.14 ± 1.28,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.08,0.37,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,34.47 ± 2.90 / 52.62 ± 3.16,39.33 ± 3.19 / 28.83 ± 2.46,14.03 ± 2.09 / 54.93 ± 1.80,54.84 ± 3.63 / 37.19 ± 4.46,26.75 ± 0.83 / 27.79 ± 1.02,10.58 ± 1.27 / 32.18 ± 1.05,17.96 ± 2.69 / 43.60 ± 1.69,6.09 ± 1.45 / 29.42 ± 1.10,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.11,0.15,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,38.49 ± 2.55 / 56.78 ± 2.22,32.21 ± 2.23 / 23.70 ± 1.72,13.22 ± 2.09 / 55.04 ± 1.22,18.26 ± 0.41 / 0.00 ± 0.00,30.66 ± 0.34 / 32.65 ± 0.36,16.71 ± 1.76 / 35.87 ± 1.11,57.28 ± 2.69 / 71.39 ± 1.83,9.53 ± 1.32 / 31.98 ± 0.98,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.15,?,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,41.04 ± 1.63 / 59.42 ± 1.08,45.40 ± 1.13 / 38.44 ± 1.00,-0.82 ± 1.42 / 33.11 ± 0.57,41.09 ± 0.47 / 0.00 ± 0.00,30.70 ± 0.28 / 34.87 ± 0.31,0.00 ± 0.00 / 21.41 ± 2.02,0.00 ± 0.00 / 39.78 ± 1.59,0.00 ± 0.00 / 24.88 ± 1.15,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.16,0.55,751632384.0,151936.0,40960.0,✓,✗,✗,✓,27.44 ± 0.94 / 47.23 ± 0.67,28.78 ± 0.74 / 21.90 ± 0.84,7.23 ± 0.69 / 47.32 ± 0.33,52.47 ± 0.37 / 36.68 ± 0.53,32.44 ± 0.17 / 36.74 ± 0.18,-0.47 ± 1.04 / 24.80 ± 0.74,15.06 ± 1.73 / 43.81 ± 1.09,7.90 ± 0.39 / 30.63 ± 0.33,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.16,14.11,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,41.86 ± 1.79 / 58.57 ± 3.35,29.68 ± 2.57 / 24.61 ± 1.65,7.78 ± 2.81 / 46.11 ± 5.85,17.01 ± 0.63 / 0.00 ± 0.00,35.03 ± 0.21 / 38.08 ± 0.16,1.40 ± 1.51 / 22.76 ± 1.37,15.95 ± 2.87 / 43.98 ± 2.34,5.09 ± 1.48 / 27.47 ± 0.98,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/NbAiLab/borealis-1b-instruct-preview'>NbAiLab/borealis-1b-instruct-preview (val)</a>,📝,3.16,1.08,999885952.0,262144.0,32768.0,✓,✗,(✓),✗,42.06 ± 1.94 / 55.47 ± 2.77,35.37 ± 2.44 / 28.29 ± 2.34,3.92 ± 4.10 / 35.05 ± 1.20,52.88 ± 0.94 / 36.52 ± 1.22,27.82 ± 0.38 / 28.53 ± 0.45,-0.12 ± 0.53 / 21.41 ± 3.95,7.64 ± 8.00 / 40.56 ± 4.30,1.92 ± 3.20 / 25.12 ± 2.15,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.18,N/A,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,6.16 ± 2.61 / 18.64 ± 1.31,39.88 ± 1.90 / 30.07 ± 1.89,0.42 ± 1.04 / 34.06 ± 0.46,73.70 ± 0.76 / 59.52 ± 1.02,26.85 ± 0.42 / 27.23 ± 0.49,16.77 ± 3.84 / 37.81 ± 3.40,33.80 ± 3.08 / 56.00 ± 1.97,11.02 ± 1.29 / 29.06 ± 1.38,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.21,10.32,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,34.34 ± 1.81 / 50.34 ± 2.82,29.67 ± 2.27 / 21.58 ± 1.18,7.37 ± 1.27 / 46.43 ± 2.38,46.86 ± 3.19 / 29.34 ± 4.00,30.54 ± 0.72 / 34.88 ± 0.78,-0.12 ± 2.57 / 25.06 ± 1.79,10.58 ± 3.90 / 41.12 ± 2.57,2.61 ± 1.02 / 25.94 ± 0.54,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.3.0.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.30,N/A,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,5.14 ± 2.74 / 18.92 ± 1.00,19.72 ± 1.30 / 19.19 ± 0.99,15.51 ± 3.58 / 41.53 ± 3.15,66.36 ± 1.88 / 49.44 ± 2.21,28.35 ± 0.77 / 29.78 ± 0.80,10.31 ± 2.38 / 25.63 ± 1.82,49.04 ± 2.30 / 63.50 ± 2.15,2.13 ± 0.84 / 25.99 ± 0.69,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.30,0.7,751632384.0,151936.0,40960.0,✓,✗,✗,✓,19.83 ± 3.85 / 40.91 ± 6.38,27.84 ± 1.86 / 18.68 ± 1.35,1.86 ± 2.27 / 38.75 ± 3.69,46.67 ± 1.44 / 30.64 ± 1.51,33.20 ± 0.68 / 37.37 ± 0.81,5.63 ± 1.45 / 27.52 ± 1.20,0.95 ± 2.05 / 35.66 ± 1.02,1.91 ± 1.45 / 26.17 ± 0.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.33,?,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,19.35 ± 2.10 / 44.02 ± 1.49,37.75 ± 2.67 / 32.74 ± 2.10,19.97 ± 1.81 / 55.89 ± 1.09,20.68 ± 1.81 / 7.82 ± 1.13,28.74 ± 2.04 / 33.61 ± 2.44,1.57 ± 3.37 / 22.34 ± 2.03,-0.66 ± 4.28 / 39.33 ± 1.49,11.96 ± 1.91 / 30.82 ± 1.35,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.36,?,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,38.98 ± 1.10 / 59.30 ± 0.68,32.58 ± 0.97 / 27.67 ± 0.97,-2.49 ± 1.87 / 32.81 ± 0.52,38.81 ± 0.73 / 0.00 ± 0.00,26.01 ± 0.52 / 29.51 ± 0.57,0.00 ± 0.00 / 21.41 ± 2.02,0.00 ± 0.00 / 39.78 ± 1.59,0.00 ± 0.00 / 24.88 ± 1.15,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.43,N/A,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,28.02 ± 2.35 / 48.36 ± 1.37,15.82 ± 1.49 / 13.52 ± 1.12,1.94 ± 1.43 / 49.60 ± 0.98,52.21 ± 2.07 / 37.62 ± 1.66,28.60 ± 0.92 / 32.10 ± 0.91,0.55 ± 1.36 / 25.69 ± 0.99,3.26 ± 3.76 / 35.50 ± 2.50,0.12 ± 1.04 / 25.13 ± 0.77,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.44,N/A,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,4.45 ± 1.96 / 17.60 ± 0.77,35.18 ± 1.80 / 26.90 ± 1.89,0.10 ± 0.66 / 35.75 ± 1.22,66.32 ± 0.81 / 52.87 ± 1.19,26.98 ± 0.50 / 27.86 ± 0.56,-8.42 ± 1.78 / 26.41 ± 1.46,8.34 ± 3.16 / 38.22 ± 2.51,2.82 ± 0.97 / 26.80 ± 0.73,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.46,N/A,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,36.73 ± 2.62 / 43.98 ± 2.64,16.31 ± 1.84 / 14.59 ± 1.52,-0.40 ± 1.16 / 42.52 ± 5.03,56.45 ± 1.06 / 42.20 ± 1.19,22.60 ± 1.53 / 24.96 ± 1.79,1.30 ± 1.50 / 22.85 ± 1.20,6.17 ± 2.09 / 37.68 ± 1.36,-1.12 ± 0.88 / 25.36 ± 0.66,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.48,14.14,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,13.13 ± 5.21 / 29.15 ± 5.15,10.82 ± 3.29 / 10.22 ± 1.09,-0.48 ± 1.20 / 39.37 ± 3.46,49.14 ± 2.16 / 29.04 ± 2.28,33.14 ± 0.34 / 37.94 ± 0.29,0.87 ± 2.11 / 28.29 ± 0.58,7.85 ± 4.36 / 35.47 ± 2.54,-0.02 ± 0.76 / 24.76 ± 0.62,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,16.3.0.dev0,16.15.0.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.49,N/A,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,28.13 ± 3.00 / 44.84 ± 4.08,26.40 ± 2.32 / 21.95 ± 1.96,0.53 ± 1.20 / 33.87 ± 0.64,35.23 ± 1.20 / 22.39 ± 1.69,26.17 ± 1.58 / 28.31 ± 1.84,-0.15 ± 1.76 / 23.95 ± 1.46,8.80 ± 3.70 / 39.56 ± 2.30,0.22 ± 0.97 / 25.38 ± 0.48,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.55,N/A,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,16.48 ± 5.64 / 32.56 ± 5.83,14.10 ± 2.91 / 12.48 ± 1.75,3.07 ± 1.31 / 43.42 ± 2.14,53.96 ± 0.96 / 39.25 ± 1.29,26.30 ± 1.66 / 27.83 ± 1.75,-0.77 ± 1.42 / 24.41 ± 1.06,2.77 ± 3.02 / 36.90 ± 1.93,-0.62 ± 1.13 / 24.36 ± 0.57,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,16.3.0.dev0,16.15.0.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.58,N/A,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,11.92 ± 2.03 / 38.18 ± 1.55,18.29 ± 2.42 / 15.67 ± 1.42,-0.98 ± 3.27 / 48.10 ± 1.84,68.95 ± 1.18 / 51.68 ± 1.60,20.53 ± 0.46 / 21.70 ± 0.52,7.82 ± 2.99 / 30.78 ± 2.42,29.09 ± 4.31 / 53.33 ± 3.02,-0.88 ± 1.46 / 24.41 ± 1.02,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.63,N/A,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,16.61 ± 4.20 / 33.08 ± 6.18,16.32 ± 4.67 / 15.00 ± 2.99,0.93 ± 1.74 / 41.14 ± 3.96,38.72 ± 1.56 / 27.81 ± 1.01,25.77 ± 2.11 / 28.38 ± 2.53,2.03 ± 2.37 / 23.75 ± 1.76,6.23 ± 2.80 / 37.50 ± 1.30,-0.46 ± 0.97 / 25.32 ± 0.72,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.66,5.09,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,12.56 ± 2.52 / 28.28 ± 3.69,22.53 ± 1.69 / 18.94 ± 1.74,0.01 ± 2.21 / 35.79 ± 2.43,10.02 ± 0.64 / 1.18 ± 0.60,31.23 ± 0.46 / 35.23 ± 0.48,0.84 ± 1.38 / 25.48 ± 1.74,2.46 ± 3.99 / 37.16 ± 1.88,1.37 ± 1.52 / 26.11 ± 1.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.68,0.01,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,16.85 ± 2.93 / 39.96 ± 3.43,23.60 ± 1.44 / 19.87 ± 1.11,1.84 ± 1.62 / 41.45 ± 3.53,9.99 ± 0.51 / 0.08 ± 0.07,29.05 ± 0.40 / 33.33 ± 0.37,1.93 ± 1.69 / 25.40 ± 1.98,6.53 ± 2.52 / 37.98 ± 1.70,-0.30 ± 0.87 / 25.05 ± 0.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.70,13.73,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,6.38 ± 5.19 / 30.49 ± 3.71,29.23 ± 1.94 / 21.51 ± 2.16,0.11 ± 2.12 / 39.09 ± 3.29,8.63 ± 1.04 / 0.00 ± 0.00,29.30 ± 1.48 / 31.81 ± 1.88,-0.49 ± 1.94 / 23.54 ± 1.85,0.93 ± 3.56 / 35.35 ± 1.88,0.21 ± 0.92 / 25.31 ± 0.73,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
