<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.29,559890946.0,250002.0,512.0,✓,✗,(✓),✗,91.21 ± 0.78 / 95.52 ± 0.44,76.62 ± 1.22 / 76.67 ± 1.17,15.66 ± 13.61 / 54.76 ± 7.45,27.95 ± 1.35 / 19.70 ± 1.76,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.29,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,96.07 ± 0.29 / 98.04 ± 0.14,43.12 ± 0.99 / 39.58 ± 0.81,27.50 ± 1.81 / 61.42 ± 1.14,75.65 ± 0.82 / 53.08 ± 1.14,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,2.30,?,?,200000.0,✓,✗,✗,✓,97.60 ± 0.83 / 98.78 ± 0.42,39.97 ± 1.51 / 37.68 ± 1.46,37.64 ± 2.13 / 56.94 ± 1.69,66.73 ± 1.65 / 35.62 ± 2.16,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.31,?,256128.0,1048576.0,✓,✗,✗,✓,93.31 ± 2.26 / 96.62 ± 1.14,40.51 ± 0.96 / 33.32 ± 0.74,39.73 ± 3.95 / 69.63 ± 1.98,65.85 ± 1.64 / 38.22 ± 1.81,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.31,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,93.84 ± 0.69 / 96.87 ± 0.35,45.16 ± 0.65 / 39.22 ± 0.64,33.65 ± 1.88 / 66.00 ± 1.06,62.28 ± 0.75 / 31.69 ± 0.87,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.32,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,95.55 ± 0.32 / 97.75 ± 0.17,45.89 ± 1.14 / 44.05 ± 1.32,21.27 ± 2.05 / 56.05 ± 2.57,75.08 ± 1.64 / 56.31 ± 1.89,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.33,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,80.17 ± 2.43 / 88.95 ± 1.49,40.74 ± 1.06 / 39.34 ± 1.26,40.24 ± 2.06 / 68.65 ± 1.35,71.86 ± 1.83 / 53.86 ± 2.22,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.33,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,96.11 ± 1.61 / 98.03 ± 0.82,35.69 ± 0.83 / 28.08 ± 0.57,39.78 ± 2.65 / 65.05 ± 2.02,70.01 ± 1.69 / 43.03 ± 2.13,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.33,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,95.66 ± 0.40 / 97.82 ± 0.20,40.78 ± 0.68 / 34.83 ± 0.79,30.39 ± 2.48 / 55.59 ± 3.22,70.51 ± 0.97 / 48.80 ± 1.19,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.34,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,96.45 ± 0.40 / 98.21 ± 0.21,40.27 ± 0.86 / 36.13 ± 1.19,29.56 ± 3.51 / 54.53 ± 3.78,71.51 ± 1.21 / 50.79 ± 1.48,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.35,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,93.39 ± 0.92 / 96.63 ± 0.49,40.47 ± 0.59 / 38.28 ± 0.71,31.19 ± 1.54 / 65.41 ± 0.74,73.57 ± 1.24 / 52.20 ± 2.07,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.36,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,94.87 ± 0.55 / 97.42 ± 0.29,41.21 ± 0.73 / 32.79 ± 0.85,31.18 ± 1.86 / 64.37 ± 0.70,68.20 ± 0.86 / 43.53 ± 1.52,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.37,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,95.35 ± 0.56 / 97.65 ± 0.29,42.83 ± 0.73 / 39.15 ± 0.99,24.08 ± 2.32 / 61.54 ± 1.46,71.88 ± 1.57 / 50.16 ± 1.66,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.38,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,96.45 ± 0.29 / 98.21 ± 0.15,43.22 ± 1.17 / 40.12 ± 1.38,26.42 ± 1.18 / 58.28 ± 2.07,69.66 ± 1.47 / 50.09 ± 1.70,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.38,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,95.44 ± 0.52 / 97.70 ± 0.27,41.64 ± 0.83 / 37.56 ± 1.10,24.57 ± 2.44 / 61.67 ± 1.44,73.90 ± 1.35 / 50.55 ± 1.73,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.38,?,?,?,✓,✗,(✓),✓,92.33 ± 0.96 / 96.12 ± 0.51,41.45 ± 0.91 / 33.96 ± 0.91,28.34 ± 2.20 / 62.94 ± 1.68,71.92 ± 1.05 / 49.15 ± 1.49,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.38,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,94.06 ± 0.38 / 97.01 ± 0.19,43.33 ± 0.34 / 35.78 ± 0.58,33.79 ± 0.96 / 62.80 ± 0.66,61.98 ± 0.73 / 34.96 ± 1.13,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.38,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,91.60 ± 0.76 / 95.76 ± 0.38,39.91 ± 1.11 / 39.31 ± 1.08,29.51 ± 1.71 / 60.85 ± 1.97,70.49 ± 0.94 / 49.05 ± 1.19,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.40,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,75.97 ± 6.61 / 85.98 ± 4.35,41.92 ± 1.25 / 39.07 ± 1.32,29.67 ± 3.49 / 60.25 ± 3.84,76.33 ± 2.12 / 59.20 ± 2.59,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.40,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,95.47 ± 0.38 / 97.73 ± 0.20,40.01 ± 1.52 / 39.13 ± 1.38,24.96 ± 2.23 / 58.98 ± 2.88,72.31 ± 1.80 / 54.59 ± 1.44,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.42,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,86.99 ± 1.27 / 93.03 ± 0.73,44.86 ± 1.18 / 43.54 ± 1.50,17.47 ± 1.24 / 56.18 ± 2.51,80.55 ± 0.62 / 62.68 ± 1.14,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.42,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,92.48 ± 0.96 / 96.21 ± 0.50,38.20 ± 0.52 / 32.40 ± 0.65,33.65 ± 1.48 / 65.87 ± 0.83,69.20 ± 0.92 / 48.66 ± 1.14,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.43,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,64.45 ± 5.28 / 80.85 ± 3.51,72.15 ± 0.80 / 71.91 ± 0.86,40.61 ± 5.55 / 69.60 ± 3.21,18.74 ± 1.74 / 12.42 ± 1.43,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.43,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,96.72 ± 0.44 / 98.34 ± 0.22,40.34 ± 0.76 / 30.35 ± 0.65,29.59 ± 2.13 / 63.90 ± 1.10,63.01 ± 0.93 / 39.23 ± 1.74,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.45,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,96.63 ± 0.25 / 98.31 ± 0.13,43.22 ± 0.84 / 39.39 ± 0.94,52.15 ± 1.30 / 75.51 ± 0.83,26.30 ± 2.28 / 9.71 ± 1.51,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,2.45,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,98.46 ± 0.13 / 99.23 ± 0.07,47.97 ± 1.45 / 41.72 ± 1.31,51.87 ± 2.56 / 75.22 ± 1.60,14.46 ± 0.72 / 0.04 ± 0.06,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.46,?,256128.0,1048576.0,✓,✗,✗,✓,91.17 ± 1.77 / 95.57 ± 0.88,36.06 ± 1.00 / 27.41 ± 0.75,34.22 ± 3.22 / 60.79 ± 1.73,65.27 ± 1.38 / 36.14 ± 1.52,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.47,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,93.98 ± 0.78 / 96.95 ± 0.41,41.58 ± 1.15 / 40.02 ± 1.06,21.84 ± 2.20 / 52.03 ± 2.00,71.70 ± 1.32 / 52.39 ± 2.39,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.47,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,97.85 ± 0.31 / 98.92 ± 0.16,48.44 ± 1.17 / 39.35 ± 1.18,44.17 ± 2.20 / 71.88 ± 1.22,24.39 ± 0.57 / 0.04 ± 0.06,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/OpenLLM-Ro/RoGemma2-9b-Instruct-DPO'>OpenLLM-Ro/RoGemma2-9b-Instruct-DPO</a>,📝,2.47,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,96.15 ± 0.43 / 98.06 ± 0.22,39.95 ± 1.08 / 35.87 ± 1.06,24.91 ± 1.43 / 59.38 ± 1.74,66.12 ± 1.08 / 40.91 ± 2.12,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.48,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,97.26 ± 0.49 / 98.61 ± 0.25,44.87 ± 1.32 / 40.69 ± 1.32,45.32 ± 1.47 / 70.58 ± 1.10,27.91 ± 0.98 / 0.16 ± 0.09,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.49,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,94.86 ± 0.59 / 97.41 ± 0.30,37.83 ± 0.80 / 35.19 ± 0.88,20.97 ± 1.69 / 57.06 ± 1.37,75.70 ± 0.66 / 59.09 ± 0.80,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.50,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,90.34 ± 0.60 / 95.02 ± 0.32,42.44 ± 0.83 / 36.72 ± 0.99,27.28 ± 2.53 / 54.87 ± 1.75,59.56 ± 1.09 / 33.97 ± 1.15,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.51,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,97.75 ± 0.33 / 98.87 ± 0.17,47.90 ± 1.45 / 41.06 ± 1.34,49.01 ± 2.82 / 73.92 ± 1.80,13.69 ± 0.43 / 0.09 ± 0.10,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.51,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,98.47 ± 0.20 / 99.23 ± 0.10,47.17 ± 1.37 / 38.05 ± 1.00,49.33 ± 2.75 / 74.12 ± 1.40,12.95 ± 1.28 / 1.09 ± 0.40,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.51,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,93.14 ± 0.81 / 96.54 ± 0.41,38.70 ± 0.73 / 29.70 ± 0.92,32.43 ± 1.70 / 65.76 ± 0.84,57.91 ± 0.57 / 36.28 ± 0.91,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.52,?,?,?,✓,✗,(✓),✓,91.82 ± 1.51 / 95.80 ± 0.83,35.88 ± 0.88 / 28.08 ± 0.85,30.09 ± 1.65 / 64.10 ± 1.17,63.71 ± 1.04 / 41.66 ± 1.54,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.52,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,85.96 ± 1.08 / 92.94 ± 0.54,42.02 ± 0.65 / 34.39 ± 0.77,19.16 ± 2.07 / 57.87 ± 0.97,70.56 ± 0.87 / 47.42 ± 1.44,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.52,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,89.33 ± 1.19 / 94.48 ± 0.62,41.92 ± 0.60 / 36.33 ± 0.55,26.65 ± 2.71 / 54.43 ± 1.78,58.89 ± 1.10 / 33.61 ± 1.29,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.52,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,97.62 ± 0.40 / 98.80 ± 0.20,42.63 ± 0.65 / 36.82 ± 0.71,49.43 ± 1.48 / 74.53 ± 0.78,25.68 ± 1.24 / 3.26 ± 1.26,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.54,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,89.36 ± 1.73 / 94.55 ± 0.90,37.78 ± 1.00 / 35.69 ± 0.97,22.77 ± 2.74 / 60.96 ± 1.46,69.20 ± 1.35 / 47.09 ± 1.79,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.56,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,96.42 ± 0.69 / 98.20 ± 0.35,37.27 ± 1.29 / 34.74 ± 1.04,24.41 ± 2.00 / 50.16 ± 1.45,60.17 ± 1.12 / 36.81 ± 0.64,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.56,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,94.85 ± 0.90 / 97.37 ± 0.48,40.67 ± 1.69 / 39.25 ± 1.62,11.80 ± 5.82 / 41.30 ± 6.40,72.78 ± 1.71 / 53.97 ± 2.05,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.57,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,91.90 ± 0.86 / 95.90 ± 0.47,37.04 ± 0.99 / 30.20 ± 0.73,20.00 ± 1.61 / 59.54 ± 1.05,71.17 ± 0.99 / 52.60 ± 1.22,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.60,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,95.51 ± 0.63 / 97.74 ± 0.33,33.45 ± 0.97 / 32.71 ± 0.90,18.97 ± 2.74 / 53.93 ± 2.85,71.92 ± 1.46 / 53.24 ± 1.74,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.60,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,92.26 ± 0.63 / 96.11 ± 0.32,40.11 ± 0.78 / 36.47 ± 0.82,18.59 ± 1.88 / 53.95 ± 2.09,64.53 ± 1.86 / 46.80 ± 1.52,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.60,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,85.38 ± 0.96 / 92.56 ± 0.50,38.46 ± 0.70 / 31.23 ± 0.88,24.88 ± 1.81 / 61.74 ± 0.98,63.55 ± 0.63 / 36.44 ± 0.68,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.62,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,85.24 ± 2.28 / 92.37 ± 1.19,36.92 ± 1.51 / 28.87 ± 1.47,28.99 ± 4.61 / 63.61 ± 2.24,62.70 ± 1.01 / 41.99 ± 1.71,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.62,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,97.31 ± 0.27 / 98.65 ± 0.14,46.25 ± 1.10 / 39.66 ± 1.05,34.10 ± 1.56 / 63.93 ± 1.66,24.50 ± 0.58 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.63,?,?,1047576.0,✓,✗,✗,✓,95.46 ± 0.99 / 97.73 ± 0.49,30.90 ± 1.17 / 29.24 ± 0.91,30.06 ± 2.51 / 63.52 ± 1.39,58.12 ± 1.68 / 27.21 ± 2.28,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.66,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,92.94 ± 0.60 / 96.44 ± 0.32,38.19 ± 0.51 / 35.84 ± 0.74,13.38 ± 2.23 / 51.95 ± 2.71,67.17 ± 1.76 / 46.51 ± 1.79,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.67,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,94.67 ± 0.67 / 97.30 ± 0.35,40.52 ± 1.01 / 33.36 ± 0.81,33.86 ± 1.24 / 66.39 ± 1.05,36.00 ± 5.09 / 5.70 ± 2.24,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.68,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,92.56 ± 0.81 / 96.24 ± 0.43,38.00 ± 0.65 / 32.74 ± 0.93,13.96 ± 1.53 / 45.55 ± 1.70,64.97 ± 1.03 / 45.53 ± 0.89,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.68,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,93.24 ± 0.56 / 96.59 ± 0.30,36.19 ± 1.13 / 31.79 ± 1.12,12.08 ± 2.14 / 55.26 ± 1.32,70.82 ± 1.01 / 52.78 ± 1.54,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.68,278044162.0,250002.0,512.0,✓,✗,(✓),✗,85.42 ± 2.26 / 92.45 ± 1.34,72.69 ± 0.90 / 73.11 ± 0.86,4.95 ± 6.16 / 51.01 ± 3.72,15.44 ± 2.21 / 10.36 ± 1.65,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.69,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,96.77 ± 0.65 / 98.38 ± 0.33,40.89 ± 0.76 / 31.40 ± 0.79,40.18 ± 1.61 / 68.55 ± 1.28,22.22 ± 0.58 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO'>OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO</a>,📝,2.69,8030261248.0,128256.0,131072.0,✗,✗,(✓),✗,95.51 ± 0.63 / 97.74 ± 0.32,37.73 ± 0.82 / 32.12 ± 0.95,14.58 ± 1.41 / 48.01 ± 1.66,61.72 ± 1.55 / 37.01 ± 2.36,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.70,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,89.43 ± 0.46 / 94.65 ± 0.26,35.08 ± 0.68 / 31.28 ± 0.74,17.85 ± 0.95 / 57.62 ± 1.03,66.71 ± 1.17 / 42.88 ± 1.57,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.70,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,95.70 ± 0.90 / 97.82 ± 0.47,25.44 ± 2.11 / 24.90 ± 1.79,25.05 ± 2.55 / 57.84 ± 3.99,69.83 ± 1.67 / 49.61 ± 2.25,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
