<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,2.09,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,67.20 ± 2.57 / 62.36 ± 2.32,74.17 ± 3.14 / 74.17 ± 3.14,0.00 ± 0.00 / 33.36 ± 0.27,75.86 ± 1.93 / 48.33 ± 4.99,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.10,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,58.85 ± 1.47 / 60.37 ± 1.45,68.59 ± 2.83 / 68.59 ± 2.83,58.73 ± 2.15 / 79.04 ± 1.30,25.44 ± 0.92 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.10,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,57.61 ± 1.91 / 61.09 ± 0.96,67.51 ± 2.16 / 67.51 ± 2.16,21.32 ± 1.69 / 59.23 ± 1.39,75.28 ± 1.17 / 56.72 ± 1.52,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.11,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,75.19 ± 4.32 / 59.87 ± 3.01,61.69 ± 2.58 / 61.69 ± 2.58,8.45 ± 5.82 / 52.45 ± 3.08,69.74 ± 1.99 / 47.55 ± 2.48,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.12,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,65.97 ± 2.02 / 58.29 ± 1.02,72.41 ± 2.75 / 72.41 ± 2.75,0.00 ± 0.00 / 32.87 ± 0.49,73.07 ± 0.94 / 52.20 ± 1.60,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.12,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,69.47 ± 2.65 / 64.68 ± 1.91,71.34 ± 2.00 / 71.34 ± 2.00,0.00 ± 0.00 / 33.36 ± 0.27,73.75 ± 1.58 / 46.13 ± 4.93,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.12,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,69.52 ± 2.07 / 64.04 ± 1.96,70.60 ± 2.53 / 70.60 ± 2.53,0.00 ± 0.00 / 33.36 ± 0.27,74.15 ± 1.16 / 49.39 ± 2.74,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.13,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,65.52 ± 2.61 / 62.49 ± 1.09,71.28 ± 1.74 / 71.28 ± 1.74,0.00 ± 0.00 / 33.36 ± 0.27,78.35 ± 1.24 / 59.78 ± 2.65,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.13,?,?,400000.0,✓,✗,✗,✓,68.06 ± 1.73 / 57.11 ± 1.07,62.92 ± 0.74 / 62.92 ± 0.74,20.20 ± 2.15 / 55.19 ± 1.13,65.19 ± 0.66 / 34.51 ± 1.05,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.14,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,72.49 ± 1.92 / 65.92 ± 1.30,57.99 ± 1.51 / 57.99 ± 1.51,41.36 ± 2.83 / 69.29 ± 1.43,36.61 ± 1.32 / 24.49 ± 1.11,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,2.14,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,61.68 ± 2.84 / 62.29 ± 1.19,75.48 ± 2.79 / 75.48 ± 2.79,0.00 ± 0.00 / 33.36 ± 0.27,76.33 ± 1.53 / 48.85 ± 4.18,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.15,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,65.27 ± 2.59 / 60.90 ± 1.68,70.25 ± 2.74 / 70.25 ± 2.74,42.24 ± 2.19 / 70.66 ± 1.19,26.06 ± 1.54 / 0.54 ± 0.58,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.16,?,?,?,✓,✗,(✓),✓,43.90 ± 2.21 / 58.23 ± 1.47,62.76 ± 2.31 / 62.76 ± 2.31,34.98 ± 3.32 / 62.30 ± 4.32,74.41 ± 1.17 / 50.48 ± 1.84,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,2.16,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,53.59 ± 1.91 / 60.17 ± 1.49,70.15 ± 1.88 / 70.15 ± 1.88,19.80 ± 2.28 / 47.36 ± 2.37,69.92 ± 0.92 / 48.85 ± 2.01,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.16,?,100256.0,272000.0,✓,✗,✗,✓,68.29 ± 3.71 / 57.75 ± 1.31,61.03 ± 1.99 / 61.03 ± 1.99,18.35 ± 3.44 / 50.65 ± 1.93,63.79 ± 1.67 / 38.10 ± 2.09,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.16,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,51.19 ± 2.01 / 60.46 ± 1.08,62.46 ± 1.90 / 62.46 ± 1.90,23.39 ± 1.62 / 61.54 ± 0.84,77.23 ± 0.39 / 57.90 ± 0.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.16,?,128000.0,4096.0,✓,✗,(✓),✓,65.50 ± 2.30 / 57.58 ± 2.75,70.77 ± 2.24 / 70.77 ± 2.24,0.00 ± 0.00 / 33.36 ± 0.27,74.04 ± 0.90 / 52.91 ± 2.87,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,2.16,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,62.33 ± 2.37 / 63.09 ± 1.33,74.85 ± 2.49 / 74.85 ± 2.49,0.00 ± 0.00 / 33.36 ± 0.27,74.03 ± 1.75 / 46.28 ± 4.04,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506'>mistralai/Mistral-Small-3.2-24B-Instruct-2506</a>,📝,2.17,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,60.03 ± 2.19 / 62.32 ± 1.28,74.29 ± 3.05 / 74.29 ± 3.05,0.00 ± 0.00 / 33.30 ± 0.27,77.99 ± 1.26 / 53.72 ± 2.77,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.17,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,44.91 ± 2.16 / 58.33 ± 1.08,65.67 ± 1.41 / 65.67 ± 1.41,27.96 ± 1.55 / 58.56 ± 1.20,76.19 ± 0.63 / 59.23 ± 1.02,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.18,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,68.25 ± 2.20 / 55.38 ± 1.06,70.75 ± 2.46 / 70.75 ± 2.46,0.00 ± 0.00 / 33.36 ± 0.27,73.40 ± 1.65 / 52.00 ± 3.56,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.18,?,?,?,✓,✗,(✓),✓,49.63 ± 1.65 / 58.12 ± 1.24,52.49 ± 1.74 / 52.49 ± 1.74,45.23 ± 1.64 / 71.60 ± 1.22,68.90 ± 1.12 / 45.90 ± 1.36,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.18,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,55.29 ± 2.57 / 51.59 ± 1.77,61.43 ± 1.50 / 61.43 ± 1.50,32.14 ± 1.93 / 65.83 ± 0.96,62.06 ± 0.82 / 43.16 ± 1.18,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.18,574602505.0,250300.0,512.0,✓,✗,(✓),✓,53.50 ± 7.76 / 52.03 ± 2.74,73.86 ± 1.64 / 73.84 ± 1.66,40.81 ± 18.91 / 68.19 ± 11.47,35.54 ± 1.30 / 27.73 ± 1.50,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.18,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,51.77 ± 1.63 / 60.16 ± 0.94,62.63 ± 1.73 / 62.63 ± 1.73,24.45 ± 1.16 / 62.06 ± 0.60,75.98 ± 0.49 / 54.13 ± 1.39,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.19,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,54.77 ± 2.59 / 59.76 ± 0.70,69.36 ± 2.08 / 69.36 ± 2.08,13.03 ± 7.02 / 39.70 ± 5.68,72.69 ± 1.48 / 50.51 ± 2.31,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.19,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,55.85 ± 2.68 / 62.32 ± 1.14,64.23 ± 1.87 / 64.23 ± 1.87,58.66 ± 1.94 / 79.17 ± 1.12,25.17 ± 0.84 / 2.67 ± 0.80,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.19,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,76.04 ± 3.96 / 62.36 ± 3.78,65.53 ± 4.50 / 65.53 ± 4.50,0.00 ± 0.00 / 32.87 ± 0.96,71.21 ± 2.19 / 50.80 ± 2.99,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.20,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,57.17 ± 3.09 / 62.28 ± 1.26,68.23 ± 3.46 / 68.23 ± 3.46,11.58 ± 1.46 / 54.71 ± 1.08,71.96 ± 1.03 / 47.49 ± 2.47,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,2.21,24261800960.0,131072.0,8192.0,✓,✗,(✓),✓,55.18 ± 3.27 / 61.82 ± 1.62,72.79 ± 2.98 / 72.79 ± 2.98,0.00 ± 0.00 / 33.30 ± 0.27,79.54 ± 1.02 / 59.05 ± 2.18,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.21,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,60.30 ± 1.61 / 60.25 ± 0.97,67.90 ± 2.02 / 67.90 ± 2.02,48.26 ± 2.64 / 73.35 ± 1.59,23.27 ± 0.51 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.23,470927360.0,501153.0,512.0,✓,✗,(✓),✗,51.10 ± 12.01 / 53.88 ± 5.61,83.21 ± 1.00 / 83.21 ± 1.00,35.81 ± 15.85 / 66.23 ± 8.06,26.44 ± 1.73 / 19.95 ± 1.27,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.23,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,70.99 ± 2.49 / 65.07 ± 2.27,67.03 ± 1.54 / 67.03 ± 1.54,0.00 ± 0.00 / 33.74 ± 0.46,71.06 ± 0.78 / 50.81 ± 0.90,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.23,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,61.98 ± 2.59 / 60.49 ± 2.10,69.86 ± 1.81 / 69.86 ± 1.81,-0.22 ± 0.42 / 33.36 ± 0.27,72.34 ± 0.52 / 50.33 ± 1.35,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.24,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,53.93 ± 1.95 / 56.39 ± 1.21,65.39 ± 1.55 / 65.39 ± 1.55,24.50 ± 1.77 / 49.54 ± 1.18,64.43 ± 0.84 / 38.57 ± 0.89,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.24,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,54.50 ± 2.64 / 61.78 ± 1.66,63.65 ± 2.00 / 63.65 ± 2.00,19.13 ± 1.61 / 57.16 ± 2.75,69.99 ± 0.83 / 50.21 ± 1.65,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.24,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,68.80 ± 4.75 / 59.38 ± 4.31,65.30 ± 3.46 / 65.30 ± 3.46,0.00 ± 0.00 / 32.87 ± 0.96,72.51 ± 1.77 / 47.85 ± 2.26,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.25,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,60.45 ± 2.32 / 53.52 ± 1.23,68.10 ± 1.61 / 68.10 ± 1.61,9.96 ± 2.44 / 41.37 ± 1.29,62.14 ± 0.47 / 37.41 ± 0.83,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.26,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,60.82 ± 2.17 / 64.81 ± 1.22,66.75 ± 2.32 / 66.75 ± 2.32,3.64 ± 2.66 / 34.55 ± 1.39,72.25 ± 0.81 / 46.78 ± 2.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://docs.x.ai/developers/models/grok-4.20-beta-0309-reasoning'>xai/grok-4.20-beta-0309-reasoning (zero-shot, val)</a>",📝,2.26,?,?,131072.0,✓,✗,✗,✓,64.18 ± 1.68 / 56.78 ± 0.95,62.23 ± 0.98 / 62.23 ± 0.98,47.57 ± 2.13 / 68.00 ± 1.22,23.64 ± 0.41 / 1.35 ± 0.17,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.26,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,69.93 ± 1.89 / 61.82 ± 1.75,63.90 ± 1.50 / 63.90 ± 1.50,0.00 ± 0.00 / 33.74 ± 0.46,71.43 ± 0.71 / 50.59 ± 0.91,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.26,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,53.79 ± 1.77 / 59.13 ± 1.58,66.48 ± 2.52 / 66.48 ± 2.52,54.92 ± 1.56 / 77.34 ± 0.72,23.25 ± 0.50 / 0.08 ± 0.07,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO'>OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO</a>,📝,2.27,8030261248.0,128256.0,131072.0,✗,✗,(✓),✗,61.26 ± 1.68 / 57.83 ± 1.53,62.93 ± 1.01 / 62.93 ± 1.01,13.85 ± 3.22 / 49.16 ± 5.40,63.76 ± 1.13 / 35.25 ± 2.29,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.27,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,63.68 ± 2.55 / 61.85 ± 1.77,71.40 ± 2.71 / 71.40 ± 2.71,34.40 ± 1.78 / 66.51 ± 1.02,28.90 ± 1.27 / 0.23 ± 0.09,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/OpenLLM-Ro/RoMistral-7b-Instruct-DPO'>OpenLLM-Ro/RoMistral-7b-Instruct-DPO</a>,📝,2.28,7248023552.0,32768.0,32768.0,✗,✗,(✓),✗,61.82 ± 2.30 / 60.26 ± 1.72,61.46 ± 2.36 / 61.46 ± 2.36,5.73 ± 1.74 / 35.80 ± 1.06,72.59 ± 1.08 / 55.18 ± 1.18,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.28,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,71.82 ± 2.09 / 59.02 ± 2.36,60.46 ± 1.87 / 60.46 ± 1.87,0.00 ± 0.00 / 33.36 ± 0.27,73.79 ± 1.22 / 51.28 ± 1.97,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.28,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,59.70 ± 1.23 / 56.17 ± 0.98,61.40 ± 1.47 / 61.40 ± 1.47,22.24 ± 0.99 / 51.22 ± 0.52,64.25 ± 0.84 / 37.08 ± 1.14,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,2.28,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,57.97 ± 2.07 / 61.55 ± 1.26,70.50 ± 2.95 / 70.50 ± 2.95,0.00 ± 0.00 / 33.30 ± 0.27,75.96 ± 1.58 / 49.94 ± 3.28,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.29,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,57.51 ± 2.13 / 55.92 ± 1.45,59.93 ± 1.55 / 59.93 ± 1.55,23.28 ± 2.22 / 58.91 ± 2.25,62.60 ± 1.07 / 33.78 ± 1.21,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.29,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,59.31 ± 3.40 / 54.58 ± 2.42,58.77 ± 1.31 / 58.77 ± 1.31,21.26 ± 2.19 / 52.21 ± 5.53,65.62 ± 1.10 / 44.58 ± 0.74,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.30,561192082.0,250002.0,512.0,✓,✗,(✓),✓,31.85 ± 20.89 / 44.24 ± 7.80,79.58 ± 1.36 / 79.58 ± 1.36,47.61 ± 19.35 / 70.09 ± 12.84,30.69 ± 1.54 / 22.30 ± 1.54,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.30,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,64.04 ± 2.90 / 67.50 ± 2.45,68.48 ± 1.55 / 68.48 ± 1.55,0.00 ± 0.00 / 33.36 ± 0.27,70.14 ± 1.84 / 43.16 ± 4.09,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.32,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,59.32 ± 1.62 / 56.59 ± 1.36,60.22 ± 1.17 / 60.22 ± 1.17,18.81 ± 2.44 / 58.89 ± 1.22,62.12 ± 0.71 / 39.33 ± 0.87,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.32,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,53.26 ± 2.92 / 56.32 ± 2.29,61.56 ± 1.78 / 61.56 ± 1.78,15.73 ± 1.99 / 51.18 ± 3.08,73.32 ± 1.42 / 53.34 ± 1.35,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.33,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,63.66 ± 4.23 / 65.02 ± 1.93,66.02 ± 2.11 / 66.02 ± 2.11,0.00 ± 0.00 / 33.36 ± 0.27,69.50 ± 1.75 / 41.27 ± 4.36,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.34,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,54.61 ± 4.67 / 61.71 ± 3.20,70.38 ± 3.70 / 70.38 ± 3.70,0.00 ± 0.00 / 32.87 ± 0.96,72.28 ± 1.54 / 48.48 ± 3.01,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.35,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,46.71 ± 1.44 / 59.11 ± 1.01,59.49 ± 1.03 / 59.49 ± 1.03,29.33 ± 1.88 / 61.94 ± 1.59,67.68 ± 0.54 / 40.16 ± 1.04,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini</a>,🤔,2.35,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,46.65 ± 6.24 / 50.94 ± 4.46,58.36 ± 1.59 / 58.36 ± 1.59,30.18 ± 1.96 / 64.91 ± 1.00,66.92 ± 1.06 / 49.33 ± 0.89,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,2.36,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,54.48 ± 1.89 / 60.83 ± 0.80,65.24 ± 2.26 / 65.24 ± 2.26,7.14 ± 3.07 / 34.90 ± 1.36,72.95 ± 1.28 / 47.34 ± 2.31,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
