<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.16,559890946.0,250002.0,512.0,✓,✗,(✓),✗,54.60 ± 2.50 / 66.59 ± 3.75,91.06 ± 1.46 / 91.52 ± 1.25,28.53 ± 13.95 / 63.07 ± 7.27,28.79 ± 1.37 / 21.83 ± 1.35,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.17,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,56.55 ± 4.53 / 67.87 ± 5.28,46.94 ± 2.53 / 43.80 ± 2.11,42.21 ± 3.63 / 67.33 ± 3.07,64.21 ± 3.41 / 47.57 ± 3.46,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,2.17,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,47.02 ± 1.18 / 58.97 ± 1.16,68.90 ± 1.67 / 65.89 ± 1.45,33.14 ± 2.68 / 62.84 ± 1.49,60.90 ± 1.01 / 41.94 ± 1.32,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.18,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,59.19 ± 0.97 / 63.60 ± 1.96,48.51 ± 2.02 / 40.79 ± 1.53,33.86 ± 3.92 / 57.08 ± 4.58,65.42 ± 1.25 / 44.33 ± 1.78,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.18,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,63.13 ± 0.79 / 71.28 ± 1.24,67.56 ± 2.08 / 56.37 ± 2.76,47.18 ± 2.22 / 73.39 ± 1.12,26.88 ± 0.78 / 0.24 ± 0.13,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.19,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,59.84 ± 1.64 / 70.31 ± 0.83,55.55 ± 2.36 / 49.44 ± 1.83,28.49 ± 4.69 / 49.76 ± 4.27,66.10 ± 3.31 / 49.85 ± 3.99,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,2.20,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,40.23 ± 0.56 / 47.71 ± 0.36,64.84 ± 1.54 / 61.41 ± 1.32,37.47 ± 1.54 / 63.94 ± 1.18,66.56 ± 0.59 / 45.69 ± 1.20,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.21,?,?,400000.0,✓,✗,✗,✓,46.15 ± 1.86 / 62.99 ± 1.16,44.41 ± 1.24 / 31.08 ± 1.13,58.54 ± 1.34 / 79.05 ± 0.71,60.86 ± 0.62 / 37.01 ± 1.13,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.22,?,128000.0,4096.0,✓,✗,(✓),✓,56.76 ± 4.95 / 68.49 ± 5.94,49.10 ± 2.28 / 47.46 ± 2.28,34.62 ± 4.52 / 61.70 ± 5.01,66.39 ± 1.75 / 49.10 ± 2.24,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.23,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,50.73 ± 3.66 / 64.95 ± 2.76,43.75 ± 3.36 / 43.98 ± 2.59,47.64 ± 3.44 / 68.75 ± 2.59,62.68 ± 1.60 / 36.59 ± 2.40,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.23,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,63.65 ± 1.11 / 75.06 ± 0.83,68.16 ± 1.75 / 61.99 ± 1.60,34.45 ± 2.71 / 64.24 ± 2.54,32.93 ± 1.09 / 2.79 ± 1.26,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.25,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,53.16 ± 2.21 / 69.72 ± 1.56,54.16 ± 1.43 / 54.67 ± 1.74,24.34 ± 2.46 / 61.96 ± 1.24,67.20 ± 0.68 / 47.19 ± 1.24,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.26,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,40.28 ± 2.60 / 57.64 ± 2.70,54.41 ± 1.51 / 57.38 ± 1.38,39.88 ± 3.34 / 64.68 ± 2.61,68.25 ± 1.47 / 50.17 ± 1.72,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.27,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,53.77 ± 0.86 / 62.73 ± 1.39,61.75 ± 1.44 / 59.46 ± 1.34,22.98 ± 2.48 / 61.02 ± 1.28,63.22 ± 2.52 / 44.61 ± 2.92,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.31,?,256128.0,1048576.0,✓,✗,✗,✓,48.69 ± 2.39 / 62.85 ± 1.73,48.69 ± 2.66 / 28.63 ± 1.51,40.94 ± 2.35 / 63.53 ± 1.64,61.43 ± 1.10 / 39.66 ± 1.88,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.31,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,59.72 ± 0.91 / 68.84 ± 1.29,77.44 ± 0.73 / 70.87 ± 1.96,28.03 ± 2.99 / 55.61 ± 2.85,29.81 ± 0.70 / 0.02 ± 0.04,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.33,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,55.31 ± 1.07 / 67.77 ± 0.85,62.92 ± 1.40 / 46.80 ± 2.35,19.69 ± 1.79 / 52.11 ± 2.32,59.99 ± 1.15 / 36.98 ± 1.50,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.34,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,55.04 ± 1.46 / 65.82 ± 1.28,63.25 ± 1.47 / 62.39 ± 1.46,15.61 ± 1.62 / 40.41 ± 0.78,62.06 ± 2.83 / 44.48 ± 2.68,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.35,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,56.72 ± 1.40 / 65.75 ± 1.81,59.58 ± 2.43 / 56.03 ± 2.01,11.78 ± 5.81 / 42.83 ± 6.13,64.60 ± 2.05 / 46.83 ± 2.34,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.36,307537161.0,256000.0,8192.0,✓,✗,(✓),✓,30.35 ± 8.00 / 52.00 ± 6.55,90.34 ± 0.70 / 90.71 ± 0.67,41.58 ± 7.96 / 70.30 ± 4.18,24.28 ± 1.43 / 17.90 ± 1.24,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.38,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,58.45 ± 0.98 / 61.17 ± 1.85,60.73 ± 1.00 / 51.53 ± 2.60,45.91 ± 5.42 / 69.68 ± 4.51,21.88 ± 3.22 / 8.87 ± 1.35,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.39,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,42.06 ± 2.17 / 61.35 ± 1.65,72.03 ± 0.93 / 72.88 ± 0.76,20.30 ± 1.88 / 50.41 ± 1.43,52.94 ± 0.89 / 31.84 ± 1.30,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.42,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,57.01 ± 1.22 / 70.93 ± 0.92,61.03 ± 1.41 / 36.38 ± 0.90,14.54 ± 1.73 / 52.33 ± 1.61,55.31 ± 1.37 / 30.08 ± 1.49,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.42,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,54.02 ± 0.53 / 51.62 ± 0.29,68.44 ± 1.86 / 61.76 ± 2.10,33.79 ± 2.67 / 62.72 ± 1.98,30.58 ± 1.19 / 0.00 ± 0.00,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.42,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,58.29 ± 1.25 / 67.83 ± 1.21,72.19 ± 0.98 / 68.24 ± 1.96,26.71 ± 3.10 / 55.72 ± 3.03,26.88 ± 0.74 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.42,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,53.27 ± 1.33 / 66.94 ± 1.44,58.82 ± 2.83 / 59.19 ± 2.80,6.96 ± 5.09 / 39.26 ± 5.13,66.92 ± 3.75 / 50.02 ± 4.62,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.43,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,59.96 ± 1.19 / 71.87 ± 1.20,63.50 ± 1.64 / 57.66 ± 2.30,27.40 ± 1.91 / 57.77 ± 1.83,33.18 ± 4.50 / 4.49 ± 2.68,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.44,470927360.0,501153.0,512.0,✓,✗,(✓),✗,48.09 ± 2.12 / 65.03 ± 1.58,92.46 ± 0.34 / 92.90 ± 0.28,17.44 ± 11.30 / 57.94 ± 5.76,22.03 ± 1.31 / 16.60 ± 1.06,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.44,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,44.41 ± 2.27 / 61.83 ± 2.07,61.80 ± 1.81 / 65.75 ± 1.86,14.05 ± 4.70 / 47.78 ± 4.26,62.71 ± 2.34 / 43.97 ± 2.77,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.44,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,43.97 ± 2.86 / 56.47 ± 3.97,55.36 ± 2.10 / 55.71 ± 1.91,20.74 ± 7.88 / 51.01 ± 7.86,67.39 ± 1.62 / 51.35 ± 2.22,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.44,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,37.25 ± 1.57 / 58.43 ± 1.04,58.46 ± 1.52 / 56.50 ± 1.37,37.16 ± 5.11 / 68.26 ± 2.62,55.68 ± 1.41 / 36.70 ± 1.09,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.45,561192082.0,250002.0,512.0,✓,✗,(✓),✓,20.70 ± 15.02 / 38.95 ± 12.75,92.60 ± 0.69 / 92.88 ± 0.57,42.68 ± 17.97 / 67.44 ± 12.15,26.67 ± 1.85 / 19.72 ± 1.47,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.50,?,?,?,✓,✗,(✓),✓,46.91 ± 2.02 / 63.20 ± 2.23,55.33 ± 2.18 / 39.84 ± 3.00,16.03 ± 5.14 / 50.54 ± 6.45,63.78 ± 1.54 / 45.37 ± 1.93,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.50,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,57.71 ± 1.08 / 63.66 ± 1.15,39.25 ± 3.00 / 39.99 ± 2.26,19.74 ± 3.25 / 53.78 ± 5.19,61.49 ± 3.04 / 43.36 ± 3.15,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.51,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,53.76 ± 0.88 / 63.92 ± 0.72,49.54 ± 1.25 / 50.30 ± 1.18,22.48 ± 1.93 / 52.51 ± 1.42,58.07 ± 0.94 / 37.70 ± 1.45,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.51,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,43.52 ± 1.47 / 62.22 ± 0.98,65.75 ± 1.46 / 65.08 ± 1.56,9.83 ± 2.48 / 38.02 ± 1.90,61.20 ± 1.29 / 45.68 ± 1.26,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.53,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,42.96 ± 1.49 / 61.96 ± 1.07,62.33 ± 1.38 / 60.26 ± 1.80,10.13 ± 1.84 / 51.10 ± 1.20,61.51 ± 1.22 / 43.78 ± 1.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.53,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,46.21 ± 1.58 / 64.56 ± 0.85,66.44 ± 2.22 / 68.04 ± 1.87,8.39 ± 1.38 / 38.68 ± 0.91,54.26 ± 1.10 / 38.48 ± 1.51,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.54,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,46.22 ± 5.41 / 57.51 ± 7.01,62.62 ± 2.23 / 58.68 ± 2.09,0.00 ± 0.00 / 33.19 ± 0.34,69.98 ± 2.67 / 53.70 ± 3.15,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.55,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,44.27 ± 1.34 / 62.82 ± 0.94,62.32 ± 1.64 / 59.59 ± 1.76,11.57 ± 2.58 / 48.95 ± 2.45,59.61 ± 0.72 / 40.36 ± 0.71,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.58,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,61.34 ± 1.86 / 72.91 ± 1.05,44.66 ± 1.96 / 42.26 ± 2.04,3.68 ± 3.39 / 34.91 ± 2.08,64.75 ± 2.72 / 47.77 ± 3.64,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.59,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,39.45 ± 1.37 / 59.92 ± 1.06,67.36 ± 1.61 / 67.62 ± 1.36,15.55 ± 2.19 / 46.59 ± 1.30,50.43 ± 0.90 / 30.06 ± 0.83,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.59,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,39.83 ± 1.33 / 44.19 ± 1.15,65.48 ± 1.49 / 62.01 ± 1.50,0.00 ± 0.00 / 33.19 ± 0.34,69.79 ± 2.28 / 53.51 ± 3.10,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.59,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,58.80 ± 1.12 / 66.93 ± 1.53,67.71 ± 1.70 / 63.45 ± 1.96,18.39 ± 1.36 / 45.49 ± 1.40,24.29 ± 2.39 / 0.41 ± 0.20,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.59,?,?,1047576.0,✓,✗,✗,✓,41.86 ± 3.31 / 60.86 ± 1.87,40.46 ± 2.02 / 35.85 ± 1.82,29.83 ± 3.73 / 56.56 ± 2.10,59.69 ± 1.88 / 33.80 ± 2.02,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0,16.7.1.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.62,?,?,?,✓,✗,(✓),✓,48.36 ± 2.04 / 61.99 ± 1.98,51.31 ± 2.91 / 43.87 ± 2.83,11.03 ± 6.63 / 42.42 ± 6.76,60.22 ± 1.06 / 39.68 ± 1.33,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.63,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,55.96 ± 1.12 / 68.99 ± 0.92,58.85 ± 2.36 / 50.23 ± 3.73,22.11 ± 2.41 / 53.90 ± 2.39,28.40 ± 5.05 / 6.95 ± 4.14,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.63,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,48.18 ± 1.62 / 61.60 ± 2.02,55.12 ± 1.61 / 53.99 ± 1.74,16.32 ± 1.98 / 53.00 ± 2.11,50.74 ± 3.33 / 33.50 ± 3.78,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.64,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,46.65 ± 1.78 / 64.92 ± 1.19,53.96 ± 2.12 / 56.19 ± 1.97,2.98 ± 2.26 / 37.50 ± 2.59,65.14 ± 2.03 / 47.19 ± 2.69,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.64,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,46.42 ± 2.58 / 58.82 ± 2.81,56.42 ± 1.64 / 49.46 ± 2.60,6.17 ± 2.88 / 48.41 ± 3.57,58.82 ± 5.81 / 41.49 ± 5.92,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.66,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,40.22 ± 1.24 / 59.03 ± 1.21,55.07 ± 1.87 / 49.11 ± 2.28,12.73 ± 2.39 / 46.90 ± 3.04,60.88 ± 1.85 / 43.83 ± 1.67,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/nvidia/Nemotron-Cascade-2-30B-A3B'>nvidia/Nemotron-Cascade-2-30B-A3B (val)</a>,🤔,2.67,31577937344.0,131072.0,262144.0,✓,✗,(✓),✓,40.95 ± 1.99 / 58.13 ± 1.83,57.19 ± 2.34 / 58.07 ± 1.81,17.42 ± 2.64 / 52.57 ± 1.43,50.25 ± 0.73 / 29.72 ± 0.88,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.67,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,48.60 ± 1.24 / 56.12 ± 1.57,42.08 ± 2.78 / 36.05 ± 2.94,18.11 ± 2.65 / 58.79 ± 1.40,56.34 ± 1.55 / 37.63 ± 1.31,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.68,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,55.03 ± 1.82 / 68.86 ± 1.61,43.98 ± 1.89 / 44.01 ± 1.95,8.69 ± 2.84 / 48.61 ± 4.79,60.92 ± 2.87 / 44.51 ± 2.82,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.68,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,29.96 ± 1.97 / 53.42 ± 1.62,58.96 ± 1.05 / 57.99 ± 0.98,11.62 ± 2.41 / 54.85 ± 1.10,62.27 ± 0.60 / 42.86 ± 1.40,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.69,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,44.80 ± 1.52 / 60.69 ± 1.31,53.97 ± 1.53 / 51.03 ± 2.88,11.91 ± 1.82 / 51.10 ± 1.66,55.49 ± 1.22 / 38.74 ± 1.65,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.69,140645001.0,256000.0,8192.0,✓,✗,(✓),✓,19.74 ± 5.16 / 45.86 ± 3.40,89.70 ± 0.57 / 90.01 ± 0.55,33.76 ± 5.41 / 66.25 ± 3.01,17.34 ± 0.44 / 12.18 ± 0.46,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.69,278044162.0,250002.0,512.0,✓,✗,(✓),✗,45.43 ± 2.04 / 59.84 ± 3.41,91.15 ± 0.60 / 91.99 ± 0.60,6.02 ± 8.00 / 50.19 ± 5.00,16.13 ± 1.00 / 10.97 ± 1.01,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.71,278225673.0,251000.0,512.0,✓,✗,(✓),✓,5.79 ± 7.47 / 24.98 ± 8.12,91.21 ± 0.63 / 92.32 ± 0.50,50.33 ± 5.34 / 71.14 ± 4.90,11.20 ± 1.75 / 7.47 ± 1.46,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
