<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,1.88,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,57.29 ± 1.34 / 65.73 ± 1.28,59.54 ± 0.90 / 51.25 ± 2.79,27.11 ± 2.06 / 62.32 ± 2.05,59.03 ± 1.38 / 38.41 ± 1.11,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.88,?,?,400000.0,✓,✗,✗,✓,53.90 ± 0.89 / 58.51 ± 0.48,52.86 ± 1.00 / 39.25 ± 1.32,38.75 ± 1.12 / 64.73 ± 0.67,55.78 ± 0.56 / 27.45 ± 0.62,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,1.89,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,60.55 ± 1.22 / 71.58 ± 0.71,52.72 ± 1.94 / 46.64 ± 1.89,29.76 ± 1.70 / 64.20 ± 0.69,59.67 ± 0.71 / 31.56 ± 0.72,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,1.89,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,51.16 ± 1.49 / 62.92 ± 0.83,65.39 ± 2.04 / 60.08 ± 2.44,31.33 ± 1.58 / 62.41 ± 0.79,54.10 ± 0.84 / 25.09 ± 1.02,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.91,?,?,400000.0,✓,✗,✗,✓,54.41 ± 0.79 / 58.04 ± 0.63,52.23 ± 1.19 / 40.45 ± 1.41,38.37 ± 1.66 / 65.08 ± 0.90,53.65 ± 0.65 / 24.96 ± 0.67,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.91,?,?,1047576.0,✓,✗,✗,✓,59.62 ± 1.84 / 65.29 ± 1.23,47.78 ± 2.21 / 31.41 ± 1.73,37.49 ± 3.93 / 68.56 ± 2.07,54.54 ± 0.85 / 24.97 ± 1.12,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,1.91,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,56.50 ± 1.68 / 59.60 ± 3.01,50.90 ± 2.16 / 38.11 ± 4.25,29.33 ± 5.08 / 60.45 ± 6.18,63.09 ± 1.93 / 42.01 ± 1.85,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,1.91,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,60.88 ± 2.48 / 71.30 ± 1.96,42.98 ± 2.33 / 30.93 ± 2.49,33.59 ± 4.42 / 66.06 ± 2.43,61.72 ± 1.55 / 36.71 ± 1.55,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,1.92,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,53.04 ± 1.57 / 65.10 ± 1.13,62.65 ± 3.71 / 59.37 ± 3.45,30.44 ± 2.07 / 57.77 ± 1.21,51.09 ± 0.82 / 27.64 ± 0.94,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,1.92,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,56.54 ± 1.60 / 59.27 ± 2.98,57.84 ± 1.71 / 48.59 ± 2.92,22.48 ± 3.99 / 52.60 ± 5.42,68.14 ± 2.03 / 46.51 ± 1.73,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,1.93,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,62.56 ± 0.76 / 73.60 ± 0.59,56.25 ± 1.99 / 41.98 ± 3.39,28.41 ± 1.60 / 62.58 ± 1.73,52.88 ± 0.78 / 22.73 ± 0.77,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,1.94,?,128000.0,4096.0,✓,✗,(✓),✓,58.75 ± 2.09 / 66.43 ± 3.12,43.65 ± 2.33 / 39.95 ± 2.38,30.59 ± 3.19 / 62.31 ± 3.26,64.36 ± 1.77 / 42.62 ± 1.79,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.6.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,1.94,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,61.24 ± 1.23 / 72.96 ± 1.23,40.19 ± 1.65 / 22.62 ± 1.85,39.34 ± 2.75 / 67.81 ± 2.65,56.81 ± 0.87 / 30.72 ± 1.12,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,1.95,?,?,200000.0,✓,✗,✗,✓,57.75 ± 2.23 / 64.32 ± 1.97,64.75 ± 2.44 / 60.86 ± 1.83,21.33 ± 3.13 / 46.56 ± 1.94,59.08 ± 0.91 / 31.71 ± 1.22,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,1.96,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,61.43 ± 0.82 / 73.47 ± 0.96,47.92 ± 1.57 / 33.04 ± 2.23,31.28 ± 1.51 / 65.31 ± 0.73,58.37 ± 0.93 / 34.96 ± 1.46,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,1.99,575922690.0,250300.0,512.0,✓,✗,(✓),✓,50.80 ± 4.22 / 66.52 ± 2.76,71.27 ± 1.66 / 69.23 ± 1.96,34.27 ± 7.66 / 65.26 ± 6.53,34.09 ± 1.44 / 24.26 ± 1.28,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.00,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,51.19 ± 1.11 / 63.30 ± 0.76,67.17 ± 1.60 / 64.57 ± 1.58,26.51 ± 1.67 / 54.34 ± 1.07,47.41 ± 0.74 / 24.03 ± 1.20,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.00,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,61.48 ± 1.35 / 74.20 ± 1.05,51.45 ± 1.45 / 42.13 ± 3.00,19.84 ± 1.97 / 55.31 ± 4.12,62.03 ± 2.74 / 35.72 ± 3.38,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.01,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,57.13 ± 1.67 / 71.61 ± 1.14,54.91 ± 1.43 / 49.95 ± 2.44,23.46 ± 1.63 / 61.30 ± 0.84,60.54 ± 1.21 / 38.94 ± 1.27,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.01,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,61.58 ± 1.20 / 71.32 ± 1.22,39.23 ± 1.55 / 28.92 ± 2.02,30.70 ± 2.23 / 60.09 ± 3.51,60.15 ± 1.34 / 36.43 ± 1.56,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0</a>,📝,2.02,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,64.08 ± 0.85 / 73.04 ± 1.05,58.33 ± 1.88 / 38.20 ± 2.87,42.16 ± 1.80 / 70.20 ± 0.94,18.23 ± 0.94 / 0.00 ± 0.00,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.02,561192082.0,250002.0,512.0,✓,✗,(✓),✓,61.77 ± 1.19 / 74.13 ± 1.00,79.61 ± 1.08 / 78.85 ± 0.89,19.14 ± 12.25 / 53.78 ± 9.85,30.58 ± 1.45 / 20.74 ± 1.20,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.02,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,53.53 ± 1.62 / 64.94 ± 0.88,58.47 ± 1.93 / 54.13 ± 1.98,16.90 ± 2.68 / 57.71 ± 1.50,64.71 ± 1.51 / 41.42 ± 1.21,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.02,307531778.0,256000.0,8192.0,✓,✗,(✓),✓,46.95 ± 5.90 / 63.77 ± 3.94,75.25 ± 1.82 / 74.49 ± 1.69,36.70 ± 2.16 / 67.22 ± 1.87,27.73 ± 1.03 / 18.14 ± 1.01,16.5.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.05,?,?,400000.0,✓,✗,✗,✓,58.20 ± 0.77 / 61.12 ± 0.69,44.93 ± 1.51 / 34.99 ± 1.47,32.31 ± 1.85 / 62.43 ± 1.02,54.99 ± 0.39 / 25.03 ± 0.53,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.06,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,63.76 ± 0.80 / 74.13 ± 0.74,56.68 ± 1.71 / 42.72 ± 2.55,34.89 ± 2.43 / 60.51 ± 2.37,27.71 ± 1.39 / 0.34 ± 0.12,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.06,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,55.56 ± 0.87 / 69.76 ± 0.66,47.66 ± 1.37 / 44.04 ± 2.14,25.96 ± 1.19 / 61.91 ± 0.88,58.17 ± 0.73 / 33.07 ± 1.04,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.07,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,63.15 ± 1.54 / 71.17 ± 2.06,50.33 ± 1.36 / 46.36 ± 1.37,17.47 ± 6.06 / 46.86 ± 6.78,62.74 ± 1.77 / 40.95 ± 2.08,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.08,559890946.0,250002.0,512.0,✓,✗,(✓),✗,60.96 ± 1.95 / 72.74 ± 2.06,75.78 ± 1.99 / 75.93 ± 2.20,22.34 ± 10.65 / 60.09 ± 6.02,28.71 ± 2.10 / 18.20 ± 2.30,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.09,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,53.90 ± 1.13 / 53.32 ± 0.79,55.62 ± 1.68 / 50.61 ± 2.53,17.41 ± 3.70 / 46.67 ± 3.59,64.88 ± 1.50 / 44.35 ± 1.43,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.09,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,57.86 ± 1.22 / 66.20 ± 1.68,48.78 ± 1.27 / 42.46 ± 3.48,17.72 ± 1.89 / 49.78 ± 2.85,68.57 ± 1.25 / 42.57 ± 1.02,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.10,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,56.18 ± 1.06 / 61.63 ± 1.20,51.72 ± 1.76 / 40.28 ± 2.39,17.94 ± 2.12 / 50.84 ± 2.27,65.38 ± 0.99 / 43.40 ± 1.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.11,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,60.94 ± 1.03 / 71.33 ± 0.85,45.25 ± 1.83 / 28.95 ± 1.77,24.67 ± 1.60 / 60.32 ± 1.50,55.35 ± 0.95 / 29.38 ± 2.40,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,2.12,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,60.12 ± 1.43 / 67.45 ± 1.15,45.19 ± 1.76 / 36.94 ± 2.00,24.92 ± 2.47 / 47.72 ± 2.51,54.14 ± 0.75 / 28.49 ± 1.16,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.13,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,55.58 ± 1.09 / 61.26 ± 1.33,55.73 ± 2.44 / 53.65 ± 2.12,36.53 ± 1.10 / 61.29 ± 0.98,30.03 ± 0.94 / 20.60 ± 0.96,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.14,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,64.17 ± 1.24 / 75.92 ± 0.87,41.36 ± 2.19 / 33.90 ± 2.48,17.03 ± 1.34 / 46.65 ± 1.85,61.84 ± 1.52 / 38.29 ± 1.61,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.14,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,62.54 ± 1.76 / 73.93 ± 1.20,56.49 ± 1.41 / 37.18 ± 3.53,34.83 ± 1.94 / 66.90 ± 1.16,24.15 ± 1.47 / 1.07 ± 0.94,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.16,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,50.03 ± 1.75 / 63.72 ± 1.31,52.23 ± 1.37 / 38.45 ± 2.42,21.17 ± 2.19 / 56.32 ± 1.48,61.23 ± 0.80 / 35.66 ± 0.96,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.17,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,53.47 ± 1.80 / 63.91 ± 1.51,59.72 ± 1.84 / 58.79 ± 1.73,16.55 ± 1.96 / 47.66 ± 1.70,50.64 ± 0.81 / 30.87 ± 0.88,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.17,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,60.11 ± 0.94 / 67.38 ± 1.34,51.09 ± 1.97 / 46.45 ± 2.33,9.53 ± 4.18 / 41.81 ± 5.02,66.87 ± 2.14 / 45.52 ± 2.40,16.5.0.dev0,16.4.0.dev0,16.5.0.dev0,16.4.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.17,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,58.36 ± 1.54 / 66.40 ± 1.22,50.96 ± 1.87 / 30.72 ± 2.27,38.53 ± 1.41 / 66.97 ± 1.52,29.52 ± 1.78 / 14.83 ± 1.62,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.18,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,51.69 ± 0.79 / 50.94 ± 0.43,49.54 ± 1.99 / 46.02 ± 3.30,14.03 ± 4.98 / 46.61 ± 5.68,66.44 ± 3.41 / 46.04 ± 3.17,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.19,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,50.78 ± 1.13 / 59.08 ± 0.74,68.71 ± 1.57 / 65.00 ± 1.32,15.59 ± 3.16 / 53.02 ± 1.83,44.14 ± 0.95 / 24.70 ± 1.30,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct</a>,📝,2.19,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,65.10 ± 1.10 / 74.98 ± 1.00,51.96 ± 1.57 / 37.33 ± 2.06,37.53 ± 1.58 / 68.07 ± 1.40,20.12 ± 1.91 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.20,?,?,?,✓,✗,(✓),✓,60.71 ± 1.52 / 73.76 ± 1.24,36.98 ± 1.72 / 23.59 ± 2.57,20.80 ± 4.06 / 53.52 ± 5.21,62.37 ± 1.07 / 38.23 ± 2.25,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.20,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,53.24 ± 0.93 / 59.81 ± 0.94,47.64 ± 2.05 / 42.63 ± 2.21,25.80 ± 1.67 / 55.84 ± 1.13,53.39 ± 0.83 / 29.07 ± 0.93,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.20,?,?,400000.0,✓,✗,✗,✓,56.97 ± 0.77 / 62.23 ± 0.67,39.39 ± 0.81 / 19.17 ± 0.61,23.83 ± 1.47 / 57.40 ± 0.82,55.68 ± 0.64 / 26.43 ± 0.60,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.20,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,61.48 ± 1.55 / 74.18 ± 1.22,37.93 ± 0.73 / 28.57 ± 1.75,22.23 ± 1.80 / 59.28 ± 2.10,57.67 ± 0.84 / 31.75 ± 0.98,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.21,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,55.29 ± 1.00 / 62.40 ± 0.62,48.43 ± 1.83 / 41.44 ± 2.87,22.83 ± 1.70 / 58.32 ± 1.89,52.67 ± 2.03 / 32.73 ± 1.96,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.21,?,?,1047576.0,✓,✗,✗,✓,54.95 ± 1.93 / 56.78 ± 1.19,38.32 ± 1.79 / 26.13 ± 1.32,35.39 ± 3.14 / 63.38 ± 1.76,46.85 ± 1.32 / 19.28 ± 1.19,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.22,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,53.62 ± 0.75 / 62.11 ± 0.82,51.14 ± 0.71 / 42.69 ± 0.83,22.61 ± 2.28 / 61.09 ± 1.15,51.94 ± 1.03 / 31.10 ± 1.46,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.23,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,58.05 ± 2.57 / 68.08 ± 2.90,40.59 ± 2.40 / 30.68 ± 2.99,20.97 ± 1.65 / 58.82 ± 1.34,59.39 ± 1.59 / 39.59 ± 2.39,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.6.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.23,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,53.52 ± 1.42 / 65.50 ± 1.04,44.48 ± 1.73 / 30.13 ± 1.58,25.50 ± 2.67 / 53.61 ± 3.17,53.74 ± 0.59 / 30.71 ± 0.67,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.23,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,61.20 ± 1.16 / 72.50 ± 1.20,45.10 ± 1.05 / 21.38 ± 0.85,23.65 ± 1.48 / 58.91 ± 1.60,48.95 ± 0.78 / 21.48 ± 0.96,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.25,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,62.56 ± 1.07 / 73.19 ± 1.46,41.19 ± 2.40 / 38.14 ± 2.07,11.42 ± 2.61 / 51.79 ± 3.90,61.11 ± 1.41 / 38.91 ± 1.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.25,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,53.78 ± 0.71 / 57.30 ± 0.77,50.85 ± 1.93 / 42.36 ± 2.32,14.35 ± 2.42 / 51.65 ± 2.54,60.40 ± 1.04 / 39.34 ± 1.39,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.26,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,59.72 ± 1.17 / 70.66 ± 0.92,40.14 ± 2.23 / 25.42 ± 1.52,32.25 ± 1.94 / 65.06 ± 1.39,39.32 ± 4.12 / 9.63 ± 2.42,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.26,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,51.54 ± 2.61 / 65.52 ± 1.59,45.79 ± 2.06 / 36.99 ± 2.35,15.97 ± 2.72 / 57.71 ± 1.38,62.69 ± 1.09 / 37.23 ± 0.64,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.27,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,59.78 ± 1.16 / 68.04 ± 1.52,42.54 ± 0.88 / 33.45 ± 2.95,20.09 ± 3.90 / 46.34 ± 4.43,52.54 ± 1.42 / 25.27 ± 2.69,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
