<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,2.01,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,31.96 ± 1.21 / 49.78 ± 0.76,74.29 ± 1.64 / 67.36 ± 1.40,51.48 ± 1.74 / 74.21 ± 1.19,77.08 ± 0.78 / 52.67 ± 1.19,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.02,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,50.86 ± 1.33 / 62.27 ± 0.84,82.09 ± 0.49 / 81.02 ± 0.54,32.09 ± 2.50 / 58.30 ± 1.60,57.60 ± 0.80 / 30.52 ± 0.60,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,2.03,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,27.86 ± 1.01 / 47.40 ± 0.72,79.25 ± 1.12 / 73.60 ± 1.11,46.76 ± 4.78 / 71.19 ± 4.05,77.58 ± 1.60 / 51.65 ± 2.37,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.04,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,29.66 ± 1.88 / 48.14 ± 1.19,68.77 ± 1.52 / 63.34 ± 1.74,54.20 ± 2.47 / 75.67 ± 1.83,77.81 ± 1.36 / 57.95 ± 2.37,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.05,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,57.78 ± 1.75 / 65.15 ± 1.51,60.29 ± 2.25 / 59.71 ± 2.41,53.63 ± 2.34 / 76.54 ± 1.12,46.14 ± 0.91 / 28.85 ± 0.76,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,2.05,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,26.66 ± 1.54 / 46.53 ± 1.37,79.50 ± 1.90 / 73.12 ± 1.52,46.75 ± 1.70 / 71.14 ± 1.53,76.80 ± 1.38 / 52.12 ± 2.14,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.06,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,37.39 ± 2.16 / 52.07 ± 0.88,60.29 ± 2.66 / 56.73 ± 2.18,52.97 ± 2.25 / 75.26 ± 1.34,76.18 ± 1.89 / 55.03 ± 2.51,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/nvidia/Nemotron-Cascade-2-30B-A3B'>nvidia/Nemotron-Cascade-2-30B-A3B (val)</a>,🤔,2.07,31577937344.0,131072.0,262144.0,✓,✗,(✓),✓,48.06 ± 1.02 / 60.47 ± 0.98,70.37 ± 1.61 / 68.94 ± 1.50,36.46 ± 2.80 / 63.72 ± 1.46,60.96 ± 0.49 / 33.11 ± 0.61,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.09,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,53.73 ± 1.40 / 65.86 ± 0.97,79.26 ± 1.00 / 78.72 ± 1.19,21.17 ± 3.10 / 49.90 ± 1.66,63.54 ± 0.79 / 37.37 ± 0.78,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,2.10,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,25.11 ± 1.25 / 45.35 ± 1.09,76.98 ± 1.41 / 71.79 ± 0.96,46.97 ± 4.13 / 71.91 ± 3.46,79.36 ± 1.25 / 58.33 ± 1.97,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.11,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,57.15 ± 1.95 / 66.58 ± 1.71,61.84 ± 2.14 / 63.72 ± 1.93,21.52 ± 2.68 / 59.46 ± 1.37,70.45 ± 1.39 / 43.34 ± 1.45,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.12,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,52.09 ± 1.59 / 65.95 ± 1.42,62.78 ± 1.27 / 62.42 ± 1.07,29.64 ± 2.80 / 61.35 ± 1.46,69.99 ± 0.99 / 39.38 ± 0.98,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.14,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,27.46 ± 1.07 / 47.58 ± 0.78,76.45 ± 0.88 / 59.60 ± 0.89,47.77 ± 1.92 / 72.27 ± 1.59,68.89 ± 1.24 / 39.57 ± 2.40,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.14,?,?,1047576.0,✓,✗,✗,✓,55.34 ± 1.81 / 63.85 ± 0.98,56.19 ± 1.59 / 48.36 ± 1.82,42.32 ± 1.98 / 68.08 ± 1.45,59.41 ± 1.04 / 25.87 ± 1.46,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.16,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,58.30 ± 2.75 / 70.17 ± 1.90,53.49 ± 1.91 / 50.48 ± 2.40,28.12 ± 4.01 / 57.34 ± 3.85,68.00 ± 1.79 / 40.01 ± 1.53,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.16,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,59.70 ± 1.32 / 66.63 ± 1.45,62.45 ± 1.73 / 63.50 ± 1.62,9.56 ± 2.44 / 45.83 ± 2.63,75.23 ± 0.91 / 56.57 ± 1.04,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.20,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,31.42 ± 1.49 / 49.81 ± 0.88,67.55 ± 1.04 / 54.85 ± 1.11,44.87 ± 1.64 / 69.04 ± 1.41,71.70 ± 1.29 / 47.41 ± 1.88,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.21,?,128000.0,4096.0,✓,✗,(✓),✓,30.15 ± 2.57 / 48.14 ± 1.88,60.07 ± 2.81 / 57.11 ± 3.07,52.39 ± 3.01 / 74.83 ± 2.20,75.12 ± 0.84 / 52.74 ± 1.68,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.22,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,29.16 ± 1.82 / 48.36 ± 0.93,71.59 ± 1.45 / 64.16 ± 1.92,41.40 ± 1.66 / 67.34 ± 2.00,70.24 ± 1.28 / 46.55 ± 2.25,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.22,470927360.0,501153.0,512.0,✓,✗,(✓),✗,34.29 ± 1.53 / 50.70 ± 0.78,90.65 ± 0.57 / 90.75 ± 0.53,56.24 ± 3.37 / 76.97 ± 1.82,27.76 ± 1.56 / 18.70 ± 1.28,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.23,559890946.0,250002.0,512.0,✓,✗,(✓),✗,36.08 ± 2.24 / 51.31 ± 1.14,89.69 ± 1.12 / 89.88 ± 1.03,46.85 ± 12.27 / 71.31 ± 7.12,32.39 ± 2.09 / 22.33 ± 2.67,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.23,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,33.07 ± 1.85 / 50.12 ± 1.04,66.13 ± 2.51 / 61.84 ± 2.37,39.83 ± 5.02 / 63.89 ± 5.12,72.78 ± 1.19 / 51.27 ± 1.92,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.23,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,28.04 ± 3.30 / 45.90 ± 3.05,64.23 ± 2.61 / 57.11 ± 2.15,47.88 ± 4.71 / 71.16 ± 3.93,74.15 ± 1.43 / 52.65 ± 2.64,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.24,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,53.38 ± 2.50 / 62.81 ± 2.64,57.66 ± 2.52 / 54.38 ± 2.26,17.92 ± 2.76 / 43.11 ± 2.48,74.66 ± 1.29 / 51.49 ± 1.00,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.24,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,46.84 ± 1.48 / 55.60 ± 1.42,75.29 ± 0.72 / 67.52 ± 1.04,27.58 ± 3.04 / 62.85 ± 1.53,51.99 ± 1.37 / 31.50 ± 0.95,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.24,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,34.79 ± 1.47 / 50.83 ± 0.89,69.51 ± 0.75 / 59.26 ± 1.35,33.38 ± 1.57 / 63.06 ± 1.37,71.22 ± 0.78 / 44.71 ± 1.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.26,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,63.23 ± 4.53 / 74.01 ± 5.59,47.25 ± 4.43 / 45.73 ± 5.12,7.10 ± 4.26 / 43.98 ± 4.44,76.27 ± 1.76 / 54.83 ± 2.08,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.26,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,34.63 ± 2.12 / 51.12 ± 0.70,63.22 ± 2.95 / 60.65 ± 2.45,30.88 ± 3.70 / 60.62 ± 4.51,74.41 ± 1.08 / 50.00 ± 1.52,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.27,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,53.62 ± 2.13 / 64.29 ± 2.15,57.49 ± 2.64 / 55.87 ± 2.39,17.02 ± 2.46 / 41.96 ± 2.09,73.92 ± 1.34 / 50.58 ± 1.42,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.28,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,21.55 ± 0.98 / 41.66 ± 0.93,81.19 ± 0.59 / 68.77 ± 1.03,44.95 ± 1.69 / 71.50 ± 1.01,60.99 ± 0.71 / 29.22 ± 1.27,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.29,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,34.46 ± 1.70 / 50.77 ± 1.02,69.07 ± 0.69 / 59.31 ± 1.17,32.27 ± 1.57 / 63.18 ± 1.04,71.29 ± 0.93 / 47.82 ± 1.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.29,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,37.01 ± 1.94 / 51.23 ± 1.19,71.65 ± 0.86 / 64.72 ± 0.75,23.58 ± 1.96 / 48.34 ± 2.59,72.76 ± 1.02 / 48.39 ± 2.14,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.30,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,31.99 ± 2.74 / 48.83 ± 1.55,72.07 ± 1.23 / 65.72 ± 1.37,24.65 ± 2.15 / 49.15 ± 2.72,75.02 ± 0.68 / 49.55 ± 1.64,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.31,561192082.0,250002.0,512.0,✓,✗,(✓),✓,31.66 ± 7.10 / 48.80 ± 4.38,86.51 ± 0.90 / 86.88 ± 0.88,53.44 ± 16.23 / 74.10 ± 10.43,30.29 ± 1.09 / 20.70 ± 0.98,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.31,307531778.0,256000.0,8192.0,✓,✗,(✓),✓,28.16 ± 1.96 / 48.03 ± 1.12,87.60 ± 0.79 / 87.87 ± 0.78,56.63 ± 3.91 / 77.99 ± 2.06,30.20 ± 1.78 / 20.02 ± 1.35,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.32,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,28.55 ± 1.14 / 47.55 ± 0.84,73.23 ± 1.20 / 64.03 ± 1.23,65.48 ± 1.17 / 82.36 ± 0.76,36.71 ± 1.11 / 0.40 ± 0.12,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.33,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,29.31 ± 1.78 / 49.13 ± 1.31,65.29 ± 1.30 / 57.07 ± 1.48,42.61 ± 1.57 / 68.55 ± 2.06,66.96 ± 0.62 / 39.27 ± 1.13,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.33,278810882.0,251000.0,512.0,✓,✗,(✓),✓,31.46 ± 1.89 / 48.52 ± 0.85,86.85 ± 1.28 / 87.21 ± 1.19,63.71 ± 2.25 / 80.44 ± 1.51,14.58 ± 3.35 / 8.68 ± 2.11,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.33,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,21.60 ± 0.81 / 40.88 ± 1.10,80.52 ± 1.86 / 71.39 ± 1.33,34.66 ± 1.78 / 61.98 ± 1.61,66.56 ± 0.82 / 38.93 ± 1.95,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.33,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,54.15 ± 1.50 / 63.47 ± 1.69,51.05 ± 1.71 / 49.53 ± 1.84,12.75 ± 3.16 / 39.85 ± 1.77,72.45 ± 0.78 / 47.89 ± 0.56,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.33,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,29.02 ± 2.03 / 48.71 ± 1.21,65.53 ± 1.60 / 45.17 ± 1.54,45.00 ± 2.56 / 68.25 ± 2.96,62.25 ± 1.61 / 35.74 ± 1.79,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.34,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,25.14 ± 1.72 / 46.49 ± 1.40,61.01 ± 1.98 / 50.15 ± 2.08,43.03 ± 4.08 / 64.03 ± 4.19,71.11 ± 1.13 / 45.47 ± 2.51,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.34,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,29.01 ± 1.42 / 47.95 ± 0.91,62.62 ± 1.41 / 47.79 ± 1.53,42.78 ± 1.23 / 71.25 ± 0.64,69.51 ± 0.75 / 47.73 ± 1.16,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.37,32759790592.0,151665.0,131072.0,✓,✗,(✓),✗,27.57 ± 1.36 / 47.84 ± 1.00,81.90 ± 0.57 / 70.50 ± 1.21,54.15 ± 1.21 / 76.95 ± 0.64,34.26 ± 0.65 / 0.32 ± 0.11,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.37,?,?,400000.0,✓,✗,✗,✓,51.75 ± 1.51 / 64.41 ± 1.01,58.74 ± 0.83 / 42.16 ± 0.63,20.42 ± 1.71 / 54.91 ± 0.94,57.02 ± 0.63 / 21.72 ± 0.87,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.37,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,23.00 ± 1.60 / 44.74 ± 1.22,75.95 ± 1.32 / 65.05 ± 1.12,39.65 ± 1.90 / 65.90 ± 1.07,63.07 ± 0.86 / 33.78 ± 1.13,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.38,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,26.81 ± 1.29 / 46.85 ± 1.03,64.31 ± 1.72 / 55.79 ± 2.18,34.88 ± 2.01 / 66.87 ± 1.23,74.16 ± 1.60 / 51.17 ± 1.74,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.38,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,27.67 ± 1.26 / 47.84 ± 0.83,64.58 ± 1.29 / 47.84 ± 1.15,38.34 ± 1.50 / 68.50 ± 0.99,68.25 ± 0.92 / 41.35 ± 1.32,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.39,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,28.18 ± 2.07 / 47.52 ± 1.52,68.27 ± 1.23 / 55.35 ± 1.47,39.46 ± 1.34 / 68.35 ± 1.19,63.51 ± 1.78 / 36.11 ± 1.92,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.40,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,29.52 ± 1.23 / 49.08 ± 0.83,76.29 ± 0.98 / 64.68 ± 1.29,54.65 ± 1.26 / 76.89 ± 0.72,34.60 ± 1.05 / 3.91 ± 1.07,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.40,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,53.03 ± 2.38 / 61.24 ± 2.43,58.11 ± 2.32 / 58.10 ± 2.39,34.82 ± 2.62 / 63.96 ± 2.01,40.96 ± 0.89 / 27.06 ± 0.88,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.41,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,29.00 ± 1.93 / 47.80 ± 1.21,61.01 ± 1.70 / 51.55 ± 1.96,31.82 ± 2.00 / 65.76 ± 0.97,71.75 ± 0.81 / 52.11 ± 1.00,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.41,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,44.12 ± 1.64 / 54.72 ± 1.28,72.17 ± 1.32 / 71.60 ± 1.20,12.40 ± 2.22 / 52.52 ± 1.24,55.31 ± 1.29 / 33.70 ± 1.37,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.42,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,23.62 ± 1.89 / 43.72 ± 1.94,66.27 ± 1.83 / 63.75 ± 2.31,30.14 ± 4.00 / 62.26 ± 4.26,76.10 ± 0.93 / 54.81 ± 1.67,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,2.42,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,26.94 ± 1.38 / 46.83 ± 1.09,81.83 ± 1.17 / 73.46 ± 1.01,24.36 ± 2.16 / 53.62 ± 1.68,61.77 ± 1.15 / 38.16 ± 1.23,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.43,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,32.73 ± 2.12 / 49.94 ± 0.95,53.09 ± 2.98 / 48.04 ± 2.48,34.49 ± 4.15 / 64.69 ± 3.84,71.76 ± 1.39 / 50.21 ± 2.70,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.44,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,19.81 ± 2.31 / 40.48 ± 2.88,68.20 ± 2.16 / 61.73 ± 2.54,27.00 ± 6.43 / 55.89 ± 7.29,79.17 ± 0.75 / 60.35 ± 1.09,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0</a>,📝,2.44,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,32.15 ± 2.09 / 49.81 ± 1.22,74.81 ± 1.91 / 60.10 ± 1.91,58.64 ± 1.48 / 79.01 ± 0.81,22.73 ± 0.87 / 0.04 ± 0.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.44,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,28.49 ± 1.17 / 48.32 ± 0.78,71.18 ± 1.96 / 59.97 ± 1.69,55.11 ± 1.63 / 77.47 ± 0.80,37.49 ± 0.99 / 8.93 ± 1.60,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
