<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,1.84,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,75.89 ± 2.86 / 86.41 ± 1.86,54.18 ± 2.45 / 41.29 ± 3.06,36.71 ± 4.24 / 62.56 ± 4.90,67.96 ± 1.52 / 45.55 ± 1.49,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,1.84,?,?,400000.0,✓,✗,✗,✓,71.40 ± 1.47 / 85.67 ± 0.73,57.87 ± 0.98 / 39.62 ± 0.63,43.71 ± 1.35 / 68.38 ± 0.64,58.36 ± 0.64 / 24.48 ± 0.48,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,1.85,?,?,400000.0,✓,✗,✗,✓,72.76 ± 1.50 / 86.34 ± 0.75,62.58 ± 0.52 / 41.55 ± 0.62,41.13 ± 1.12 / 67.24 ± 0.65,57.96 ± 0.55 / 26.42 ± 0.70,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,1.86,72706203648.0,152064.0,32768.0,✓,✗,(✓),✓,79.41 ± 1.51 / 89.24 ± 0.83,63.42 ± 0.92 / 52.24 ± 2.47,47.68 ± 2.17 / 70.82 ± 1.42,36.99 ± 0.97 / 2.56 ± 0.96,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,1.86,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,72.92 ± 1.82 / 85.06 ± 1.14,63.00 ± 0.95 / 45.76 ± 1.83,31.98 ± 4.20 / 64.73 ± 2.55,63.20 ± 1.30 / 37.65 ± 1.35,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,1.87,?,?,400000.0,✓,✗,✗,✓,71.98 ± 1.57 / 85.95 ± 0.78,57.48 ± 0.68 / 35.83 ± 0.54,40.56 ± 1.59 / 67.34 ± 0.78,60.68 ± 0.62 / 26.76 ± 0.60,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,1.87,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,72.91 ± 1.99 / 86.37 ± 1.00,63.79 ± 1.02 / 51.22 ± 2.69,32.68 ± 2.10 / 63.10 ± 1.33,62.58 ± 0.30 / 33.07 ± 0.63,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,1.88,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,77.31 ± 1.89 / 88.18 ± 0.90,52.07 ± 2.23 / 38.59 ± 2.19,35.94 ± 4.75 / 56.77 ± 4.95,65.46 ± 1.24 / 36.20 ± 2.72,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,1.89,278810882.0,251000.0,512.0,✓,✗,(✓),✓,74.11 ± 2.57 / 86.27 ± 1.29,79.82 ± 1.10 / 79.19 ± 1.03,55.91 ± 4.87 / 75.72 ± 3.58,11.18 ± 2.98 / 7.42 ± 2.27,16.6.0.dev0,16.7.0.dev0,16.6.0.dev0,16.7.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,1.90,307531778.0,256000.0,8192.0,✓,✗,(✓),✓,71.32 ± 4.26 / 84.54 ± 2.81,76.82 ± 0.92 / 77.94 ± 0.81,47.27 ± 4.79 / 73.11 ± 2.64,26.50 ± 0.79 / 17.65 ± 1.03,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,1.91,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,71.51 ± 0.99 / 85.18 ± 0.46,64.30 ± 1.62 / 52.27 ± 1.35,32.37 ± 2.40 / 63.17 ± 1.56,60.55 ± 1.17 / 37.39 ± 1.00,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,1.92,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,75.84 ± 2.02 / 87.07 ± 1.19,54.01 ± 1.39 / 39.76 ± 0.95,32.45 ± 2.40 / 63.65 ± 1.37,65.68 ± 1.60 / 43.06 ± 1.95,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.93,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,82.79 ± 1.70 / 90.78 ± 0.97,72.66 ± 1.27 / 59.19 ± 2.51,44.16 ± 4.45 / 62.88 ± 3.91,17.99 ± 1.39 / 0.24 ± 0.13,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,1.95,32207337984.0,100352.0,131072.0,✓,✗,(✓),✗,76.29 ± 1.46 / 87.26 ± 0.99,61.01 ± 1.53 / 46.96 ± 2.35,22.64 ± 4.26 / 47.15 ± 4.47,66.30 ± 1.83 / 46.14 ± 1.43,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,1.95,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,61.96 ± 10.09 / 78.83 ± 6.53,56.64 ± 0.95 / 41.08 ± 1.56,31.27 ± 5.26 / 53.67 ± 5.35,72.92 ± 2.47 / 51.26 ± 2.05,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,1.96,561192082.0,250002.0,512.0,✓,✗,(✓),✓,78.19 ± 2.30 / 88.24 ± 1.41,82.27 ± 0.53 / 81.32 ± 0.53,32.45 ± 16.10 / 61.44 ± 10.84,27.55 ± 1.96 / 19.57 ± 1.60,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,1.96,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,71.66 ± 3.23 / 85.53 ± 1.81,51.63 ± 1.42 / 41.84 ± 1.55,31.54 ± 3.68 / 58.05 ± 3.71,67.58 ± 1.11 / 43.40 ± 1.51,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,1.97,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,64.44 ± 2.87 / 81.86 ± 1.51,64.11 ± 1.71 / 49.90 ± 2.31,23.41 ± 3.09 / 61.11 ± 1.57,70.17 ± 1.11 / 45.45 ± 1.27,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,1.97,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,77.16 ± 1.96 / 87.75 ± 1.24,57.84 ± 0.98 / 39.04 ± 1.76,29.69 ± 2.69 / 62.01 ± 2.76,61.01 ± 2.76 / 38.15 ± 1.85,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,1.98,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,70.65 ± 1.32 / 84.28 ± 0.73,63.75 ± 1.23 / 51.19 ± 1.52,29.36 ± 3.52 / 57.79 ± 1.83,58.01 ± 1.36 / 33.52 ± 1.42,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,1.99,30532122624.0,151936.0,262144.0,✓,✗,✗,✓,80.73 ± 1.77 / 90.09 ± 0.95,57.77 ± 1.61 / 47.28 ± 2.07,43.71 ± 3.89 / 71.21 ± 2.04,35.29 ± 0.77 / 0.32 ± 0.10,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.00,278044162.0,250002.0,512.0,✓,✗,(✓),✗,76.53 ± 1.90 / 87.26 ± 1.26,82.85 ± 0.79 / 83.17 ± 0.47,40.01 ± 7.97 / 66.86 ± 4.11,13.87 ± 3.22 / 9.21 ± 2.37,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.7.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.00,?,?,1047576.0,✓,✗,✗,✓,73.70 ± 1.82 / 86.82 ± 0.90,51.65 ± 2.06 / 38.32 ± 1.25,38.24 ± 1.82 / 66.39 ± 1.22,57.23 ± 1.22 / 29.30 ± 1.48,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.00,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,74.47 ± 2.88 / 87.00 ± 1.45,47.58 ± 2.30 / 32.07 ± 1.93,34.44 ± 3.08 / 66.59 ± 1.67,63.46 ± 1.73 / 42.74 ± 2.01,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.05,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,80.66 ± 1.55 / 90.04 ± 0.82,46.37 ± 1.76 / 28.91 ± 1.64,36.49 ± 2.87 / 64.02 ± 2.07,50.79 ± 1.54 / 20.58 ± 1.25,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.05,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,84.64 ± 1.29 / 91.98 ± 0.71,71.57 ± 0.73 / 57.56 ± 2.52,40.83 ± 5.34 / 60.92 ± 4.01,16.59 ± 1.00 / 0.67 ± 0.18,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.07,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,74.18 ± 2.21 / 85.42 ± 1.42,41.94 ± 2.19 / 33.73 ± 2.37,27.08 ± 4.74 / 60.89 ± 5.60,68.10 ± 2.04 / 48.24 ± 1.78,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-72B'>Unbabel/Tower-Plus-72B (val)</a>,📝,2.08,72706203648.0,152064.0,32768.0,✗,✗,(✓),✗,63.11 ± 12.77 / 80.65 ± 7.43,59.85 ± 2.96 / 48.61 ± 2.74,46.28 ± 3.00 / 71.77 ± 1.39,37.87 ± 1.39 / 22.77 ± 1.26,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.08,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,70.49 ± 1.36 / 83.40 ± 1.01,57.40 ± 1.31 / 40.69 ± 2.16,18.75 ± 2.25 / 42.00 ± 2.28,66.68 ± 1.70 / 42.90 ± 1.69,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.09,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,62.21 ± 3.45 / 80.96 ± 1.75,57.05 ± 0.85 / 43.42 ± 2.24,29.42 ± 2.50 / 64.07 ± 1.30,59.93 ± 0.82 / 34.39 ± 0.57,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,2.10,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,71.56 ± 0.95 / 85.65 ± 0.49,52.21 ± 6.30 / 34.24 ± 5.14,24.57 ± 3.89 / 55.93 ± 2.30,64.82 ± 1.65 / 43.37 ± 1.68,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.11,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,75.08 ± 2.23 / 87.41 ± 1.14,34.71 ± 2.51 / 27.07 ± 2.30,54.65 ± 2.60 / 76.55 ± 1.42,37.38 ± 1.27 / 24.72 ± 1.29,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.11,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,73.48 ± 5.50 / 86.03 ± 2.95,54.48 ± 1.13 / 41.67 ± 2.49,15.30 ± 4.10 / 38.86 ± 2.50,71.43 ± 2.52 / 50.50 ± 2.09,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.12,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,69.31 ± 2.48 / 83.09 ± 1.56,61.30 ± 0.66 / 44.45 ± 1.99,26.78 ± 3.87 / 62.95 ± 1.58,48.25 ± 6.26 / 24.18 ± 5.31,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.14,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,57.78 ± 8.59 / 77.39 ± 5.12,54.06 ± 2.08 / 42.07 ± 3.26,21.08 ± 5.32 / 51.82 ± 4.92,72.93 ± 2.24 / 51.66 ± 1.66,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.15,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,68.03 ± 3.34 / 82.08 ± 2.43,56.31 ± 2.19 / 42.34 ± 3.45,15.80 ± 1.79 / 41.51 ± 1.42,66.13 ± 1.84 / 41.75 ± 3.18,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.15,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,61.03 ± 4.25 / 79.62 ± 2.48,50.31 ± 1.82 / 39.21 ± 1.61,27.33 ± 2.41 / 61.62 ± 1.24,65.26 ± 0.85 / 39.38 ± 1.41,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.15,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,66.73 ± 6.28 / 82.01 ± 3.74,54.71 ± 1.13 / 41.76 ± 1.89,12.16 ± 2.55 / 37.96 ± 0.96,71.91 ± 1.47 / 51.04 ± 1.43,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.15,?,?,?,✓,✗,(✓),✓,62.18 ± 2.38 / 79.33 ± 1.24,50.42 ± 1.42 / 36.82 ± 1.42,29.04 ± 3.43 / 62.34 ± 2.69,65.07 ± 1.38 / 38.02 ± 2.38,16.17.0,16.17.0,16.17.0,16.17.0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.15,?,?,400000.0,✓,✗,✗,✓,70.15 ± 1.50 / 84.99 ± 0.75,46.26 ± 0.99 / 27.72 ± 0.51,30.76 ± 1.31 / 61.09 ± 0.78,60.54 ± 0.64 / 29.04 ± 0.70,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.16,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,66.16 ± 4.50 / 79.75 ± 3.35,54.83 ± 1.24 / 38.75 ± 1.86,18.66 ± 3.67 / 56.52 ± 3.41,66.34 ± 1.60 / 43.24 ± 1.78,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.16,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,77.22 ± 1.52 / 88.14 ± 0.80,58.53 ± 1.14 / 45.14 ± 3.04,31.09 ± 2.56 / 64.55 ± 1.35,35.62 ± 0.83 / 0.26 ± 0.11,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.17,575922690.0,250300.0,512.0,✓,✗,(✓),✓,66.62 ± 10.77 / 80.55 ± 8.55,81.62 ± 0.79 / 81.15 ± 0.47,20.06 ± 14.75 / 56.54 ± 9.65,32.98 ± 1.03 / 25.02 ± 1.10,16.6.0.dev0,16.7.0.dev0,16.6.0.dev0,16.7.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.18,?,?,?,✓,✗,(✓),✓,69.58 ± 2.27 / 84.52 ± 1.07,44.24 ± 2.36 / 35.58 ± 1.61,32.06 ± 4.08 / 65.08 ± 2.61,56.95 ± 1.32 / 30.10 ± 1.63,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.19,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,67.16 ± 2.03 / 80.96 ± 1.46,63.26 ± 1.35 / 48.51 ± 2.99,14.91 ± 3.07 / 40.27 ± 2.55,58.43 ± 1.26 / 26.19 ± 2.16,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.19,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,73.88 ± 7.42 / 86.31 ± 4.20,30.22 ± 2.40 / 27.01 ± 3.33,29.62 ± 3.10 / 56.01 ± 3.99,71.14 ± 2.03 / 47.61 ± 1.43,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.20,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,71.73 ± 4.57 / 85.51 ± 2.39,54.60 ± 1.69 / 42.93 ± 2.68,9.03 ± 5.32 / 44.48 ± 5.71,68.12 ± 1.31 / 43.84 ± 2.31,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.20,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,59.68 ± 7.83 / 77.86 ± 6.00,73.73 ± 0.90 / 76.86 ± 0.84,40.28 ± 6.90 / 69.30 ± 3.69,18.24 ± 1.23 / 11.82 ± 1.00,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.21,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,68.32 ± 2.01 / 82.96 ± 1.34,48.84 ± 1.80 / 36.22 ± 2.68,23.10 ± 2.70 / 53.82 ± 2.43,61.21 ± 1.66 / 32.57 ± 2.80,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.21,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,61.19 ± 2.21 / 80.50 ± 1.13,64.46 ± 0.96 / 51.38 ± 1.43,18.44 ± 2.63 / 48.06 ± 1.50,55.18 ± 0.65 / 36.41 ± 0.95,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.22,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,63.59 ± 4.32 / 77.87 ± 3.27,54.23 ± 1.57 / 37.43 ± 2.00,16.79 ± 4.19 / 54.92 ± 3.63,65.40 ± 1.53 / 41.58 ± 2.18,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.23,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,72.25 ± 4.82 / 85.27 ± 2.36,42.54 ± 1.94 / 31.90 ± 2.74,21.58 ± 5.68 / 56.14 ± 5.55,65.30 ± 2.43 / 45.34 ± 1.91,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.23,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,60.69 ± 4.01 / 79.22 ± 2.24,49.85 ± 1.99 / 36.60 ± 1.99,26.04 ± 2.62 / 60.65 ± 1.49,63.34 ± 0.96 / 39.99 ± 1.94,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.23,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,63.38 ± 1.91 / 79.63 ± 1.44,56.35 ± 0.86 / 47.08 ± 1.46,19.03 ± 1.80 / 54.27 ± 1.58,57.78 ± 0.48 / 37.24 ± 0.55,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.25,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,66.25 ± 1.86 / 81.45 ± 1.37,49.95 ± 1.81 / 37.25 ± 2.29,21.05 ± 2.47 / 53.73 ± 2.38,62.14 ± 1.35 / 36.54 ± 1.82,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.26,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,69.31 ± 2.21 / 83.06 ± 1.33,49.60 ± 1.12 / 40.52 ± 1.51,19.08 ± 3.93 / 46.94 ± 2.15,60.63 ± 1.90 / 41.57 ± 1.52,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.26,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,63.05 ± 2.74 / 81.42 ± 1.38,63.21 ± 1.14 / 47.83 ± 1.38,15.68 ± 2.40 / 43.95 ± 1.55,51.53 ± 0.51 / 33.41 ± 0.54,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.27,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,67.10 ± 3.31 / 82.11 ± 1.71,52.12 ± 0.81 / 40.50 ± 1.40,9.45 ± 3.38 / 37.83 ± 1.84,67.73 ± 0.43 / 44.19 ± 0.94,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.28,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,62.64 ± 2.08 / 80.63 ± 1.16,51.54 ± 0.89 / 38.18 ± 0.87,14.90 ± 3.47 / 48.92 ± 3.15,68.96 ± 0.62 / 45.58 ± 1.41,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
