<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/mistralai/Ministral-3-14B-Instruct-2512'>mistralai/Ministral-3-14B-Instruct-2512 (val)</a>,📝,2.00,?,12163481600.0,131072.0,8192.0,✓,✗,(✓),✓,54.23 ± 1.30 / 69.00 ± 0.85,61.02 ± 1.17 / 45.54 ± 1.70,57.33 ± 1.52 / 76.86 ± 0.95,56.38 ± 1.02 / 31.15 ± 0.74,31.18 ± 0.28 / 36.26 ± 0.22,59.52 ± 1.45 / 69.88 ± 1.07,62.69 ± 0.98 / 71.84 ± 0.76,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,2.01,?,?,100256.0,272000.0,✓,✗,✗,✓,64.70 ± 2.59 / 71.96 ± 2.19,58.53 ± 1.99 / 37.15 ± 1.68,42.47 ± 3.56 / 66.27 ± 1.92,49.70 ± 1.58 / 27.09 ± 1.97,30.13 ± 0.33 / 35.97 ± 0.34,85.70 ± 1.77 / 89.34 ± 1.33,64.60 ± 2.10 / 73.32 ± 1.64,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,16.15.0.dev0,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.02,N/A,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,49.90 ± 2.26 / 64.87 ± 2.21,59.07 ± 1.44 / 45.32 ± 0.90,31.39 ± 2.82 / 55.23 ± 2.82,69.64 ± 0.99 / 37.47 ± 0.64,37.74 ± 1.31 / 38.41 ± 1.31,52.30 ± 1.38 / 63.91 ± 1.02,41.53 ± 2.15 / 55.66 ± 1.62,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/zai-org/GLM-4.7-Flash'>zai-org/GLM-4.7-Flash (val)</a>,🤔,2.02,?,31221485568.0,154880.0,202752.0,✓,✗,✗,✓,57.58 ± 1.55 / 69.71 ± 1.23,71.44 ± 1.88 / 52.53 ± 1.63,46.86 ± 1.69 / 71.52 ± 1.03,50.55 ± 0.59 / 26.27 ± 0.96,31.93 ± 0.18 / 34.90 ± 0.21,70.74 ± 1.00 / 77.97 ± 0.81,47.09 ± 1.41 / 59.69 ± 1.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.03,0.72,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,54.54 ± 2.80 / 66.83 ± 2.61,61.65 ± 0.96 / 41.33 ± 2.66,65.65 ± 1.47 / 82.33 ± 0.82,36.92 ± 1.84 / 15.00 ± 1.32,37.54 ± 1.60 / 40.87 ± 2.12,48.91 ± 0.80 / 61.50 ± 0.60,56.98 ± 1.45 / 67.36 ± 1.09,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.04,N/A,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,50.66 ± 2.43 / 62.53 ± 2.88,58.06 ± 1.04 / 54.17 ± 1.01,41.40 ± 2.54 / 69.21 ± 1.72,68.77 ± 1.27 / 39.52 ± 1.44,38.47 ± 1.61 / 41.27 ± 1.91,44.64 ± 1.09 / 58.67 ± 0.73,35.80 ± 1.61 / 50.94 ± 1.29,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.06,18.78,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,50.56 ± 2.76 / 65.87 ± 2.14,61.66 ± 1.03 / 51.39 ± 1.55,47.17 ± 1.57 / 72.09 ± 1.19,61.21 ± 2.70 / 31.70 ± 1.61,34.19 ± 2.96 / 36.44 ± 3.81,49.67 ± 1.01 / 62.31 ± 0.74,58.26 ± 1.46 / 68.61 ± 1.08,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.06,?,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,58.47 ± 2.21 / 70.24 ± 1.61,68.89 ± 1.67 / 50.70 ± 1.88,48.00 ± 1.34 / 70.73 ± 0.69,49.61 ± 0.58 / 24.39 ± 0.69,27.66 ± 0.19 / 33.70 ± 0.19,74.25 ± 0.77 / 80.67 ± 0.57,60.20 ± 1.42 / 69.97 ± 1.06,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,2.07,5.53,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,51.16 ± 1.92 / 66.57 ± 1.36,62.81 ± 1.61 / 51.94 ± 2.23,47.96 ± 1.93 / 70.35 ± 1.39,67.05 ± 0.79 / 33.89 ± 0.79,34.72 ± 0.17 / 39.12 ± 0.19,41.32 ± 1.29 / 56.37 ± 0.94,51.76 ± 1.39 / 63.40 ± 1.11,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#thinking (zero-shot, val)</a>",🤔,2.09,?,?,256128.0,1048576.0,✓,✗,✗,✓,55.74 ± 2.82 / 63.24 ± 2.23,65.29 ± 1.85 / 45.47 ± 1.49,39.41 ± 3.82 / 65.22 ± 1.91,52.22 ± 1.30 / 26.96 ± 1.51,29.17 ± 0.29 / 35.75 ± 0.28,82.37 ± 1.95 / 86.80 ± 1.47,56.85 ± 1.98 / 66.99 ± 1.34,15.13.0,15.13.0,15.13.0,15.13.0,16.15.0.dev0,15.13.0,15.13.0
<a href='https://hf.co/mistralai/Ministral-3-8B-Instruct-2512'>mistralai/Ministral-3-8B-Instruct-2512 (val)</a>,📝,2.09,0.03,7415529472.0,131072.0,8192.0,✓,✗,(✓),✓,56.06 ± 1.71 / 69.56 ± 1.15,61.03 ± 1.26 / 45.64 ± 1.61,56.25 ± 1.58 / 75.81 ± 0.95,54.68 ± 1.27 / 28.12 ± 1.25,30.39 ± 0.16 / 35.67 ± 0.14,51.67 ± 1.53 / 63.63 ± 1.14,55.35 ± 1.00 / 66.52 ± 0.72,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.09,0.12,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,50.87 ± 1.71 / 66.20 ± 1.10,63.76 ± 1.46 / 46.70 ± 1.65,48.17 ± 1.38 / 72.45 ± 0.79,57.89 ± 1.04 / 30.69 ± 0.93,32.84 ± 0.17 / 37.04 ± 0.16,57.11 ± 0.85 / 67.07 ± 0.70,49.69 ± 1.60 / 61.33 ± 1.26,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.10,?,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,53.03 ± 1.70 / 68.42 ± 1.15,75.40 ± 1.20 / 66.73 ± 1.34,51.59 ± 1.39 / 74.30 ± 0.71,49.32 ± 0.57 / 25.80 ± 0.71,27.51 ± 0.29 / 33.78 ± 0.24,70.73 ± 1.10 / 78.20 ± 0.83,52.65 ± 1.81 / 64.45 ± 1.35,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.10,2.27,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,55.18 ± 2.79 / 70.08 ± 1.80,62.02 ± 0.91 / 47.96 ± 1.73,40.94 ± 1.41 / 64.65 ± 1.61,55.40 ± 1.51 / 29.27 ± 0.90,34.52 ± 0.12 / 39.15 ± 0.22,53.72 ± 1.01 / 65.21 ± 0.75,59.10 ± 1.11 / 68.87 ± 0.83,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.11,0.17,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,56.56 ± 2.09 / 70.60 ± 1.40,65.94 ± 1.42 / 49.16 ± 2.19,51.18 ± 1.72 / 74.52 ± 1.32,50.21 ± 1.48 / 18.64 ± 1.46,33.29 ± 0.12 / 38.44 ± 0.12,45.05 ± 0.79 / 58.67 ± 0.59,56.21 ± 1.58 / 66.62 ± 1.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.12,?,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,58.24 ± 1.56 / 69.56 ± 1.16,41.75 ± 2.23 / 37.94 ± 2.08,58.64 ± 1.70 / 78.45 ± 0.91,33.22 ± 1.14 / 19.03 ± 1.11,33.38 ± 0.32 / 36.91 ± 0.48,75.30 ± 1.12 / 81.41 ± 0.84,74.35 ± 1.03 / 80.39 ± 0.79,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#high (zero-shot, val)</a>",🤔,2.12,40.84,?,?,400000.0,✓,✗,✗,✓,55.09 ± 1.46 / 66.93 ± 1.07,56.05 ± 0.85 / 34.22 ± 0.75,61.16 ± 1.11 / 79.06 ± 0.72,50.46 ± 0.84 / 26.40 ± 0.92,28.03 ± 0.15 / 34.53 ± 0.16,81.43 ± 0.67 / 86.13 ± 0.47,46.21 ± 1.18 / 59.73 ± 0.93,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.12,0.61,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,54.92 ± 1.70 / 69.35 ± 1.42,61.65 ± 0.62 / 43.89 ± 1.54,48.60 ± 2.07 / 74.23 ± 1.02,63.00 ± 1.13 / 31.15 ± 0.83,32.92 ± 0.31 / 36.38 ± 0.56,44.71 ± 0.97 / 58.60 ± 0.71,49.31 ± 1.36 / 61.92 ± 1.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.15.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,2.13,?,?,?,400000.0,✓,✗,✗,✓,54.28 ± 1.26 / 66.42 ± 0.81,54.17 ± 0.94 / 34.63 ± 0.70,62.04 ± 1.37 / 80.34 ± 0.78,51.60 ± 0.91 / 25.56 ± 0.92,28.28 ± 0.18 / 34.77 ± 0.18,80.41 ± 1.12 / 85.35 ± 0.83,42.38 ± 1.24 / 56.80 ± 0.97,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.14,0.12,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,51.70 ± 1.78 / 67.20 ± 1.23,60.38 ± 1.05 / 48.37 ± 1.22,49.33 ± 1.81 / 73.25 ± 1.05,57.65 ± 1.17 / 27.94 ± 1.37,32.61 ± 0.23 / 37.29 ± 0.18,51.58 ± 1.68 / 64.02 ± 1.28,51.37 ± 1.46 / 63.48 ± 1.10,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.14,9.11,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,57.09 ± 2.57 / 71.26 ± 1.76,62.07 ± 1.28 / 40.37 ± 2.40,48.97 ± 1.69 / 70.69 ± 1.18,46.54 ± 4.94 / 12.10 ± 3.02,35.38 ± 0.14 / 38.93 ± 0.30,47.70 ± 0.41 / 60.50 ± 0.40,49.41 ± 3.58 / 61.18 ± 3.13,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.14,?,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,54.69 ± 3.25 / 69.11 ± 2.40,64.94 ± 1.37 / 44.75 ± 1.93,45.21 ± 0.87 / 67.26 ± 0.96,48.82 ± 0.89 / 22.25 ± 0.90,29.02 ± 0.47 / 34.64 ± 0.26,67.82 ± 0.81 / 75.86 ± 0.61,59.65 ± 1.53 / 69.32 ± 1.17,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.15,14.14,?,256128.0,1048576.0,✓,✗,✗,✓,49.04 ± 3.30 / 63.45 ± 2.13,56.81 ± 1.64 / 30.39 ± 0.74,44.93 ± 4.20 / 71.90 ± 1.99,51.56 ± 1.48 / 23.32 ± 1.62,31.97 ± 0.32 / 37.72 ± 0.31,65.08 ± 1.38 / 73.75 ± 1.04,65.80 ± 2.05 / 74.30 ± 1.54,15.13.0,15.13.0,15.13.0,15.13.0,16.15.0.dev0,15.13.0,15.13.0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.16,50.1,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,55.10 ± 2.53 / 68.35 ± 2.76,63.76 ± 0.99 / 52.25 ± 1.99,48.16 ± 1.74 / 73.13 ± 1.29,64.92 ± 2.79 / 35.65 ± 1.84,29.30 ± 3.17 / 29.49 ± 3.31,44.17 ± 0.69 / 58.13 ± 0.50,49.47 ± 1.81 / 61.88 ± 1.41,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.15.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,2.17,?,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,54.46 ± 1.67 / 68.89 ± 1.23,64.42 ± 1.35 / 56.19 ± 1.95,56.56 ± 1.26 / 77.89 ± 0.65,65.40 ± 1.26 / 37.39 ± 1.24,18.42 ± 3.57 / 20.62 ± 3.89,57.03 ± 1.54 / 67.66 ± 1.20,69.28 ± 0.83 / 76.84 ± 0.64,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#low (zero-shot, val)</a>",🤔,2.17,?,?,?,400000.0,✓,✗,✗,✓,49.84 ± 1.08 / 63.73 ± 0.64,52.96 ± 1.02 / 29.96 ± 0.68,61.02 ± 1.46 / 80.29 ± 0.74,52.52 ± 0.96 / 24.45 ± 0.75,28.43 ± 0.20 / 34.96 ± 0.21,78.30 ± 0.97 / 83.71 ± 0.74,45.32 ± 1.07 / 58.91 ± 0.82,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.17,?,?,100256.0,272000.0,✓,✗,✗,✓,56.27 ± 3.10 / 69.11 ± 2.15,69.37 ± 2.12 / 50.54 ± 2.16,37.39 ± 3.47 / 64.12 ± 1.53,51.12 ± 1.84 / 26.96 ± 2.29,27.08 ± 0.24 / 33.39 ± 0.25,76.50 ± 1.93 / 82.46 ± 1.45,50.51 ± 3.01 / 62.85 ± 2.22,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,16.15.0.dev0,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.18,2.58,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,54.89 ± 2.27 / 69.47 ± 1.75,62.28 ± 0.58 / 45.45 ± 1.42,46.30 ± 1.91 / 73.00 ± 0.92,60.68 ± 1.78 / 30.74 ± 1.56,33.11 ± 0.25 / 36.55 ± 0.53,43.47 ± 0.96 / 57.69 ± 0.71,46.55 ± 1.64 / 59.90 ± 1.23,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.15.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.18,10.15,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,49.61 ± 3.05 / 62.86 ± 2.60,53.69 ± 3.24 / 41.88 ± 3.13,60.07 ± 1.70 / 79.16 ± 1.07,58.65 ± 1.35 / 28.06 ± 2.12,32.65 ± 0.25 / 37.79 ± 0.20,41.70 ± 1.54 / 56.21 ± 1.08,53.10 ± 2.25 / 64.61 ± 1.65,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.18,N/A,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,22.58 ± 1.32 / 30.12 ± 1.33,63.51 ± 1.01 / 53.75 ± 2.16,33.83 ± 4.35 / 57.62 ± 4.23,72.36 ± 1.71 / 40.96 ± 1.52,38.58 ± 3.79 / 40.56 ± 4.58,46.18 ± 0.77 / 59.50 ± 0.57,47.14 ± 3.16 / 58.80 ± 2.86,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/Nemotron-Cascade-2-30B-A3B'>nvidia/Nemotron-Cascade-2-30B-A3B (val)</a>,🤔,2.20,?,31577937344.0,131072.0,262144.0,✓,✗,(✓),✓,55.25 ± 1.97 / 67.24 ± 1.47,65.37 ± 1.38 / 55.16 ± 1.72,51.14 ± 1.11 / 74.40 ± 0.68,48.27 ± 0.66 / 24.02 ± 0.83,25.01 ± 0.23 / 31.43 ± 0.23,75.32 ± 0.83 / 81.56 ± 0.61,51.83 ± 1.31 / 63.59 ± 0.96,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.20,?,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,57.98 ± 1.87 / 70.76 ± 1.24,74.37 ± 0.72 / 66.29 ± 0.99,27.59 ± 1.49 / 52.65 ± 1.36,52.74 ± 0.43 / 28.44 ± 0.64,29.58 ± 0.72 / 32.13 ± 0.75,68.80 ± 1.27 / 76.68 ± 0.94,41.50 ± 1.90 / 55.23 ± 1.51,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.21,N/A,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,22.86 ± 3.09 / 31.71 ± 3.18,57.95 ± 1.25 / 46.25 ± 2.10,54.05 ± 1.92 / 75.73 ± 1.73,67.96 ± 2.12 / 39.83 ± 1.97,38.00 ± 4.38 / 39.00 ± 5.03,44.58 ± 0.45 / 58.19 ± 0.40,30.47 ± 3.16 / 46.18 ± 2.54,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.22,0.0,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,51.70 ± 3.23 / 67.69 ± 2.16,58.58 ± 0.76 / 40.66 ± 2.12,41.50 ± 1.54 / 68.84 ± 0.90,53.41 ± 1.83 / 28.07 ± 1.21,34.94 ± 0.21 / 39.37 ± 0.32,47.99 ± 0.95 / 60.84 ± 0.75,50.71 ± 0.87 / 62.86 ± 0.66,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.15.0.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.23,0.25,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,50.74 ± 2.31 / 66.51 ± 1.87,56.97 ± 0.83 / 32.07 ± 1.31,35.14 ± 3.78 / 66.74 ± 2.08,55.91 ± 1.88 / 25.65 ± 1.17,35.41 ± 0.19 / 40.77 ± 0.26,45.36 ± 1.04 / 58.49 ± 0.83,57.08 ± 1.42 / 67.27 ± 1.12,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,17.0.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.24,12.61,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,49.61 ± 2.42 / 65.84 ± 1.64,59.61 ± 1.38 / 44.58 ± 3.02,47.59 ± 1.95 / 72.51 ± 1.54,54.26 ± 1.89 / 28.33 ± 1.03,36.08 ± 0.47 / 39.59 ± 0.77,37.64 ± 1.75 / 52.88 ± 1.36,38.26 ± 3.05 / 52.33 ± 2.60,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.32,?,?,?,?,✓,✗,(✓),✓,49.27 ± 3.18 / 65.89 ± 2.24,51.67 ± 1.15 / 31.25 ± 2.12,40.76 ± 4.28 / 64.49 ± 4.14,58.94 ± 1.55 / 28.58 ± 0.79,32.39 ± 0.12 / 37.65 ± 0.15,42.39 ± 0.99 / 56.74 ± 0.76,58.34 ± 1.55 / 68.65 ± 1.18,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.40,7.49,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,52.14 ± 2.23 / 67.77 ± 1.43,62.17 ± 1.30 / 54.54 ± 1.70,36.63 ± 3.01 / 61.77 ± 2.81,63.48 ± 2.24 / 35.29 ± 1.40,31.16 ± 2.79 / 31.64 ± 3.01,34.53 ± 1.25 / 50.82 ± 0.93,28.64 ± 2.66 / 46.21 ± 1.98,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.41,N/A,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,51.39 ± 3.26 / 67.17 ± 2.18,49.84 ± 2.64 / 40.85 ± 3.31,33.22 ± 2.26 / 63.39 ± 2.64,63.69 ± 2.18 / 36.96 ± 1.83,36.01 ± 5.00 / 37.10 ± 5.87,32.79 ± 0.65 / 49.23 ± 0.62,23.35 ± 1.28 / 39.63 ± 1.32,15.0.0,15.0.0,15.0.0,15.0.0,16.15.0.dev0,15.0.0,15.0.0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.44,N/A,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,17.92 ± 1.87 / 24.99 ± 1.49,71.42 ± 1.15 / 63.82 ± 1.37,0.00 ± 0.00 / 33.74 ± 0.46,72.66 ± 1.22 / 42.38 ± 0.95,35.08 ± 2.41 / 36.63 ± 2.76,59.29 ± 0.99 / 69.73 ± 0.71,57.05 ± 2.84 / 67.15 ± 2.27,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
