<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.94,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,25.94 ± 3.02 / 45.63 ± 3.36,49.46 ± 2.17 / 36.83 ± 2.98,8.35 ± 2.09 / 42.74 ± 1.28,60.51 ± 1.74 / 32.52 ± 1.48,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-2-9b'>google/gemma-2-9b</a>,🧠,2.95,9241705984.0,256000.0,8192.0,✓,✗,(✓),✓,45.56 ± 2.57 / 61.38 ± 1.87,26.67 ± 4.68 / 22.17 ± 1.81,10.00 ± 3.41 / 42.25 ± 4.53,58.42 ± 2.11 / 32.34 ± 1.59,15.6.1,15.6.1,15.6.1,15.6.1
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.95,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,37.00 ± 2.28 / 53.01 ± 2.83,51.86 ± 2.45 / 28.28 ± 3.71,13.55 ± 1.10 / 48.88 ± 1.96,43.02 ± 3.95 / 3.54 ± 1.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,2.96,108641793536.0,200000.0,?,✓,✗,(✓),✓,42.96 ± 1.97 / 58.61 ± 2.14,63.90 ± 1.47 / 56.23 ± 3.31,10.23 ± 4.59 / 44.23 ± 5.69,34.26 ± 4.08 / 0.69 ± 0.28,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot)</a>,📝,2.96,27432406640.0,262144.0,?,✓,✗,(✓),✓,42.86 ± 0.94 / 54.41 ± 0.69,35.18 ± 0.69 / 16.87 ± 0.39,22.75 ± 1.58 / 57.79 ± 0.91,42.68 ± 0.62 / 18.99 ± 0.77,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0,15.8.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.96,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,8.45 ± 2.19 / 17.34 ± 1.13,73.01 ± 0.78 / 62.39 ± 2.23,0.00 ± 0.00 / 32.87 ± 0.49,68.14 ± 0.74 / 38.19 ± 0.76,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-2-70b-hf'>meta-llama/Llama-2-70b-hf</a>,🧠,2.96,68976653312.0,32000.0,4096.0,✓,✗,(✓),✓,31.97 ± 4.23 / 50.84 ± 4.50,55.66 ± 2.51 / 47.93 ± 3.67,0.00 ± 0.00 / 33.16 ± 0.38,59.39 ± 1.37 / 31.50 ± 1.49,15.3.1,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.97,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,34.77 ± 4.37 / 48.68 ± 5.33,47.54 ± 2.82 / 37.56 ± 4.40,0.00 ± 0.00 / 33.50 ± 0.37,61.21 ± 2.38 / 34.48 ± 1.71,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.97,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,36.78 ± 1.21 / 56.29 ± 1.12,44.45 ± 2.75 / 27.95 ± 2.88,12.73 ± 1.96 / 55.54 ± 1.20,49.80 ± 1.88 / 23.50 ± 1.21,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#minimal (zero-shot, val)</a>",🤔,2.97,?,100256.0,272000.0,✓,✗,✗,✓,42.37 ± 2.43 / 57.33 ± 2.14,39.11 ± 1.85 / 19.50 ± 1.02,13.02 ± 2.81 / 45.39 ± 1.50,47.61 ± 0.76 / 23.03 ± 1.29,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,2.98,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,28.69 ± 2.02 / 39.47 ± 1.26,54.58 ± 1.63 / 48.81 ± 3.86,0.00 ± 0.00 / 33.36 ± 0.27,61.39 ± 2.22 / 35.81 ± 1.52,16.5.0.dev0,15.5.0,16.5.0.dev0,15.5.0
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B</a>,🧠,2.98,33119034368.0,131072.0,4096.0,✓,✗,✗,✓,36.73 ± 3.71 / 50.91 ± 5.20,43.71 ± 2.46 / 31.51 ± 2.84,6.95 ± 2.70 / 39.47 ± 4.17,54.10 ± 2.05 / 28.72 ± 2.16,15.3.1,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,2.98,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,49.37 ± 1.86 / 65.40 ± 1.33,75.93 ± 1.50 / 62.17 ± 4.68,1.75 ± 2.46 / 33.99 ± 0.53,26.23 ± 1.33 / 0.00 ± 0.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/norallm/normistral-11b-thinking'>norallm/normistral-11b-thinking</a>,🤔,2.99,11429893120.0,51200.0,1024000.0,✓,✗,(✓),✗,35.46 ± 3.81 / 55.00 ± 2.26,42.44 ± 1.11 / 29.13 ± 2.18,18.97 ± 2.33 / 58.28 ± 0.71,43.89 ± 1.31 / 18.54 ± 1.08,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.99,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,21.04 ± 1.58 / 44.19 ± 1.23,53.87 ± 2.58 / 32.33 ± 3.36,11.97 ± 0.93 / 55.02 ± 0.71,55.04 ± 1.26 / 24.79 ± 1.59,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,3.01,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,22.09 ± 2.12 / 37.11 ± 1.07,54.31 ± 2.84 / 35.46 ± 3.74,10.92 ± 1.58 / 55.09 ± 0.81,53.05 ± 2.58 / 25.68 ± 1.49,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/DGurgurov/xlm-r_dan-latn'>DGurgurov/xlm-r_dan-latn</a>,🔍,3.01,278295186.0,250002.0,512.0,✓,✗,(✓),✗,39.97 ± 1.33 / 56.97 ± 1.83,72.36 ± 1.50 / 73.68 ± 1.47,4.35 ± 2.91 / 43.03 ± 4.49,31.51 ± 0.79 / 6.47 ± 0.97,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,3.02,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,20.84 ± 2.17 / 43.01 ± 2.23,59.26 ± 2.89 / 41.78 ± 4.38,10.27 ± 1.83 / 49.59 ± 1.87,51.75 ± 2.72 / 27.17 ± 2.01,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,3.02,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,32.64 ± 1.69 / 52.97 ± 1.69,53.28 ± 1.57 / 36.90 ± 4.97,4.80 ± 1.80 / 46.13 ± 3.70,51.14 ± 2.04 / 25.42 ± 1.84,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,3.02,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,36.32 ± 1.11 / 57.04 ± 0.72,42.27 ± 2.86 / 25.84 ± 2.67,12.89 ± 1.97 / 55.73 ± 1.11,49.81 ± 1.87 / 23.50 ± 1.21,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,3.02,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,9.26 ± 2.19 / 18.11 ± 1.21,65.27 ± 1.26 / 54.33 ± 1.99,0.00 ± 0.00 / 32.87 ± 0.49,65.37 ± 0.72 / 33.45 ± 0.93,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,3.04,?,?,400000.0,✓,✗,✗,✓,47.50 ± 1.13 / 59.16 ± 0.85,38.35 ± 0.87 / 15.55 ± 0.37,5.08 ± 1.90 / 41.15 ± 0.86,48.04 ± 0.61 / 27.61 ± 0.62,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,3.04,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,33.48 ± 2.05 / 50.38 ± 2.93,47.45 ± 1.51 / 29.83 ± 3.31,5.56 ± 3.32 / 41.76 ± 4.53,51.79 ± 2.63 / 28.40 ± 1.47,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,3.04,8829407232.0,64000.0,4096.0,✓,✗,(✓),✗,32.12 ± 2.44 / 51.81 ± 2.75,45.61 ± 1.55 / 34.32 ± 3.60,5.32 ± 1.97 / 48.85 ± 3.01,53.45 ± 2.09 / 24.61 ± 2.38,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0
<a href='https://ollama.com/library/gemma3:4b-it-q4_K_M'>ollama_chat/gemma3:4b-it-q4_K_M</a>,📝,3.04,4299915632.0,262144.0,128000.0,✓,✗,✗,✓,38.35 ± 1.13 / 57.37 ± 0.94,47.95 ± 1.88 / 35.61 ± 3.17,12.45 ± 1.66 / 55.90 ± 0.84,42.62 ± 1.77 / 15.09 ± 1.10,15.3.1,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,3.06,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,26.01 ± 3.40 / 49.36 ± 2.63,63.92 ± 1.36 / 51.05 ± 2.67,10.10 ± 2.58 / 39.12 ± 1.58,42.79 ± 0.91 / 22.37 ± 0.99,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,3.06,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,19.80 ± 2.14 / 34.60 ± 1.15,62.07 ± 1.54 / 54.05 ± 1.85,0.00 ± 0.00 / 32.87 ± 0.49,57.04 ± 1.46 / 25.55 ± 1.73,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.06,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,55.63 ± 3.38 / 68.37 ± 2.57,36.13 ± 2.69 / 20.43 ± 1.81,0.00 ± 0.00 / 32.87 ± 0.96,47.71 ± 1.60 / 21.19 ± 2.51,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,3.06,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,24.37 ± 1.57 / 44.28 ± 2.17,49.89 ± 2.14 / 36.72 ± 3.09,6.23 ± 1.44 / 48.32 ± 1.34,55.95 ± 1.32 / 27.24 ± 1.42,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,3.06,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,32.39 ± 2.52 / 51.75 ± 2.76,65.27 ± 2.41 / 65.74 ± 2.43,16.70 ± 4.39 / 57.44 ± 2.67,26.29 ± 1.24 / 9.17 ± 0.47,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,3.07,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,44.51 ± 1.07 / 58.20 ± 1.08,40.48 ± 1.51 / 37.79 ± 1.69,20.19 ± 2.89 / 52.75 ± 1.95,29.03 ± 1.22 / 19.01 ± 0.78,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,3.07,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,31.76 ± 1.80 / 53.78 ± 1.21,39.72 ± 2.73 / 19.62 ± 2.08,12.12 ± 1.29 / 52.58 ± 1.68,53.03 ± 1.39 / 26.42 ± 0.88,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B'>deepseek-ai/DeepSeek-R1-0528-Qwen3-8B</a>,🤔,3.08,8190735360.0,151936.0,131072.0,✓,✗,(✓),✓,33.18 ± 2.64 / 54.84 ± 1.71,45.76 ± 2.39 / 24.58 ± 1.70,9.22 ± 2.32 / 51.02 ± 1.68,46.59 ± 1.48 / 20.99 ± 1.39,15.9.1,15.9.1,15.9.1,15.9.1
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,3.08,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,28.54 ± 2.37 / 51.61 ± 1.55,66.72 ± 1.21 / 49.06 ± 2.41,7.30 ± 2.03 / 36.58 ± 0.65,39.47 ± 0.65 / 20.94 ± 0.72,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,3.08,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,9.97 ± 8.28 / 32.63 ± 7.44,61.43 ± 2.87 / 47.53 ± 4.11,20.08 ± 1.68 / 49.20 ± 1.02,43.22 ± 0.73 / 15.48 ± 1.03,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/bineric/lynx-instruct-30b'>bineric/lynx-instruct-30b#thinking</a>,🤔,3.09,30532122624.0,151936.0,262144.0,✓,✗,(✓),✗,29.28 ± 2.01 / 48.98 ± 1.77,48.59 ± 1.08 / 35.25 ± 1.42,7.37 ± 0.67 / 52.98 ± 0.39,50.74 ± 1.06 / 25.38 ± 0.64,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/norallm/normistral-11b-long'>norallm/normistral-11b-long</a>,🧠,3.10,11429893120.0,51200.0,32768.0,✓,✗,(✓),✗,26.39 ± 1.94 / 38.57 ± 0.96,48.11 ± 3.24 / 40.43 ± 3.32,0.00 ± 0.00 / 33.36 ± 0.27,59.60 ± 1.95 / 33.10 ± 2.47,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/ltg/norbert3-large'>ltg/norbert3-large</a>,🔍,3.11,354406402.0,50000.0,512.0,✓,✗,(✓),✗,34.74 ± 1.54 / 51.49 ± 3.16,59.85 ± 1.71 / 61.70 ± 1.75,0.32 ± 1.66 / 41.60 ± 3.50,42.65 ± 2.53 / 21.07 ± 1.55,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,3.11,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,43.99 ± 2.11 / 61.56 ± 1.78,48.56 ± 1.37 / 21.88 ± 0.99,16.37 ± 1.07 / 57.61 ± 0.68,26.38 ± 1.95 / 0.00 ± 0.00,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,3.12,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,29.20 ± 4.72 / 48.75 ± 3.63,50.52 ± 1.94 / 42.49 ± 1.91,16.92 ± 2.31 / 56.23 ± 1.18,39.05 ± 0.64 / 22.13 ± 0.74,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/ai21labs/Jamba-v0.1'>ai21labs/Jamba-v0.1</a>,🧠,3.12,51570323328.0,65536.0,262144.0,✓,✗,(✓),✗,28.98 ± 6.08 / 44.08 ± 6.83,46.38 ± 2.39 / 26.78 ± 2.03,1.64 ± 2.60 / 34.98 ± 2.23,55.84 ± 1.44 / 28.77 ± 1.96,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,3.12,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,36.96 ± 3.44 / 53.86 ± 3.33,45.12 ± 1.50 / 25.06 ± 2.03,5.22 ± 1.76 / 35.49 ± 0.87,47.30 ± 1.66 / 19.90 ± 1.33,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/nvidia/Nemotron-Cascade-2-30B-A3B'>nvidia/Nemotron-Cascade-2-30B-A3B (val)</a>,🤔,3.13,31577937344.0,131072.0,262144.0,✓,✗,(✓),✓,36.82 ± 3.22 / 55.98 ± 2.10,54.53 ± 2.03 / 35.91 ± 1.94,9.24 ± 1.78 / 41.40 ± 0.94,35.28 ± 2.04 / 14.63 ± 1.76,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,3.14,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,29.27 ± 2.10 / 42.81 ± 3.15,46.30 ± 1.85 / 30.30 ± 2.95,10.87 ± 2.18 / 52.57 ± 2.46,44.32 ± 3.82 / 18.68 ± 3.17,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/NbAiLab/nb-roberta-base-ncc'>NbAiLab/nb-roberta-base-ncc</a>,🔍,3.15,278295700.0,250002.0,514.0,✓,✗,(✓),✗,36.37 ± 2.07 / 53.42 ± 1.98,68.26 ± 1.54 / 69.60 ± 1.27,1.65 ± 2.37 / 42.97 ± 4.56,30.06 ± 0.84 / 6.49 ± 0.89,15.8.2,15.8.2,15.8.2,15.8.2
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,3.15,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,24.42 ± 6.56 / 41.39 ± 6.75,48.04 ± 2.72 / 39.06 ± 4.02,-0.30 ± 0.59 / 33.36 ± 0.26,56.77 ± 1.25 / 31.34 ± 1.24,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,3.15,32763876352.0,152064.0,131072.0,✓,✗,(✓),✓,23.62 ± 4.95 / 46.61 ± 4.61,52.78 ± 8.65 / 39.10 ± 5.69,10.10 ± 1.17 / 52.19 ± 1.53,46.34 ± 1.25 / 21.12 ± 1.47,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,3.17,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,20.54 ± 2.56 / 39.49 ± 2.11,56.77 ± 0.92 / 36.55 ± 2.67,7.46 ± 4.47 / 43.69 ± 5.15,46.42 ± 1.33 / 21.20 ± 1.18,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,3.17,34980831232.0,256000.0,8192.0,✗,✗,(✓),✗,20.58 ± 6.60 / 35.38 ± 6.98,49.31 ± 2.54 / 31.27 ± 3.28,1.84 ± 1.43 / 35.31 ± 2.28,56.47 ± 1.35 / 31.08 ± 1.10,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,3.18,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,26.25 ± 2.18 / 38.18 ± 0.94,46.53 ± 2.58 / 38.06 ± 2.83,0.00 ± 0.00 / 33.36 ± 0.27,56.87 ± 1.99 / 30.91 ± 2.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,3.18,68976648192.0,32000.0,32764.0,✓,✗,(✓),✗,21.20 ± 3.99 / 43.38 ± 3.84,47.89 ± 1.93 / 28.04 ± 2.64,10.19 ± 1.66 / 54.02 ± 1.44,50.98 ± 1.42 / 16.01 ± 2.63,15.3.1,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/google/gemma-7b'>google/gemma-7b</a>,🧠,3.18,8537680896.0,256000.0,8192.0,✓,✗,(✓),✓,29.85 ± 2.70 / 47.79 ± 2.84,30.35 ± 5.24 / 26.00 ± 3.55,5.59 ± 2.15 / 48.80 ± 1.24,56.97 ± 2.17 / 33.08 ± 1.55,15.6.1,15.6.1,15.6.1,15.6.1
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,3.20,13716198400.0,100352.0,4096.0,✓,✗,(✓),✓,28.12 ± 2.22 / 49.44 ± 1.27,44.54 ± 2.80 / 24.38 ± 2.87,6.18 ± 0.99 / 52.17 ± 1.08,46.80 ± 1.71 / 25.19 ± 0.88,15.13.0.dev0,15.13.0.dev0,15.13.0.dev0,15.13.0.dev0
<a href='https://hf.co/bineric/lynx-instruct-30b'>bineric/lynx-instruct-30b#no-thinking</a>,📝,3.20,30532122624.0,151936.0,262144.0,✓,✗,(✓),✗,24.51 ± 2.17 / 43.27 ± 2.04,47.85 ± 0.90 / 35.92 ± 1.49,6.76 ± 1.09 / 51.50 ± 0.99,47.93 ± 0.95 / 21.72 ± 0.70,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,3.21,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,20.05 ± 4.76 / 31.89 ± 5.98,33.37 ± 3.91 / 29.22 ± 2.32,5.85 ± 3.35 / 37.53 ± 2.75,60.60 ± 1.80 / 34.40 ± 1.74,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,3.24,?,?,?,✓,✗,(✓),✓,24.09 ± 1.60 / 38.82 ± 2.43,34.55 ± 2.60 / 22.99 ± 2.58,9.96 ± 3.04 / 48.73 ± 4.04,54.52 ± 0.86 / 23.38 ± 2.58,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,3.25,?,?,?,✓,✗,(✓),✓,28.47 ± 2.61 / 45.00 ± 3.15,38.92 ± 1.32 / 18.54 ± 1.08,11.68 ± 2.68 / 50.23 ± 4.61,43.22 ± 0.86 / 21.80 ± 0.87,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/neurocode/IsRoBERTa'>neurocode/IsRoBERTa</a>,🔍,3.25,83452418.0,52000.0,514.0,✓,✗,(✓),✗,38.63 ± 1.86 / 55.62 ± 1.29,57.14 ± 0.92 / 55.79 ± 0.74,3.63 ± 2.66 / 50.23 ± 2.22,30.41 ± 0.61 / 7.32 ± 0.54,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,3.26,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,27.96 ± 1.89 / 39.56 ± 1.62,39.28 ± 4.95 / 29.54 ± 4.13,1.36 ± 1.36 / 33.58 ± 0.32,52.60 ± 2.57 / 26.90 ± 1.66,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,3.29,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,3.85 ± 2.65 / 18.50 ± 1.98,55.03 ± 2.99 / 42.76 ± 4.98,0.00 ± 0.00 / 33.36 ± 0.27,61.02 ± 0.84 / 32.12 ± 1.15,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,3.30,4676271104.0,131072.0,?,✓,✗,(✓),✓,21.47 ± 3.27 / 36.18 ± 4.95,39.04 ± 4.79 / 29.03 ± 2.76,1.65 ± 1.86 / 39.14 ± 3.85,54.94 ± 2.93 / 29.44 ± 1.62,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
